node_id,zone_id,x_coord,y_coord,meso_link_id,lane_no,is_boundary
0,,-111.9303716,33.4231908,0,1,0
1,,-111.9303643,33.4232189,0,1,0
2,,-111.9304388,33.4232285,1,1,0
3,,-111.9304453,33.4232039,1,1,0
4,,-111.9303371,33.4233611,2,1,0
5,,-111.9303245,33.4234247,2,1,0
6,,-111.930312,33.4234883,2,1,0
7,,-111.9302995,33.423552,2,1,0
8,,-111.930287,33.4236156,2,1,0
9,,-111.9302745,33.4236792,2,1,0
10,,-111.9302612,33.4237427,2,1,0
11,,-111.9302391,33.4238042,2,1,0
12,,-111.9302009,33.4238599,2,1,0
13,,-111.9301443,33.4239032,2,1,0
14,,-111.9300756,33.423932,2,1,0
15,,-111.9300045,33.4239566,2,1,0
16,,-111.9299334,33.4239812,2,1,0
17,,-111.9298624,33.4240058,2,1,0
18,,-111.9297913,33.4240305,2,1,0
19,,-111.9297202,33.4240551,2,1,0
20,,-111.9296491,33.4240797,2,1,0
21,,-111.9295776,33.4241035,2,1,0
22,,-111.9295062,33.4241273,2,1,0
23,,-111.9294347,33.4241511,2,1,0
24,,-111.9293632,33.4241749,2,1,0
25,,-111.9292917,33.4241988,2,1,0
26,,-111.9292203,33.4242226,2,1,0
27,,-111.9291481,33.4242448,2,1,0
28,,-111.9291735,33.4243042,3,1,0
29,,-111.929243,33.4242829,3,1,0
30,,-111.9293117,33.42426,3,1,0
31,,-111.9293805,33.4242371,3,1,0
32,,-111.9294492,33.4242142,3,1,0
33,,-111.9295179,33.4241913,3,1,0
34,,-111.9295867,33.4241684,3,1,0
35,,-111.9296554,33.4241455,3,1,0
36,,-111.9297239,33.4241221,3,1,0
37,,-111.9297923,33.4240984,3,1,0
38,,-111.9298606,33.4240747,3,1,0
39,,-111.929929,33.4240511,3,1,0
40,,-111.9299974,33.4240274,3,1,0
41,,-111.9300657,33.4240037,3,1,0
42,,-111.9301338,33.4239796,3,1,0
43,,-111.9301975,33.4239483,3,1,0
44,,-111.9302522,33.423907,3,1,0
45,,-111.9302924,33.4238553,3,1,0
46,,-111.930322,33.4237988,3,1,0
47,,-111.9303386,33.4237384,3,1,0
48,,-111.9303512,33.4236773,3,1,0
49,,-111.9303632,33.4236161,3,1,0
50,,-111.9303753,33.4235549,3,1,0
51,,-111.9303873,33.4234937,3,1,0
52,,-111.9303993,33.4234325,3,1,0
53,,-111.9304113,33.4233713,3,1,0
54,,-111.9411803,33.4243073,4,1,0
55,,-111.941103,33.4243076,4,1,0
56,,-111.9410258,33.424308,4,1,0
57,,-111.9409486,33.4243083,4,1,0
58,,-111.9408714,33.4243086,4,1,0
59,,-111.9407942,33.424309,4,1,0
60,,-111.9407945,33.4243721,5,1,0
61,,-111.9408718,33.4243718,5,1,0
62,,-111.940949,33.4243714,5,1,0
63,,-111.9410262,33.4243711,5,1,0
64,,-111.9411034,33.4243708,5,1,0
65,,-111.9411806,33.4243704,5,1,0
66,,-111.940622,33.4243097,6,1,0
67,,-111.9405458,33.4243101,6,1,0
68,,-111.9404695,33.4243104,6,1,0
69,,-111.9403933,33.4243107,6,1,0
70,,-111.940317,33.4243111,6,1,0
71,,-111.9402407,33.4243114,6,1,0
72,,-111.9401645,33.4243117,6,1,0
73,,-111.9401649,33.4243749,7,1,0
74,,-111.9402411,33.4243745,7,1,0
75,,-111.9403174,33.4243742,7,1,0
76,,-111.9403936,33.4243739,7,1,0
77,,-111.9404699,33.4243735,7,1,0
