name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
Scott Hall-Cahn Auditorium,10,42701676,,university,,,"POLYGON ((-87.6775164 42.0513476, -87.6775007 42.051858, -87.67756989999999 42.0518582, -87.6775682 42.0519806, -87.67759890000001 42.0519841, -87.6775981 42.0519925, -87.67770969999999 42.0519936, -87.6777096 42.0519844, -87.6779489 42.0519864, -87.6779488 42.0519926, -87.6780139 42.0519935, -87.67801369999999 42.0519869, -87.6781249 42.0519873, -87.67812720000001 42.0517638, -87.6780184 42.051763, -87.6777696 42.0516868, -87.6777711 42.0515431, -87.67777390000001 42.051331, -87.6776361 42.0513298, -87.6776359 42.051348, -87.6775164 42.0513476))",POINT (-87.6777493 42.0517263),2310.6,24871.5
Music Administration Building,11,42702794,,university,,,"POLYGON ((-87.6810766 42.0505977, -87.6810586 42.0505973, -87.6810443 42.0506071, -87.6809666 42.0506072, -87.6809519 42.0505969, -87.6808218 42.0505957, -87.68080380000001 42.0506064, -87.68072890000001 42.0506044, -87.6807147 42.0505946, -87.680701 42.0505935, -87.6807029 42.0505542, -87.68065660000001 42.0505536, -87.6806567 42.0505594, -87.6806212 42.0505588, -87.68062020000001 42.0506431, -87.68071310000001 42.0506439, -87.6807531 42.0506781, -87.6807537 42.0507329, -87.6807137 42.0507625, -87.6806107 42.0507605, -87.6806117 42.0508282, -87.68042989999999 42.0508257, -87.6804298 42.0507618, -87.68042130000001 42.0507621, -87.6804245 42.0506341, -87.6804332 42.0506338, -87.68043299999999 42.050558, -87.6804083 42.0505581, -87.68040809999999 42.0504646, -87.6804764 42.050465, -87.6804885 42.0504546, -87.6804995 42.0504546, -87.680498 42.0504355, -87.68057690000001 42.0504364, -87.6805758 42.0504571, -87.6805888 42.0504579, -87.6805961 42.0504664, -87.68065919999999 42.0504672, -87.6806581 42.0505171, -87.6807056 42.0505167, -87.6807048 42.0504695, -87.6809573 42.0504732, -87.6809756 42.0504616, -87.6810476 42.0504621, -87.6810632 42.0504728, -87.68107910000001 42.0504725, -87.6810766 42.0505977))",POINT (-87.6806709 42.0506033),1309.8,14098.1
,12,408488493,,apartments,,,"POLYGON ((-87.6825967 42.0553865, -87.6825967 42.0552188, -87.6826956 42.0552204, -87.6826999 42.0553865, -87.6825967 42.0553865))",POINT (-87.68264720000001 42.0553036),155.8,1677.1
,13,220730645,,yes,,,"POLYGON ((-87.68145250000001 42.0536792, -87.6814505 42.0537651, -87.6812789 42.0537628, -87.681281 42.0536769, -87.68145250000001 42.0536792))",POINT (-87.6813657 42.053721),135.7,1460.2
,14,182580210,,yes,,,"POLYGON ((-87.67571220000001 42.0640206, -87.67555900000001 42.0640196, -87.6755598 42.0639533, -87.675713 42.0639544, -87.67571220000001 42.0640206))",POINT (-87.675636 42.063987),93.6,1007.7
Buffett Institute,15,42706489,,university,,,"POLYGON ((-87.6776057 42.052292, -87.6776076 42.0521933, -87.6777879 42.0521951, -87.677786 42.0522938, -87.6776057 42.052292))",POINT (-87.67769680000001 42.0522436),163.9,1764.4
Howes Chapel,16,53160487,,yes,,,"POLYGON ((-87.6761886 42.0564215, -87.6761533 42.0564214, -87.6761427 42.0564214, -87.6761333 42.0564213, -87.6761017 42.0564212, -87.6761011 42.0565051, -87.67606019999999 42.0565049, -87.6760599 42.0565367, -87.6761877 42.0565373, -87.6761886 42.0564215))",POINT (-87.6761374 42.056484),104.1,1120.2
Sargent Hall,17,42708359,,dormitory,,,"POLYGON ((-87.6758044 42.0588665, -87.6758018 42.0586313, -87.6758026 42.0585898, -87.675169 42.0585901, -87.6751708 42.0586819, -87.67522510000001 42.0586829, -87.6752283 42.0590192, -87.6755302 42.0590195, -87.675528 42.0588646, -87.6758044 42.0588665))",POINT (-87.6754768 42.0587728),1932.7,20803.2
Tannenbaum Chabad House,18,207127557,,yes,community_centre,,"POLYGON ((-87.68001150000001 42.0544993, -87.6800125 42.0544366, -87.6803465 42.0544398, -87.68034539999999 42.0545025, -87.68001150000001 42.0544993))",POINT (-87.680179 42.0544695),193.6,2083.5
Burger King,19,42706717,,retail,fast_food,,"POLYGON ((-87.6805657 42.0496669, -87.6805657 42.0498262, -87.6803168 42.0498262, -87.6803082 42.0496669, -87.6805657 42.0496669))",POINT (-87.6804391 42.0497461),370.8,3991.4
Pi Beta Phi Sorority,20,42702724,,dormitory,,,"POLYGON ((-87.6792518 42.0519825, -87.6792519 42.0519776, -87.679254 42.0519031, -87.67925459999999 42.0518812, -87.67921749999999 42.0518804, -87.6792184 42.0518404, -87.67921 42.05184, -87.67920410000001 42.051831, -87.6791693 42.0518302, -87.6791625 42.0518399, -87.6791066 42.0518393, -87.67910670000001 42.0518784, -87.67897170000001 42.0518779, -87.67896930000001 42.0519788, -87.6792518 42.0519825))",POINT (-87.6791195 42.0519195),307.6,3311.3
,21,214398567,,,parking,,"POLYGON ((-87.6768716 42.055932, -87.67687119999999 42.0560201, -87.6768708 42.0561063, -87.6765477 42.0561055, -87.67648730000001 42.0561053, -87.6761472 42.0561044, -87.67614759999999 42.056015, -87.67614759999999 42.0560057, -87.676148 42.0559301, -87.6768716 42.055932))",POINT (-87.6765094 42.0560182),1161.5,12502.5
Allen Center,22,33908935,,university,,,"POLYGON ((-87.6731084 42.0557245, -87.67262289999999 42.056068, -87.6726218 42.0561025, -87.67274860000001 42.0561906, -87.6727755 42.0561735, -87.6729754 42.0563279, -87.67292980000001 42.0563639, -87.67289169999999 42.056368, -87.6728516 42.0563865, -87.6728153 42.0564125, -87.6728045 42.0564502, -87.6728071 42.056484, -87.6728248 42.0565172, -87.67285149999999 42.0565335, -87.67288259999999 42.0565436, -87.6727073 42.056671, -87.6727293 42.0566895, -87.6726397 42.0567584, -87.6726367 42.0568534, -87.67299490000001 42.0571288, -87.6730534 42.0570853, -87.6732804 42.0569163, -87.6732804 42.0568375, -87.6731692 42.0567361, -87.6733163 42.0566466, -87.67331780000001 42.0563188, -87.6732674 42.0562818, -87.6732631 42.0562454, -87.67315290000001 42.0561672, -87.6732184 42.05614, -87.67325169999999 42.0560974, -87.673258 42.0560464, -87.6732238 42.0559995, -87.67317540000001 42.0559745, -87.67312680000001 42.0559683, -87.6730833 42.0559319, -87.6732351 42.0558252, -87.6731084 42.0557245))",POINT (-87.67300710000001 42.0564589),5446.9,58630.0
Main,23,249758351,,university,,,"POLYGON ((-87.6754497 42.0560154, -87.67544789999999 42.0562857, -87.6754459 42.0564375, -87.67551020000001 42.0564378, -87.6755096 42.05652, -87.6755761 42.0565203, -87.67557480000001 42.0566887, -87.67568319999999 42.0566892, -87.67568540000001 42.0564003, -87.6756857 42.0563621, -87.6756463 42.0563619, -87.6756489 42.0560187, -87.6754497 42.0560154))",POINT (-87.6755691 42.0563198),1097.5,11813.4
,24,220730654,,apartments,,,"POLYGON ((-87.6806036 42.0521891, -87.6807415 42.0521894, -87.68074059999999 42.052376, -87.68056 42.0523755, -87.68056060000001 42.0522647, -87.68060319999999 42.0522648, -87.6806036 42.0521891))",POINT (-87.6806581 42.0522884),279.8,3012.0
Sigma Nu,25,258939209,,dormitory,,,"POLYGON ((-87.6765827 42.0605009, -87.67672020000001 42.0605004, -87.67671919999999 42.060333, -87.6765817 42.0603335, -87.6765827 42.0605009))",POINT (-87.6766509 42.0604169),212.0,2282.4
,26,140378383,,house,,,"POLYGON ((-87.6821623 42.05478, -87.6821616 42.0547053, -87.6819543 42.0547064, -87.681955 42.0547811, -87.6821623 42.05478))",POINT (-87.68205829999999 42.0547432),142.4,1532.3
Annenberg Hall,27,42701586,,university,,,"POLYGON ((-87.6747033 42.0562732, -87.67470729999999 42.0560766, -87.6747113 42.0558768, -87.6746294 42.0558758, -87.6746297 42.0558592, -87.6744698 42.0558574, -87.67426020000001 42.0558548, -87.6742574 42.0559784, -87.6743458 42.0559795, -87.6743445 42.0560399, -87.6743226 42.0560396, -87.6743211 42.0561058, -87.6743431 42.0561061, -87.6743417 42.0561648, -87.67425540000001 42.0561637, -87.6742526 42.0562865, -87.6744138 42.0562885, -87.6744139 42.0562846, -87.6744571 42.0562851, -87.6744571 42.056288, -87.6746196 42.0562898, -87.67462 42.0562723, -87.674667 42.0562729, -87.6746938 42.0562731, -87.6747033 42.0562732))",POINT (-87.6744942 42.0560727),1623.6,17476.5
,28,220730661,,apartments,,,"POLYGON ((-87.6812235 42.0522269, -87.681377 42.0522306, -87.6813669 42.05246, -87.6812134 42.0524563, -87.6812235 42.0522269))",POINT (-87.68129519999999 42.0523435),322.9,3475.7
,29,220730684,,yes,,,"POLYGON ((-87.68156740000001 42.0527102, -87.6809052 42.0526942, -87.6809106 42.0525724, -87.6809847 42.0525742, -87.6809834 42.0526032, -87.6815715 42.0526175, -87.68156740000001 42.0527102))",POINT (-87.68122839999999 42.0526535),584.9,6295.9
,30,42708357,,university,,,"POLYGON ((-87.67829759999999 42.0566959, -87.67830290000001 42.0564028, -87.6781342 42.0564011, -87.6781289 42.0566942, -87.67829759999999 42.0566959))",POINT (-87.6782159 42.0565485),453.5,4881.1
,31,484715680,,,parking,,"POLYGON ((-87.6740367 42.0512236, -87.6740406 42.0512154, -87.6740515 42.0511929, -87.6740609 42.0511733, -87.67384250000001 42.0511138, -87.6738182 42.0511662, -87.6740367 42.0512236))",POINT (-87.6739389 42.051169),116.0,1248.1
,32,220730656,,apartments,,,"POLYGON ((-87.6809082 42.0522301, -87.68098430000001 42.052232, -87.6809762 42.0524167, -87.6809592 42.0524162, -87.680958 42.0524437, -87.6809198 42.0524428, -87.680921 42.0524152, -87.6809001 42.0524147, -87.6809082 42.0522301))",POINT (-87.680942 42.0523308),139.1,1497.2
Regenstein Hall of Music,33,275854486,,university,,,"POLYGON ((-87.6715978 42.0523393, -87.67161780000001 42.0523395, -87.6716584 42.0523732, -87.6716579 42.052398, -87.6716093 42.0524321, -87.6715955 42.0524418, -87.6715626 42.0524413, -87.6715284 42.052414, -87.6714937 42.0524407, -87.6714581 42.0524407, -87.67142370000001 42.0524133, -87.6713905 42.0524393, -87.6713531 42.0524389, -87.6713213 42.0524121, -87.6712921 42.0524373, -87.6712502 42.0524372, -87.6711919 42.0523926, -87.671192 42.0523636, -87.6712266 42.0523398, -87.671194 42.0523157, -87.671194 42.0522885, -87.6712275 42.0522628, -87.67119599999999 42.052239, -87.6711956 42.0522088, -87.6712295 42.0521852, -87.6711988 42.0521625, -87.6711981 42.0521306, -87.6712321 42.0521067, -87.6711981 42.0520831, -87.6711979 42.0520561, -87.6712393 42.0520248, -87.671294 42.0520255, -87.6713096 42.0520125, -87.6713464 42.052013, -87.6713627 42.052027, -87.6713733 42.0520269, -87.671374 42.0519508, -87.6715437 42.051952, -87.6715937 42.051998, -87.6715906 42.0521162, -87.6714899 42.0521153, -87.6715584 42.052163, -87.6716777 42.0522024, -87.6716424 42.0522295, -87.6716414 42.0523068, -87.6715978 42.0523393))",POINT (-87.67141789999999 42.0522151),1666.1,17933.3
,34,167692015,,,parking,,"POLYGON ((-87.68428729999999 42.0522935, -87.6842843 42.052588, -87.684088 42.0525869, -87.6840863 42.0527477, -87.68427939999999 42.0527488, -87.684275 42.0531719, -87.6845428 42.0531734, -87.6845362 42.053806, -87.6844133 42.0538053, -87.68420140000001 42.0538041, -87.68399220000001 42.0538029, -87.6838666 42.0538021, -87.68388229999999 42.0522912, -87.68428729999999 42.0522935))",POINT (-87.68414610000001 42.053163),6863.6,73878.9
,35,220730629,,yes,,,"POLYGON ((-87.6794369 42.0525233, -87.6794369 42.0526002, -87.679225 42.0526002, -87.679225 42.0525233, -87.6794369 42.0525233))",POINT (-87.679331 42.0525617),148.8,1601.1
Dearborn Observatory,36,42703497,,university,,,"POLYGON ((-87.6751996 42.0567945, -87.67520089999999 42.0566821, -87.6752012 42.0566625, -87.67520089999999 42.0566173, -87.6751994 42.0566028, -87.6751933 42.0565886, -87.6751794 42.0565763, -87.67516329999999 42.0565701, -87.675145 42.056568, -87.6749762 42.0565688, -87.6749653 42.0565699, -87.67495289999999 42.0565736, -87.6749447 42.0565784, -87.674937 42.0565916, -87.6749358 42.0566852, -87.6749994 42.0566855, -87.6749982 42.0567945, -87.6751996 42.0567945))",POINT (-87.6750811 42.0566753),480.8,5175.4
,37,220730644,,yes,,,"POLYGON ((-87.67925529999999 42.0536529, -87.6794513 42.0536529, -87.6794513 42.0537463, -87.67925529999999 42.0537463, -87.67925529999999 42.0536529))",POINT (-87.6793533 42.0536996),166.9,1796.1
,38,198661043,,retail,,,"POLYGON ((-87.6819979 42.049612, -87.6822825 42.0496133, -87.68228190000001 42.0496783, -87.6823694 42.0496787, -87.68236880000001 42.0497567, -87.6821741 42.0497558, -87.6819967 42.049755, -87.6819979 42.049612))",POINT (-87.68216630000001 42.0496889),437.3,4706.5
Alpha Chi Omega Sorority,39,42702742,,dormitory,,,"POLYGON ((-87.6787839 42.0514829, -87.6787839 42.0514755, -87.6787844 42.0513857, -87.6787844 42.0513762, -87.67909179999999 42.0513728, -87.6790922 42.0513814, -87.6791288 42.0513824, -87.6791295 42.051402, -87.6791506 42.0514026, -87.6791506 42.0514723, -87.678989 42.0514709, -87.6789892 42.051483, -87.6787839 42.0514829))",POINT (-87.6789593 42.0514274),340.3,3663.1
Kellogg Global Hub,40,466698283,,university,,,"POLYGON ((-87.6722362 42.0569392, -87.6722419 42.0568992, -87.6722891 42.0568878, -87.67242109999999 42.0569168, -87.6725193 42.0569644, -87.6725234 42.0570033, -87.67253030000001 42.0570442, -87.6724722 42.0572855, -87.6725122 42.0574415, -87.6725122 42.0574648, -87.6724553 42.0575191, -87.67252240000001 42.0578893, -87.6725144 42.0579292, -87.67247639999999 42.0579627, -87.67235650000001 42.0579864, -87.6722596 42.0579744, -87.67223079999999 42.0579447, -87.67217960000001 42.0577594, -87.6721611 42.0576996, -87.67210489999999 42.0576876, -87.67205319999999 42.0577074, -87.67201249999999 42.057757, -87.6714856 42.057842, -87.6714161 42.057803, -87.6714001 42.0577593, -87.6713687 42.0577169, -87.67137750000001 42.0576459, -87.671424 42.0576011, -87.6717412 42.0575359, -87.6717599 42.057503, -87.6717374 42.0574701, -87.6716024 42.0574134, -87.67150549999999 42.0570266, -87.6715195 42.0570004, -87.6715439 42.0569768, -87.67156439999999 42.0569565, -87.6716859 42.0569463, -87.6717526 42.0569393, -87.6718077 42.0569478, -87.6718235 42.0569856, -87.67191990000001 42.0571879, -87.67197040000001 42.0571939, -87.67211090000001 42.0571762, -87.67213959999999 42.0571339, -87.6722362 42.0569392))",POINT (-87.67203189999999 42.0574307),7235.4,77881.6
,41,42708360,,dormitory,,,"POLYGON ((-87.675904 42.0590414, -87.67590629999999 42.0589404, -87.6756671 42.0589414, -87.67566669999999 42.0589668, -87.6756611 42.0589669, -87.67564350000001 42.0589784, -87.67564369999999 42.0589996, -87.6756613 42.0590129, -87.67566650000001 42.0590128, -87.6756666 42.0590414, -87.675904 42.0590414))",POINT (-87.6757817 42.058991),228.3,2457.2
Lunt Hall,42,33908930,,university,,,"POLYGON ((-87.6764617 42.0550218, -87.6763272 42.0548957, -87.6762851 42.0549233, -87.6761741 42.0548175, -87.67621250000001 42.0547961, -87.6760843 42.0546678, -87.6762202 42.0545871, -87.6763493 42.0547087, -87.6763832 42.0546872, -87.67641860000001 42.0547205, -87.6764362 42.0547144, -87.67645109999999 42.0547133, -87.67646910000001 42.0547154, -87.6764853 42.0547231, -87.67649280000001 42.0547366, -87.6764927 42.05475, -87.6764871 42.0547619, -87.6764738 42.0547706, -87.6765012 42.0547981, -87.6764814 42.0548086, -87.6764623 42.0548184, -87.6765968 42.0549419, -87.6764617 42.0550218))",POINT (-87.67634099999999 42.054803),869.7,9361.4
Wagner Health Center,43,167692020,,apartments,,,"POLYGON ((-87.68304689999999 42.0537344, -87.6828587 42.053732, -87.6828613 42.0536147, -87.68274719999999 42.0536132, -87.6826702 42.0536804, -87.6825819 42.0536253, -87.6826727 42.0535509, -87.6826745 42.0534699, -87.68258160000001 42.0534687, -87.68258489999999 42.0533217, -87.6830561 42.0533276, -87.68304689999999 42.0537344))",POINT (-87.6828447 42.0535011),1412.5,15204.0
,44,220730658,,apartments,,,"POLYGON ((-87.6810292 42.0522293, -87.68110590000001 42.0522311, -87.6810978 42.0524157, -87.6810802 42.0524153, -87.681079 42.0524426, -87.68104080000001 42.0524416, -87.6810421 42.0524142, -87.6810211 42.0524137, -87.6810292 42.0522293))",POINT (-87.68106330000001 42.0523297),140.1,1508.3
Delta Upsilon,45,42708338,,dormitory,,,"POLYGON ((-87.6762306 42.0597006, -87.67609520000001 42.0596993, -87.67609520000001 42.0595209, -87.6762306 42.0595222, -87.6762306 42.0597006))",POINT (-87.67616289999999 42.0596107),221.8,2387.0
,46,140372267,,apartments,,,"POLYGON ((-87.6814072 42.0548122, -87.6812213 42.0548092, -87.6812228 42.0547587, -87.68101710000001 42.0547553, -87.68101559999999 42.0548073, -87.6808333 42.0548044, -87.68084349999999 42.0544578, -87.68101249999999 42.0544605, -87.6810109 42.0545144, -87.6812406 42.0545181, -87.68124229999999 42.0544609, -87.68141749999999 42.0544638, -87.6814072 42.0548122))",POINT (-87.68112600000001 42.0546362),1620.2,17440.2
Technological Institute,47,35598594,,university,,,"POLYGON ((-87.6767674 42.0571289, -87.6767655 42.0576042, -87.676536 42.0576037, -87.6765362 42.0575635, -87.67625409999999 42.0575629, -87.67625390000001 42.057615, -87.67624290000001 42.0576149, -87.6762437 42.0578247, -87.6762413 42.0580114, -87.6762497 42.0580115, -87.6762494 42.0580741, -87.67653060000001 42.0580747, -87.6765307 42.0580388, -87.676739 42.0580393, -87.6767371 42.0585201, -87.6765243 42.0585196, -87.67624259999999 42.0585135, -87.6760043 42.0585129, -87.6760044 42.0584918, -87.6757224 42.0584912, -87.6757223 42.0585093, -87.6749456 42.0585076, -87.6749477 42.0579869, -87.67518990000001 42.0579875, -87.6751897 42.0580481, -87.6754037 42.0580485, -87.67540339999999 42.0581284, -87.67549219999999 42.0581286, -87.6754947 42.0574969, -87.6754007 42.0574967, -87.6754004 42.0575747, -87.675178 42.0575742, -87.6751778 42.0576307, -87.67495719999999 42.0576302, -87.6749592 42.0571228, -87.67519919999999 42.0571234, -87.67519919999999 42.0571345, -87.67572629999999 42.0571356, -87.67572560000001 42.0573084, -87.6760139 42.057309, -87.6760146 42.0571272, -87.6767674 42.0571289))",POINT (-87.6758495 42.0578347),17869.5,192345.9
Segal Visitors Center/Parking Garage,48,275851101,,university,,,"POLYGON ((-87.67318950000001 42.0500938, -87.67309229999999 42.0503056, -87.6731329 42.0503165, -87.67293909999999 42.050722, -87.673238 42.0508025, -87.6732985 42.0508188, -87.67330889999999 42.0507963, -87.6733335 42.0508047, -87.6733241 42.0508236, -87.673424 42.0508507, -87.6734362 42.050814, -87.6734446 42.0507902, -87.67345589999999 42.0507586, -87.6734641 42.0507339, -87.67347119999999 42.0507183, -87.6734756 42.0507085, -87.6734865 42.0506843, -87.6735103 42.0506282, -87.67353629999999 42.0505778, -87.673565 42.0505263, -87.6735961 42.0504711, -87.6736372 42.0504124, -87.67365119999999 42.0503932, -87.67368329999999 42.0503498, -87.6737177 42.0503065, -87.67369359999999 42.0503007, -87.6736851 42.0502987, -87.6736757 42.0503095, -87.67366389999999 42.050307, -87.67365940000001 42.0503007, -87.6736721 42.0502859, -87.6736806 42.0502887, -87.67372229999999 42.0502352, -87.67318950000001 42.0500938))",POINT (-87.6733223 42.0504668),3148.3,33888.4
Allison Residential Community,49,42702425,,dormitory,,,"POLYGON ((-87.6778237 42.0506101, -87.67794689999999 42.0503492, -87.6781354 42.0503983, -87.67817410000001 42.0503162, -87.6785266 42.050408, -87.67848789999999 42.05049, -87.6785131 42.0504966, -87.6786263 42.0502569, -87.6790319 42.0503625, -87.6789845 42.0504628, -87.6787095 42.0503912, -87.6785912 42.0506417, -87.6780394 42.0504981, -87.67796869999999 42.0506478, -87.6778237 42.0506101))",POINT (-87.67838949999999 42.0504535),1929.6,20769.5
,50,42706718,,yes,,,"POLYGON ((-87.6806067 42.0496018, -87.6806496 42.0494488, -87.6804178 42.0494425, -87.6803749 42.0495572, -87.6806067 42.0496018))",POINT (-87.6805174 42.0495137),295.4,3179.4
,51,42706573,,university,,,"POLYGON ((-87.678569 42.0548517, -87.6785659 42.0547021, -87.6784885 42.054703, -87.6784916 42.0548526, -87.678569 42.0548517))",POINT (-87.6785287 42.0547773),106.3,1143.9
Optima Horizons,52,42708761,,apartments,,,"POLYGON ((-87.68303469999999 42.0511269, -87.6830025 42.0511265, -87.6829132 42.0511255, -87.6829149 42.0510455, -87.6828529 42.0510448, -87.6828546 42.0509624, -87.68276040000001 42.0509613, -87.6827649 42.0507415, -87.68277399999999 42.0503036, -87.6827308 42.0503031, -87.6827325 42.0502197, -87.68277569999999 42.0502202, -87.6827787 42.0500744, -87.6829101 42.0500759, -87.6829087 42.0501406, -87.683055 42.0501422, -87.68303469999999 42.0511269))",POINT (-87.6829082 42.050579),2437.7,26238.7
,53,182583853,,,parking,,"POLYGON ((-87.6765077 42.0645984, -87.6765139 42.0646216, -87.6764797 42.0646285, -87.6764866 42.0646507, -87.6764584 42.0646545, -87.67646209999999 42.0646743, -87.6764282 42.0646779, -87.67643390000001 42.0647029, -87.6763885 42.0647068, -87.6763895 42.0647364, -87.676344 42.064739, -87.6762902 42.0647423, -87.6762481 42.0647503, -87.67622280000001 42.0647698, -87.6762148 42.0647877, -87.67622 42.0648123, -87.67585 42.0648116, -87.67582040000001 42.0648044, -87.675697 42.0647128, -87.6756889 42.0646889, -87.67569159999999 42.064665, -87.67570499999999 42.0646331, -87.67574260000001 42.0645853, -87.6757721 42.0645774, -87.6758552 42.0645734, -87.67582040000001 42.0645236, -87.6760886 42.0645156, -87.67613660000001 42.064554, -87.6762866 42.064548, -87.67634150000001 42.0645105, -87.6764416 42.0644694, -87.6767617 42.0645776, -87.6768871 42.0645952, -87.6770294 42.064594, -87.6769984 42.0646623, -87.6770039 42.0647138, -87.6769441 42.0647148, -87.6768917 42.064708, -87.6768332 42.0646947, -87.6768335 42.0646573, -87.6767718 42.0646506, -87.67671009999999 42.0646355, -87.6766949 42.0646836, -87.6765146 42.0646305, -87.6765376 42.0645894, -87.676484 42.0645674, -87.676458 42.0645711, -87.676436 42.0645814, -87.6764287 42.0645877, -87.67642530000001 42.0645963, -87.6764355 42.0646049, -87.6764494 42.0646071, -87.6765077 42.0645984))",POINT (-87.6762384 42.0646459),2245.5,24170.6
,54,42708314,,university,,,"POLYGON ((-87.6786183 42.0597443, -87.6786195 42.0595595, -87.67844100000001 42.0595589, -87.6784402 42.0596989, -87.67849150000001 42.0596991, -87.6784912 42.0597439, -87.6786183 42.0597443))",POINT (-87.6785345 42.0596464),281.3,3028.3
