name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_FFTT1,VDF_cap1
Sherman Avenue,0,8397455,21,50,1,47.3918556611837,1,40,,tertiary,5,"LINESTRING (-87.6815873 42.0641083, -87.6815876 42.0640374, -87.68158510000001 42.0636821)",bike;auto;walk,1,0,,
Sherman Avenue,1,8397455,50,21,1,47.3918556611837,1,40,,tertiary,5,"LINESTRING (-87.68158510000001 42.0636821, -87.6815876 42.0640374, -87.6815873 42.0641083)",bike;auto;walk,1,0,,
Sherman Avenue,2,8397455,50,295,1,21.249621473892883,1,40,,tertiary,5,"LINESTRING (-87.68158510000001 42.0636821, -87.6815864 42.063491)",bike;auto;walk,1,0,,
Sherman Avenue,3,8397455,295,50,1,21.249621473892883,1,40,,tertiary,5,"LINESTRING (-87.6815864 42.063491, -87.68158510000001 42.0636821)",bike;auto;walk,1,0,,
Sherman Avenue,4,8397455,295,297,1,18.60317498139268,1,40,,tertiary,5,"LINESTRING (-87.6815864 42.063491, -87.6815876 42.0633237)",bike;auto;walk,1,0,,
Sherman Avenue,5,8397455,297,295,1,18.60317498139268,1,40,,tertiary,5,"LINESTRING (-87.6815876 42.0633237, -87.6815864 42.063491)",bike;auto;walk,1,0,,
Sherman Avenue,6,8397455,297,22,1,51.08359031724001,1,40,,tertiary,5,"LINESTRING (-87.6815876 42.0633237, -87.6815907 42.0628643)",bike;auto;walk,1,0,,
Sherman Avenue,7,8397455,22,297,1,51.08359031724001,1,40,,tertiary,5,"LINESTRING (-87.6815907 42.0628643, -87.6815876 42.0633237)",bike;auto;walk,1,0,,
Sherman Avenue,8,8397455,22,13,1,130.23690190001156,1,40,,tertiary,5,"LINESTRING (-87.6815907 42.0628643, -87.68159110000001 42.0628335, -87.68160450000001 42.0617778, -87.6816048 42.0616931)",bike;auto;walk,1,0,,
Sherman Avenue,9,8397455,13,22,1,130.23690190001156,1,40,,tertiary,5,"LINESTRING (-87.6816048 42.0616931, -87.68160450000001 42.0617778, -87.68159110000001 42.0628335, -87.6815907 42.0628643)",bike;auto;walk,1,0,,
Sherman Avenue,10,8397455,13,267,1,60.60549864199015,1,40,,tertiary,5,"LINESTRING (-87.6816048 42.0616931, -87.6816067 42.061614, -87.6816133 42.0611481)",bike;auto;walk,1,0,,
Sherman Avenue,11,8397455,267,13,1,60.60549864199015,1,40,,tertiary,5,"LINESTRING (-87.6816133 42.0611481, -87.6816067 42.061614, -87.6816048 42.0616931)",bike;auto;walk,1,0,,
Sherman Avenue,12,8397455,267,940,1,2.991428321912409,1,40,,tertiary,5,"LINESTRING (-87.6816133 42.0611481, -87.6816128 42.0611212)",bike;auto;walk,1,0,,
Sherman Avenue,13,8397455,940,267,1,2.991428321912409,1,40,,tertiary,5,"LINESTRING (-87.6816128 42.0611212, -87.6816133 42.0611481)",bike;auto;walk,1,0,,
Sherman Avenue,14,8397455,940,26,1,64.12977489928107,1,40,,tertiary,5,"LINESTRING (-87.6816128 42.0611212, -87.6816211 42.0605445)",bike;auto;walk,1,0,,
Sherman Avenue,15,8397455,26,940,1,64.12977489928107,1,40,,tertiary,5,"LINESTRING (-87.6816211 42.0605445, -87.6816128 42.0611212)",bike;auto;walk,1,0,,
Sherman Avenue,16,8397455,26,511,1,57.07704602674433,1,40,,tertiary,5,"LINESTRING (-87.6816211 42.0605445, -87.6816245 42.0600312)",bike;auto;walk,1,0,,
Sherman Avenue,17,8397455,511,26,1,57.07704602674433,1,40,,tertiary,5,"LINESTRING (-87.6816245 42.0600312, -87.6816211 42.0605445)",bike;auto;walk,1,0,,
Sherman Avenue,18,8397455,511,23,1,178.6811004773743,1,40,,tertiary,5,"LINESTRING (-87.6816245 42.0600312, -87.68165070000001 42.0584244)",bike;auto;walk,1,0,,
