name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_FFTT1,VDF_cap1
,0,8922203,1,1557,1,427.2870301119541,1,120,,motorway,1,"LINESTRING (-122.1899859 37.4073831, -122.1904687 37.4077389, -122.1907584 37.4079264, -122.191099 37.4081203, -122.1917749 37.408474, -122.1919654 37.4085869, -122.192137 37.4087041, -122.1922899 37.4088255, -122.1924347 37.4089576, -122.1929497 37.4094732, -122.1933816 37.4098823, -122.1935052 37.4099813)",auto,0,1,,
Forest Avenue,1,8923331,9,10,1,41.9156305434303,1,40,,residential,6,"LINESTRING (-122.1609072 37.4425051, -122.1608504 37.4425627, -122.1608347 37.4425786, -122.1606171 37.4428035)",auto;walk;bike,1,0,,
Forest Avenue,2,8923331,10,9,1,41.9156305434303,1,40,,residential,6,"LINESTRING (-122.1606171 37.4428035, -122.1608347 37.4425786, -122.1608504 37.4425627, -122.1609072 37.4425051)",auto;walk;bike,1,0,,
Forest Avenue,3,8923331,10,11,1,44.56033365142967,1,40,,residential,6,"LINESTRING (-122.1606171 37.4428035, -122.1603746 37.4430459, -122.1603598 37.4430611, -122.1603024 37.4431168)",auto;walk;bike,1,0,,
Forest Avenue,4,8923331,11,10,1,44.560333651429666,1,40,,residential,6,"LINESTRING (-122.1603024 37.4431168, -122.1603598 37.4430611, -122.1603746 37.4430459, -122.1606171 37.4428035)",auto;walk;bike,1,0,,
Forest Avenue,5,8923331,11,7024,1,19.6295866773611,1,40,,residential,6,"LINESTRING (-122.1603024 37.4431168, -122.1602484 37.4431724, -122.1602333 37.4431874, -122.1601655 37.4432559)",auto;walk;bike,1,0,,
Forest Avenue,6,8923331,7024,11,1,19.6295866773611,1,40,,residential,6,"LINESTRING (-122.1601655 37.4432559, -122.1602333 37.4431874, -122.1602484 37.4431724, -122.1603024 37.4431168)",auto;walk;bike,1,0,,
Forest Avenue,7,8923331,7024,4191,1,66.642907939401,1,40,,residential,6,"LINESTRING (-122.1601655 37.4432559, -122.1597811 37.443646, -122.1597549 37.4436725, -122.1597003 37.4437279)",auto;walk;bike,1,0,,
Forest Avenue,8,8923331,4191,7024,1,66.64290793940101,1,40,,residential,6,"LINESTRING (-122.1597003 37.4437279, -122.1597549 37.4436725, -122.1597811 37.443646, -122.1601655 37.4432559)",auto;walk;bike,1,0,,
Forest Avenue,9,8923331,4191,1636,1,83.58014342546626,1,40,,residential,6,"LINESTRING (-122.1597003 37.4437279, -122.1596532 37.4437758, -122.1596407 37.4437886, -122.1594195 37.4440136, -122.1592082 37.4442286, -122.1591834 37.4442538, -122.1591179 37.4443205)",auto;walk;bike,1,0,,
Forest Avenue,10,8923331,1636,4191,1,83.58014342546626,1,40,,residential,6,"LINESTRING (-122.1591179 37.4443205, -122.1591834 37.4442538, -122.1592082 37.4442286, -122.1594195 37.4440136, -122.1596407 37.4437886, -122.1596532 37.4437758, -122.1597003 37.4437279)",auto;walk;bike,1,0,,
Forest Avenue,11,8923331,1636,5395,1,26.206897425190576,1,40,,residential,6,"LINESTRING (-122.1591179 37.4443205, -122.1590506 37.4443874, -122.1590313 37.4444066, -122.1589348 37.444506)",auto;walk;bike,1,0,,
Forest Avenue,12,8923331,5395,1636,1,26.206897425190576,1,40,,residential,6,"LINESTRING (-122.1589348 37.444506, -122.1590313 37.4444066, -122.1590506 37.4443874, -122.1591179 37.4443205)",auto;walk;bike,1,0,,
,13,8924130,16,3617,1,28.227711976545603,1,40,,primary,3,"LINESTRING (-122.1658339 37.4418915, -122.1656832 37.4417641, -122.1656139 37.4417073)",auto;walk;bike,0,1,,
,14,8924130,3617,7305,1,6.665536913020113,1,40,,primary,3,"LINESTRING (-122.1656139 37.4417073, -122.1656015 37.4416996, -122.1655544 37.4416704)",auto;walk;bike,0,1,,
,15,8924225,19,20,1,18.069894860663616,1,30,,unclassified,11,"LINESTRING (-122.1580469 37.4132835, -122.1579849 37.4132437, -122.1578896 37.4131796)",auto;walk;bike,1,0,,
,16,8924225,20,19,1,18.069894860663616,1,30,,unclassified,11,"LINESTRING (-122.1578896 37.4131796, -122.1579849 37.4132437, -122.1580469 37.4132835)",auto;walk;bike,1,0,,
Wallea Drive,17,8924757,22,23,1,119.4200618360703,1,30,,residential,6,"LINESTRING (-122.1850942 37.4420539, -122.1851997 37.4421713, -122.1853142 37.4422769, -122.1854369 37.4423829, -122.1855517 37.4424701, -122.185707 37.4425681, -122.1859074 37.4426712, -122.1860964 37.4427577)",auto;walk;bike,1,0,,
Wallea Drive,18,8924757,23,22,1,119.42006183607029,1,30,,residential,6,"LINESTRING (-122.1860964 37.4427577, -122.1859074 37.4426712, -122.185707 37.4425681, -122.1855517 37.4424701, -122.1854369 37.4423829, -122.1853142 37.4422769, -122.1851997 37.4421713, -122.1850942 37.4420539)",auto;walk;bike,1,0,,
Wallea Drive,19,8924757,23,24,1,262.12049322864846,1,30,,residential,6,"LINESTRING (-122.1860964 37.4427577, -122.1872159 37.443297, -122.1873825 37.4433917, -122.1880374 37.4438023, -122.1882136 37.4438995, -122.1884144 37.444002, -122.188555 37.4440735)",auto;walk;bike,1,0,,
Wallea Drive,20,8924757,24,23,1,262.12049322864846,1,30,,residential,6,"LINESTRING (-122.188555 37.4440735, -122.1884144 37.444002, -122.1882136 37.4438995, -122.1880374 37.4438023, -122.1873825 37.4433917, -122.1872159 37.443297, -122.1860964 37.4427577)",auto;walk;bike,1,0,,
Wallea Drive,21,8924757,24,25,1,97.57516908087003,1,30,,residential,6,"LINESTRING (-122.188555 37.4440735, -122.1890473 37.4442688, -122.1892491 37.4443042, -122.1895953 37.4443342)",auto;walk;bike,1,0,,
Wallea Drive,22,8924757,25,24,1,97.57516908087004,1,30,,residential,6,"LINESTRING (-122.1895953 37.4443342, -122.1892491 37.4443042, -122.1890473 37.4442688, -122.188555 37.4440735)",auto;walk;bike,1,0,,
Rural Lane,23,8924767,26,846,1,9.036269635731617,1,30,,service,7,"LINESTRING (-122.1914051 37.4217626, -122.1913073 37.4217865)",walk;bike,1,0,,
Rural Lane,24,8924767,846,26,1,9.036269635731617,1,30,,service,7,"LINESTRING (-122.1913073 37.4217865, -122.1914051 37.4217626)",walk;bike,1,0,,
Rural Lane,25,8924767,846,27,1,20.56755451934222,1,30,,service,7,"LINESTRING (-122.1913073 37.4217865, -122.1910788 37.4218223)",walk;bike,1,0,,
Rural Lane,26,8924767,27,846,1,20.56755451934222,1,30,,service,7,"LINESTRING (-122.1910788 37.4218223, -122.1913073 37.4217865)",walk;bike,1,0,,
Ansel Lane,27,8924954,7086,3237,1,142.82670341947457,1,30,,unclassified,11,"LINESTRING (-122.1956 37.41535, -122.1954322 37.4153452, -122.1950514 37.4152775, -122.1947329 37.4151021, -122.1941802 37.4147992)",auto;walk;bike,1,0,,
Ansel Lane,28,8924954,3237,7086,1,142.82670341947457,1,30,,unclassified,11,"LINESTRING (-122.1941802 37.4147992, -122.1947329 37.4151021, -122.1950514 37.4152775, -122.1954322 37.4153452, -122.1956 37.41535)",auto;walk;bike,1,0,,
,29,8925450,4462,4396,1,13.707972319882707,1,5,,footway,9,"LINESTRING (-122.1616507 37.4243738, -122.1616111 37.424493)",walk,0,0,,
,30,8925450,4396,4552,1,11.734993303798932,1,5,,footway,9,"LINESTRING (-122.1616111 37.424493, -122.1615756 37.4245947)",walk,0,0,,
,31,8925450,4552,6860,1,84.64356080445965,1,5,,footway,9,"LINESTRING (-122.1615756 37.4245947, -122.1613148 37.4253272)",walk,0,0,,
,32,8925450,6860,6859,1,35.18593363941038,1,5,,footway,9,"LINESTRING (-122.1613148 37.4253272, -122.1612064 37.4256317)",walk,0,0,,
,33,8925450,6859,1127,1,5.292225203541585,1,5,,footway,9,"LINESTRING (-122.1612064 37.4256317, -122.1611901 37.4256775)",walk,0,0,,
,34,8925450,1127,1125,1,131.8697617729543,1,5,,footway,9,"LINESTRING (-122.1611901 37.4256775, -122.161083 37.4260162, -122.1608223 37.4268269)",walk,0,0,,
,35,8925450,1125,1324,1,182.7889446266806,1,5,,footway,9,"LINESTRING (-122.1608223 37.4268269, -122.160909 37.426829, -122.1610034 37.4267881, -122.1611064 37.4267676, -122.1611923 37.4267812, -122.161321 37.4268153, -122.1613983 37.4268699, -122.161527 37.4269312, -122.1616558 37.4269312, -122.1617931 37.4268835, -122.1619304 37.4269039, -122.1620763 37.426938, -122.1621364 37.4270334, -122.1622394 37.4271016, -122.1623596 37.4271221, -122.1624454 37.4271698, -122.162557 37.4272107, -122.1626415 37.4272579)",walk,0,0,,
Ambar Way,36,8925451,30,31,1,259.0677720650838,1,30,,residential,6,"LINESTRING (-122.1848725 37.4346946, -122.1873009 37.4360023)",auto;walk;bike,1,0,,
Ambar Way,37,8925451,31,30,1,259.0677720650838,1,30,,residential,6,"LINESTRING (-122.1873009 37.4360023, -122.1848725 37.4346946)",auto;walk;bike,1,0,,
Hermosa Way,38,8925465,32,33,1,611.1159307094267,1,30,,residential,6,"LINESTRING (-122.1859392 37.4399767, -122.1860301 37.4400251, -122.1860407 37.4400307, -122.1915695 37.4429718, -122.1916898 37.4430358)",auto;walk;bike,1,0,,
Hermosa Way,39,8925465,33,32,1,611.1159307094268,1,30,,residential,6,"LINESTRING (-122.1916898 37.4430358, -122.1915695 37.4429718, -122.1860407 37.4400307, -122.1860301 37.4400251, -122.1859392 37.4399767)",auto;walk;bike,1,0,,
Hermosa Way,40,8925467,34,35,1,280.12091016049715,1,30,,residential,6,"LINESTRING (-122.1915241 37.4432348, -122.1916205 37.4432861, -122.1931878 37.4441205, -122.1932934 37.4441816, -122.1933711 37.4442143, -122.1934302 37.4442267, -122.1934871 37.4442199, -122.1935388 37.4441961, -122.1935871 37.4441632, -122.1938881 37.4437969, -122.1939202 37.4437437, -122.1939366 37.4437115, -122.193941 37.4436797)",auto;walk;bike,1,0,,
Hermosa Way,41,8925467,35,34,1,280.12091016049715,1,30,,residential,6,"LINESTRING (-122.193941 37.4436797, -122.1939366 37.4437115, -122.1939202 37.4437437, -122.1938881 37.4437969, -122.1935871 37.4441632, -122.1935388 37.4441961, -122.1934871 37.4442199, -122.1934302 37.4442267, -122.1933711 37.4442143, -122.1932934 37.4441816, -122.1931878 37.4441205, -122.1916205 37.4432861, -122.1915241 37.4432348)",auto;walk;bike,1,0,,
Hermosa Way,42,8925469,36,37,1,151.30418565211215,1,30,,residential,6,"LINESTRING (-122.1836164 37.4384795, -122.1836824 37.4384938, -122.1837511 37.4385088, -122.1839542 37.4385659, -122.1841174 37.4386277, -122.1851062 37.4391358)",auto;walk;bike,1,0,,
Hermosa Way,43,8925469,37,36,1,151.30418565211212,1,30,,residential,6,"LINESTRING (-122.1851062 37.4391358, -122.1841174 37.4386277, -122.1839542 37.4385659, -122.1837511 37.4385088, -122.1836824 37.4384938, -122.1836164 37.4384795)",auto;walk;bike,1,0,,
