name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,0,232668214,,yes,,,"POLYGON ((-122.169836 37.419013, -122.169845 37.419058, -122.169794 37.419064, -122.169785 37.419024, -122.169771 37.419025, -122.169753 37.418933, -122.169829 37.418922, -122.169832 37.418937, -122.169907 37.418928, -122.169922 37.419002, -122.169836 37.419013))",POINT (-122.1698313 37.4189817),147.5,1587.5
,1,232277131,,yes,,,"POLYGON ((-122.1492175 37.4336958, -122.1491718 37.4337377, -122.1491159 37.4336991, -122.1491616 37.4336573, -122.1492175 37.4336958))",POINT (-122.1491667 37.4336975),40.2,433.0
Durand Building,2,232841882,,school,,,"POLYGON ((-122.1734552 37.4269785, -122.1733424 37.4273218, -122.1729781 37.4272463, -122.1730666 37.4269772, -122.1730758 37.4269489, -122.1730947 37.4268916, -122.1731371 37.4269003, -122.1731548 37.4268464, -122.1731139 37.4268379, -122.1731295 37.4267904, -122.1731996 37.4265767, -122.1732579 37.4263992, -122.173623 37.4264749, -122.1734797 37.4269112, -122.1734324 37.4269014, -122.1734101 37.4269692, -122.1734552 37.4269785))",POINT (-122.1733004 37.4268595),3184.6,34278.5
,3,120174884,,,parking,,"POLYGON ((-122.1661316 37.4462188, -122.1663246 37.4460166, -122.166241 37.4459662, -122.1660479 37.4461684, -122.1661316 37.4462188))",POINT (-122.1661863 37.4460925),260.5,2803.8
Lee Optometrics,4,133234594,,yes,,,"POLYGON ((-122.1612076 37.4443793, -122.1612514 37.444335, -122.16133 37.4443838, -122.1612862 37.4444282, -122.1612076 37.4443793))",POINT (-122.1612688 37.4443816),54.8,590.3
,5,231877827,,yes,,,"POLYGON ((-122.1514283 37.4369212, -122.1513864 37.4368947, -122.151416 37.4368652, -122.1514049 37.4368581, -122.1514298 37.4368333, -122.151438 37.4368385, -122.1514678 37.4368088, -122.1514586 37.4368029, -122.15149 37.4367717, -122.1515776 37.4368271, -122.1515492 37.4368553, -122.1515303 37.4368434, -122.1515056 37.436868, -122.1514909 37.4368587, -122.1514283 37.4369212))",POINT (-122.1514778 37.436844),110.4,1188.4
,6,232667821,,yes,,,"POLYGON ((-122.15182 37.425026, -122.151791 37.42506, -122.151818 37.425074, -122.151762 37.42513, -122.151671 37.42508, -122.151757 37.424976, -122.151763 37.424979, -122.151788 37.424951, -122.151816 37.424964, -122.151822 37.424957, -122.151889 37.424992, -122.151847 37.425041, -122.15182 37.425026))",POINT (-122.1517759 37.4250364),177.1,1906.7
,7,232667957,,yes,,,"POLYGON ((-122.1495523 37.4244183, -122.1494277 37.4243535, -122.1494671 37.4243058, -122.1494849 37.424315, -122.1494938 37.4243042, -122.1496006 37.4243598, -122.1495523 37.4244183))",POINT (-122.1495151 37.424358),100.0,1076.2
,8,382519347,,yes,,,"POLYGON ((-122.1880109 37.4429584, -122.1879313 37.4429233, -122.1879013 37.4429661, -122.1878044 37.4429232, -122.1878254 37.4428932, -122.1877812 37.4428737, -122.1878619 37.4427586, -122.1879412 37.4427936, -122.1878993 37.4428534, -122.1879672 37.4428834, -122.1879843 37.4428591, -122.1880578 37.4428916, -122.1880109 37.4429584))",POINT (-122.1879033 37.4428761),265.2,2855.1
,9,232668811,,yes,,,"POLYGON ((-122.166273 37.414331, -122.1662 37.414423, -122.166153 37.4144, -122.166148 37.414406, -122.166136 37.4144, -122.16613 37.414407, -122.166048 37.414368, -122.166045 37.414372, -122.165987 37.414344, -122.165975 37.41436, -122.165828 37.414288, -122.165879 37.414222, -122.165935 37.414249, -122.165917 37.414274, -122.165946 37.414289, -122.165955 37.414275, -122.166028 37.414311, -122.166035 37.414302, -122.166069 37.414318, -122.166083 37.4143, -122.166126 37.414321, -122.166127 37.414319, -122.166151 37.41433, -122.166155 37.414325, -122.16619 37.414341, -122.166237 37.41428, -122.166261 37.414292, -122.166297 37.414247, -122.166342 37.41427, -122.166313 37.414305, -122.166297 37.414298, -122.166284 37.414314, -122.166288 37.414316, -122.166276 37.414332, -122.166273 37.414331))",POINT (-122.1660834 37.414326),338.3,3641.5
,10,382869730,,yes,,,"POLYGON ((-122.1887691 37.4362183, -122.1887594 37.4362298, -122.1888276 37.4362659, -122.1888596 37.4362277, -122.1889245 37.436262, -122.1888106 37.4363977, -122.1887407 37.4363607, -122.1887542 37.4363446, -122.1887229 37.436328, -122.1887272 37.4363229, -122.1886778 37.4362968, -122.1886598 37.4363183, -122.1885868 37.4362797, -122.1886785 37.4361704, -122.1887691 37.4362183))",POINT (-122.1887551 37.4362807),337.3,3630.5
,11,383682310,,yes,,,"POLYGON ((-122.1735037 37.4463837, -122.1735531 37.4464086, -122.1734846 37.4464942, -122.1734352 37.4464693, -122.1735037 37.4463837))",POINT (-122.1734941 37.4464389),58.3,627.2
,12,120198186,,yes,,,"POLYGON ((-122.1644555 37.4463481, -122.1645064 37.4462946, -122.1644464 37.4462586, -122.1643956 37.4463121, -122.1644555 37.4463481))",POINT (-122.164451 37.4463033),49.3,530.3
,13,785753938,,house,,,"POLYGON ((-122.1516191 37.4160714, -122.1515375 37.4160291, -122.1515316 37.4160362, -122.1514683 37.4160034, -122.1513727 37.4161199, -122.1514247 37.4161468, -122.1514282 37.4161425, -122.1514514 37.4161545, -122.1514576 37.4161471, -122.1514776 37.4161574, -122.1515177 37.4161085, -122.1515675 37.4161343, -122.1516191 37.4160714))",POINT (-122.151492 37.4160847),197.2,2122.2
Stanford Hospital,14,689417359,,hospital,hospital,,"POLYGON ((-122.1790555 37.4346689, -122.1788788 37.4351885, -122.1784492 37.4350964, -122.1778273 37.434963, -122.1776424 37.4349234, -122.1775371 37.4352324, -122.1768415 37.4350801, -122.1767472 37.4353515, -122.1761245 37.4352156, -122.1762212 37.4349295, -122.1761502 37.4349121, -122.1763702 37.4342723, -122.1763767 37.4342534, -122.1763844 37.434231, -122.1763928 37.4342065, -122.1766782 37.4342661, -122.17669 37.4342315, -122.176882 37.4341408, -122.1769268 37.4341512, -122.1770044 37.433924, -122.177892 37.4341113, -122.1778649 37.43419, -122.1778074 37.4343604, -122.1777938 37.4343989, -122.1779761 37.4344386, -122.1780385 37.4344522, -122.1785492 37.4345611, -122.1786305 37.4345784, -122.1790555 37.4346689))",POINT (-122.1773991 37.4346897),23024.6,247834.0
,15,130097061,,yes,,,"POLYGON ((-122.1745835 37.4431417, -122.174506 37.4431422, -122.174505 37.443048, -122.1745826 37.4430475, -122.1745835 37.4431417))",POINT (-122.1745443 37.4430948),72.1,776.2
,16,231819084,,yes,,,"POLYGON ((-122.1488921 37.4411671, -122.1489397 37.4411201, -122.1489694 37.441139, -122.1490016 37.4411072, -122.1490875 37.441162, -122.1490077 37.4412409, -122.1488921 37.4411671))",POINT (-122.148992 37.4411705),131.1,1410.8
,17,232715704,,garage,,,"POLYGON ((-122.1796078 37.43452, -122.1795908 37.434568, -122.1795318 37.434555, -122.1795498 37.434507, -122.1796078 37.43452))",POINT (-122.17957 37.4345376),29.5,317.2
,18,232669566,,yes,,,"POLYGON ((-122.161389 37.416976, -122.161357 37.41703, -122.16133 37.417023, -122.161345 37.416986, -122.161357 37.41699, -122.161371 37.416968, -122.161389 37.416976))",POINT (-122.1613585 37.4170007),16.3,175.5
,19,232667891,,yes,,,"POLYGON ((-122.1507666 37.4284307, -122.1507201 37.4283939, -122.1507127 37.4283997, -122.1506002 37.4283108, -122.1506409 37.4282785, -122.1506526 37.4282878, -122.1506895 37.4282585, -122.1508309 37.428371, -122.1508016 37.4283947, -122.1508065 37.4283985, -122.1507666 37.4284307))",POINT (-122.1507183 37.4283429),176.4,1898.2
,20,232667221,,yes,,,"POLYGON ((-122.153134 37.416812, -122.153136 37.416812, -122.153104 37.416851, -122.153159 37.416881, -122.15316 37.416891, -122.153174 37.416897, -122.153149 37.416932, -122.153138 37.416933, -122.153133 37.41694, -122.152946 37.416842, -122.152944 37.416827, -122.152964 37.416801, -122.152983 37.416797, -122.152997 37.416804, -122.153006 37.416791, -122.153003 37.416778, -122.153016 37.416763, -122.153037 37.416759, -122.153134 37.416812))",POINT (-122.1530604 37.4168463),199.4,2146.5
,21,382745458,,yes,,,"POLYGON ((-122.1913916 37.4387729, -122.1914254 37.4387907, -122.1914798 37.438726, -122.1915242 37.4387494, -122.1914653 37.4388195, -122.1914912 37.4388332, -122.1914706 37.4388577, -122.1915301 37.4388892, -122.1914954 37.4389305, -122.19141 37.4388854, -122.1913764 37.4389254, -122.1912983 37.438884, -122.1913916 37.4387729))",POINT (-122.1914233 37.4388428),222.9,2399.0
,22,132397136,,yes,,,"POLYGON ((-122.1613171 37.4436498, -122.1612075 37.4435809, -122.1614213 37.4433633, -122.1615327 37.4434332, -122.1615281 37.4434379, -122.1613171 37.4436498))",POINT (-122.16137 37.4435065),382.2,4113.8
,23,120198334,,yes,,,"POLYGON ((-122.1652 37.4467079, -122.1651428 37.4466717, -122.1650766 37.4467376, -122.1651338 37.4467738, -122.1652 37.4467079))",POINT (-122.1651383 37.4467228),60.3,648.7
,24,120198236,,yes,,,"POLYGON ((-122.1658086 37.4474634, -122.1659355 37.4475429, -122.1660414 37.4474364, -122.1659586 37.4473846, -122.1659263 37.4474171, -122.1658821 37.4473894, -122.1658086 37.4474634))",POINT (-122.1659255 37.4474574),191.8,2064.9
,25,133535302,,yes,,,"POLYGON ((-122.1540927 37.4408677, -122.1540841 37.4408626, -122.154013 37.4409383, -122.1539099 37.4408772, -122.1540186 37.4407616, -122.1541302 37.4408278, -122.1540927 37.4408677))",POINT (-122.1540183 37.4408498),187.2,2015.3
,26,161272530,,yes,,,"POLYGON ((-122.1580656 37.4220379, -122.1580922 37.422005, -122.1580682 37.4219928, -122.1581099 37.421941, -122.1581339 37.4219532, -122.1581555 37.4219264, -122.1582312 37.4219649, -122.1580175 37.42223, -122.1579418 37.4221916, -122.157965 37.4221628, -122.1579426 37.4221514, -122.1579816 37.4221031, -122.1580039 37.4221145, -122.1580306 37.4220814, -122.1580074 37.4220696, -122.1580424 37.4220261, -122.1580656 37.4220379))",POINT (-122.1580799 37.4220741),323.8,3485.8
,27,231878833,,yes,,,"POLYGON ((-122.1481849 37.4400294, -122.1482349 37.4399724, -122.1482919 37.4400044, -122.1482419 37.4400614, -122.1481849 37.4400294))",POINT (-122.1482384 37.4400169),46.9,504.8
,28,232494476,,yes,,,"POLYGON ((-122.18966 37.416393, -122.18972 37.416494, -122.189641 37.416524, -122.189594 37.416445, -122.189575 37.416452, -122.189563 37.416432, -122.18966 37.416393))",POINT (-122.1896474 37.4164579),99.9,1075.6
,29,382530383,,yes,,,"POLYGON ((-122.1911 37.4323097, -122.1910516 37.4323475, -122.1909824 37.4322915, -122.1909053 37.4323515, -122.1909129 37.4323577, -122.1908653 37.4323948, -122.1908232 37.4323607, -122.1908112 37.43237, -122.190746 37.4323172, -122.1908073 37.4322694, -122.1908221 37.4322814, -122.1908777 37.4322381, -122.190868 37.4322303, -122.1909362 37.4321771, -122.1911 37.4323097))",POINT (-122.190916 37.4322903),321.5,3460.2
,30,232668462,,yes,,,"POLYGON ((-122.15749 37.41323, -122.157565 37.413138, -122.157561 37.413134, -122.157585 37.413103, -122.157688 37.413154, -122.157677 37.413166, -122.157688 37.413173, -122.157677 37.413189, -122.157721 37.413212, -122.15764 37.413312, -122.157575 37.41328, -122.157552 37.413308, -122.157457 37.413261, -122.157484 37.413226, -122.15749 37.41323))",POINT (-122.1575958 37.4132178),295.0,3175.4
,31,565268627,,yes,,,"POLYGON ((-122.1620149 37.4258612, -122.1619625 37.4260153, -122.1619858 37.4260203, -122.1619724 37.4260596, -122.1619191 37.4260481, -122.1618921 37.4261275, -122.1618572 37.42612, -122.1618532 37.4261318, -122.1617972 37.4261198, -122.1618013 37.4261075, -122.161765 37.4260997, -122.1617823 37.4260488, -122.1616681 37.4260243, -122.1616574 37.4260558, -122.1615067 37.4260234, -122.1615167 37.4259939, -122.161377 37.425964, -122.1613599 37.4260145, -122.1613209 37.4260062, -122.161317 37.4260177, -122.1612604 37.4260056, -122.1612642 37.4259946, -122.1612286 37.4259869, -122.1612554 37.4259079, -122.1612145 37.4258992, -122.1612041 37.4258847, -122.1612091 37.4258709, -122.1612259 37.4258615, -122.1612353 37.4258635, -122.1612872 37.4257103, -122.1614238 37.4257394, -122.1614034 37.4257997, -122.1613941 37.4257977, -122.1613754 37.4258529, -122.161555 37.4258913, -122.1615595 37.4258781, -122.1616041 37.4258877, -122.161629 37.4258141, -122.1617253 37.4258347, -122.1616963 37.4259203, -122.1618464 37.4259524, -122.1618656 37.4258958, -122.1618557 37.4258937, -122.1618768 37.4258316, -122.1620149 37.4258612))",POINT (-122.1616057 37.4259338),1407.4,15149.5
,32,232396739,,yes,,,"POLYGON ((-122.18043 37.408058, -122.180153 37.408099, -122.180057 37.407808, -122.180328 37.407755, -122.18043 37.408058))",POINT (-122.180243 37.40793),844.1,9085.8
Kappa Alpha,33,232805708,,dormitory,,,"POLYGON ((-122.174111 37.420398, -122.173954 37.420342, -122.174023 37.420215, -122.174179 37.420271, -122.174111 37.420398))",POINT (-122.1740667 37.4203065),232.4,2501.6
