name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
East 6th Street,0,5591077,0,1,1,18.99,1,30,1000,residential,6,"LINESTRING (-111.9304264 33.4231268, -111.9304120 33.4231839, -111.9304005 33.4232277, -111.9303882 33.4232950)",walk;bike,1,0,,
East 6th Street,1,5591077,1,0,1,18.99,1,30,1000,residential,6,"LINESTRING (-111.9303882 33.4232950, -111.9304005 33.4232277, -111.9304120 33.4231839, -111.9304264 33.4231268)",walk;bike,1,0,,
East 6th Street,2,5591077,1,2,1,184.18,1,30,1000,residential,6,"LINESTRING (-111.9303882 33.4232950, -111.9303108 33.4236887, -111.9302973 33.4237531, -111.9302813 33.4238045, -111.9302430 33.4238667, -111.9302129 33.4238974, -111.9301639 33.4239305, -111.9301123 33.4239534, -111.9296860 33.4241011, -111.9296630 33.4241090, -111.9292198 33.4242567, -111.9290798 33.4242989)",walk;bike,1,0,,
East 6th Street,3,5591077,2,1,1,184.18,1,30,1000,residential,6,"LINESTRING (-111.9290798 33.4242989, -111.9292198 33.4242567, -111.9296630 33.4241090, -111.9296860 33.4241011, -111.9301123 33.4239534, -111.9301639 33.4239305, -111.9302129 33.4238974, -111.9302430 33.4238667, -111.9302813 33.4238045, -111.9302973 33.4237531, -111.9303108 33.4236887, -111.9303882 33.4232950)",walk;bike,1,0,,
West 6th Street,4,5591085,3,4,1,51.89,1,40,1000,residential,6,"LINESTRING (-111.9412665 33.4243385, -111.9407083 33.4243409)",walk;bike,1,0,,
West 6th Street,5,5591085,4,3,1,51.89,1,40,1000,residential,6,"LINESTRING (-111.9407083 33.4243409, -111.9412665 33.4243385)",walk;bike,1,0,,
West 6th Street,6,5591085,4,2367,1,58.54,1,40,1000,residential,6,"LINESTRING (-111.9407083 33.4243409, -111.9400786 33.4243437)",walk;bike,1,0,,
West 6th Street,7,5591085,2367,4,1,58.54,1,40,1000,residential,6,"LINESTRING (-111.9400786 33.4243437, -111.9407083 33.4243409)",walk;bike,1,0,,
East 6th Street,8,5591100,6,7,1,7.67,1,40,1000,residential,6,"LINESTRING (-111.9376334 33.4243567, -111.9375509 33.4243581)",walk;bike,1,0,,
East 6th Street,9,5591100,7,6,1,7.67,1,40,1000,residential,6,"LINESTRING (-111.9375509 33.4243581, -111.9376334 33.4243567)",walk;bike,1,0,,
East 6th Street,10,5591100,7,8,1,17.92,1,40,1000,residential,6,"LINESTRING (-111.9375509 33.4243581, -111.9373581 33.4243583)",walk;bike,1,0,,
East 6th Street,11,5591100,8,7,1,17.92,1,40,1000,residential,6,"LINESTRING (-111.9373581 33.4243583, -111.9375509 33.4243581)",walk;bike,1,0,,
East 6th Street,12,5591100,8,9,1,55.86,1,40,1000,residential,6,"LINESTRING (-111.9373581 33.4243583, -111.9367572 33.4243590)",walk;bike,1,0,,
East 6th Street,13,5591100,9,8,1,55.86,1,40,1000,residential,6,"LINESTRING (-111.9367572 33.4243590, -111.9373581 33.4243583)",walk;bike,1,0,,
East 6th Street,14,5591100,9,10,1,8.48,1,40,1000,residential,6,"LINESTRING (-111.9367572 33.4243590, -111.9366660 33.4243591)",walk;bike,1,0,,
East 6th Street,15,5591100,10,9,1,8.48,1,40,1000,residential,6,"LINESTRING (-111.9366660 33.4243591, -111.9367572 33.4243590)",walk;bike,1,0,,
East 6th Street,16,5591100,10,11,1,9.81,1,40,1000,residential,6,"LINESTRING (-111.9366660 33.4243591, -111.9365605 33.4243597)",walk;bike,1,0,,
East 6th Street,17,5591100,11,10,1,9.81,1,40,1000,residential,6,"LINESTRING (-111.9365605 33.4243597, -111.9366660 33.4243591)",walk;bike,1,0,,
East 6th Street,18,5591100,11,12,1,30.37,1,40,1000,residential,6,"LINESTRING (-111.9365605 33.4243597, -111.9362338 33.4243617)",walk;bike,1,0,,
East 6th Street,19,5591100,12,11,1,30.37,1,40,1000,residential,6,"LINESTRING (-111.9362338 33.4243617, -111.9365605 33.4243597)",walk;bike,1,0,,
East 6th Street,20,5591100,12,13,1,35.11,1,40,1000,residential,6,"LINESTRING (-111.9362338 33.4243617, -111.9358561 33.4243639)",walk;bike,1,0,,
East 6th Street,21,5591100,13,12,1,35.11,1,40,1000,residential,6,"LINESTRING (-111.9358561 33.4243639, -111.9362338 33.4243617)",walk;bike,1,0,,
East 6th Street,22,5591100,13,14,1,32.38,1,40,1000,residential,6,"LINESTRING (-111.9358561 33.4243639, -111.9355078 33.4243660)",walk;bike,1,0,,
East 6th Street,23,5591100,14,13,1,32.38,1,40,1000,residential,6,"LINESTRING (-111.9355078 33.4243660, -111.9358561 33.4243639)",walk;bike,1,0,,
East 6th Street,24,5591100,14,15,1,10.85,1,40,1000,residential,6,"LINESTRING (-111.9355078 33.4243660, -111.9353948 33.4243414)",walk;bike,1,0,,
East 6th Street,25,5591100,15,14,1,10.85,1,40,1000,residential,6,"LINESTRING (-111.9353948 33.4243414, -111.9355078 33.4243660)",walk;bike,1,0,,
East 6th Street,26,5591100,15,16,1,27.81,1,40,1000,residential,6,"LINESTRING (-111.9353948 33.4243414, -111.9353091 33.4243324, -111.9350964 33.4243366)",walk;bike,1,0,,
East 6th Street,27,5591100,16,15,1,27.81,1,40,1000,residential,6,"LINESTRING (-111.9350964 33.4243366, -111.9353091 33.4243324, -111.9353948 33.4243414)",walk;bike,1,0,,
East 6th Street,28,5591100,16,17,1,10.74,1,40,1000,residential,6,"LINESTRING (-111.9350964 33.4243366, -111.9349809 33.4243346)",walk;bike,1,0,,
East 6th Street,29,5591100,17,16,1,10.74,1,40,1000,residential,6,"LINESTRING (-111.9349809 33.4243346, -111.9350964 33.4243366)",walk;bike,1,0,,
South Maple Avenue,30,5591429,18,19,1,67.14,1,30,1000,residential,6,"LINESTRING (-111.9412608 33.4219305, -111.9412432 33.4213251)",walk;bike,1,0,,
South Maple Avenue,31,5591429,19,18,1,67.14,1,30,1000,residential,6,"LINESTRING (-111.9412432 33.4213251, -111.9412608 33.4219305)",walk;bike,1,0,,
South Maple Avenue,32,5591429,19,20,1,4.13,1,30,1000,residential,6,"LINESTRING (-111.9412432 33.4213251, -111.9412418 33.4212879)",walk;bike,1,0,,
South Maple Avenue,33,5591429,20,19,1,4.13,1,30,1000,residential,6,"LINESTRING (-111.9412418 33.4212879, -111.9412432 33.4213251)",walk;bike,1,0,,
South Maple Avenue,34,5591429,20,21,1,6.46,1,30,1000,residential,6,"LINESTRING (-111.9412418 33.4212879, -111.9412404 33.4212296)",walk;bike,1,0,,
South Maple Avenue,35,5591429,21,20,1,6.46,1,30,1000,residential,6,"LINESTRING (-111.9412404 33.4212296, -111.9412418 33.4212879)",walk;bike,1,0,,
South Maple Avenue,36,5591429,21,22,1,3.3,1,30,1000,residential,6,"LINESTRING (-111.9412404 33.4212296, -111.9412399 33.4211998)",walk;bike,1,0,,
South Maple Avenue,37,5591429,22,21,1,3.3,1,30,1000,residential,6,"LINESTRING (-111.9412399 33.4211998, -111.9412404 33.4212296)",walk;bike,1,0,,
South Maple Avenue,38,5591429,22,23,1,75.12,1,30,1000,residential,6,"LINESTRING (-111.9412399 33.4211998, -111.9412309 33.4205714, -111.9412300 33.4205223)",walk;bike,1,0,,
South Maple Avenue,39,5591429,23,22,1,75.12,1,30,1000,residential,6,"LINESTRING (-111.9412300 33.4205223, -111.9412309 33.4205714, -111.9412399 33.4211998)",walk;bike,1,0,,
South Ash Avenue,40,5594960,24,25,1,124.54,1,30,1000,residential,6,"LINESTRING (-111.9423400 33.4136148, -111.9423490 33.4142597, -111.9423597 33.4144744, -111.9423738 33.4146487, -111.9423885 33.4146873, -111.9424188 33.4147283)",walk;bike,1,0,,
South Ash Avenue,41,5594960,25,24,1,124.54,1,30,1000,residential,6,"LINESTRING (-111.9424188 33.4147283, -111.9423885 33.4146873, -111.9423738 33.4146487, -111.9423597 33.4144744, -111.9423490 33.4142597, -111.9423400 33.4136148)",walk;bike,1,0,,
South Ash Avenue,42,5594960,25,26,1,117.88,1,30,1000,residential,6,"LINESTRING (-111.9424188 33.4147283, -111.9424388 33.4147724, -111.9424462 33.4148250, -111.9424521 33.4157344, -111.9424522 33.4157881)",walk;bike,1,0,,
South Ash Avenue,43,5594960,26,25,1,117.88,1,30,1000,residential,6,"LINESTRING (-111.9424522 33.4157881, -111.9424521 33.4157344, -111.9424462 33.4148250, -111.9424388 33.4147724, -111.9424188 33.4147283)",walk;bike,1,0,,
South Ash Avenue,44,5594960,26,27,1,21.06,1,30,1000,residential,6,"LINESTRING (-111.9424522 33.4157881, -111.9424525 33.4159781)",walk;bike,1,0,,
South Ash Avenue,45,5594960,27,26,1,21.06,1,30,1000,residential,6,"LINESTRING (-111.9424525 33.4159781, -111.9424522 33.4157881)",walk;bike,1,0,,
South Ash Avenue,46,5594960,27,28,1,20.52,1,30,1000,residential,6,"LINESTRING (-111.9424525 33.4159781, -111.9424526 33.4160145, -111.9424528 33.4161632)",walk;bike,1,0,,
South Ash Avenue,47,5594960,28,27,1,20.52,1,30,1000,residential,6,"LINESTRING (-111.9424528 33.4161632, -111.9424526 33.4160145, -111.9424525 33.4159781)",walk;bike,1,0,,
South Ash Avenue,48,5594960,28,29,1,3.02,1,30,1000,residential,6,"LINESTRING (-111.9424528 33.4161632, -111.9424528 33.4161904)",walk;bike,1,0,,
South Ash Avenue,49,5594960,29,28,1,3.02,1,30,1000,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9424528 33.4161632)",walk;bike,1,0,,
South Ash Avenue,50,5594960,29,30,1,79.03,1,30,1000,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9424497 33.4169032)",walk;bike,1,0,,
South Ash Avenue,51,5594960,30,29,1,79.03,1,30,1000,residential,6,"LINESTRING (-111.9424497 33.4169032, -111.9424528 33.4161904)",walk;bike,1,0,,
South Ash Avenue,52,5594960,30,31,1,79.28,1,30,1000,residential,6,"LINESTRING (-111.9424497 33.4169032, -111.9424492 33.4170136, -111.9424525 33.4176183)",walk;bike,1,0,,
South Ash Avenue,53,5594960,31,30,1,79.28,1,30,1000,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9424492 33.4170136, -111.9424497 33.4169032)",walk;bike,1,0,,
South Ash Avenue,54,5594960,31,32,1,9.1,1,30,1000,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9424524 33.4177004)",walk;bike,1,0,,
South Ash Avenue,55,5594960,32,31,1,9.1,1,30,1000,residential,6,"LINESTRING (-111.9424524 33.4177004, -111.9424525 33.4176183)",walk;bike,1,0,,
South Ash Avenue,56,5594960,32,33,1,77.88,1,30,1000,residential,6,"LINESTRING (-111.9424524 33.4177004, -111.9424519 33.4183184, -111.9424528 33.4184029)",walk;bike,1,0,,
South Ash Avenue,57,5594960,33,32,1,77.88,1,30,1000,residential,6,"LINESTRING (-111.9424528 33.4184029, -111.9424519 33.4183184, -111.9424524 33.4177004)",walk;bike,1,0,,
South Ash Avenue,58,5594960,33,34,1,73.2,1,30,1000,residential,6,"LINESTRING (-111.9424528 33.4184029, -111.9424582 33.4189409, -111.9424489 33.4189802, -111.9424268 33.4190138, -111.9423945 33.4190482)",walk;bike,1,0,,
South Ash Avenue,59,5594960,34,33,1,73.2,1,30,1000,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9424268 33.4190138, -111.9424489 33.4189802, -111.9424582 33.4189409, -111.9424528 33.4184029)",walk;bike,1,0,,
South Ash Avenue,60,5594960,34,35,1,63.01,1,30,1000,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9423684 33.4190899, -111.9423603 33.4191344, -111.9423658 33.4196106)",walk;bike,1,0,,
South Ash Avenue,61,5594960,35,34,1,63.01,1,30,1000,residential,6,"LINESTRING (-111.9423658 33.4196106, -111.9423603 33.4191344, -111.9423684 33.4190899, -111.9423945 33.4190482)",walk;bike,1,0,,
South Ash Avenue,62,5594960,35,36,1,90.99,1,30,1000,residential,6,"LINESTRING (-111.9423658 33.4196106, -111.9423680 33.4197262, -111.9423734 33.4204313)",walk;bike,1,0,,
South Ash Avenue,63,5594960,36,35,1,90.99,1,30,1000,residential,6,"LINESTRING (-111.9423734 33.4204313, -111.9423680 33.4197262, -111.9423658 33.4196106)",walk;bike,1,0,,
South Terrace Road,64,5600278,37,38,1,41.87,1,30,1000,residential,6,"LINESTRING (-111.9209653 33.4128775, -111.9209545 33.4125000)",walk;bike,1,0,,
South Terrace Road,65,5600278,38,37,1,41.87,1,30,1000,residential,6,"LINESTRING (-111.9209545 33.4125000, -111.9209653 33.4128775)",walk;bike,1,0,,
East Apache Boulevard,66,5602753,2368,40,1,8.7,2,80,1800,primary,3,"LINESTRING (-111.9395884 33.4159654, -111.9395362 33.4159003)",walk;bike,0,0,,
East Apache Boulevard,67,5602753,40,41,1,159.71,2,80,1800,primary,3,"LINESTRING (-111.9395362 33.4159003, -111.9394011 33.4157327, -111.9392425 33.4155500, -111.9389322 33.4153003, -111.9388168 33.4152112, -111.9386707 33.4151129, -111.9383000 33.4149256)",walk;bike,0,0,,
East Apache Boulevard,68,5602753,41,42,1,92.41,2,80,1800,primary,3,"LINESTRING (-111.9383000 33.4149256, -111.9381040 33.4148441, -111.9378250 33.4147525, -111.9375837 33.4146896, -111.9373669 33.4146466)",walk;bike,0,0,,
East Apache Boulevard,69,5602753,42,43,1,32.39,2,80,1800,primary,3,"LINESTRING (-111.9373669 33.4146466, -111.9370926 33.4146142, -111.9370216 33.4146084)",walk;bike,0,0,,
West 4th Street,72,5603481,2369,46,1,65.11,1,40,1000,residential,6,"LINESTRING (-111.9400776 33.4264624, -111.9407780 33.4264585)",walk;bike,1,0,,
West 4th Street,73,5603481,46,2369,1,65.11,1,40,1000,residential,6,"LINESTRING (-111.9407780 33.4264585, -111.9400776 33.4264624)",walk;bike,1,0,,
South Mill Avenue,74,5607328,2370,48,1,73.9,3,48,1800,primary,3,"LINESTRING (-111.9400803 33.4219289, -111.9400874 33.4217822, -111.9400779 33.4214219, -111.9400726 33.4212626)",walk;bike,0,0,,
South Mill Avenue,75,5607328,48,49,1,37.84,3,48,1800,primary,3,"LINESTRING (-111.9400726 33.4212626, -111.9400612 33.4209214)",walk;bike,0,0,,
South Mill Avenue,76,5607328,49,2371,1,47.45,3,48,1800,primary,3,"LINESTRING (-111.9400612 33.4209214, -111.9400495 33.4205725, -111.9400474 33.4204936)",walk;bike,0,0,,
West 10th Street,77,5608313,2372,52,1,40.3,1,30,1000,residential,6,"LINESTRING (-111.9400280 33.4190552, -111.9401135 33.4190540, -111.9403101 33.4190557, -111.9404614 33.4190531)",walk;bike,1,0,,
West 10th Street,78,5608313,52,2372,1,40.3,1,30,1000,residential,6,"LINESTRING (-111.9404614 33.4190531, -111.9403101 33.4190557, -111.9401135 33.4190540, -111.9400280 33.4190552)",walk;bike,1,0,,
West 10th Street,79,5608313,52,53,1,2.47,1,30,1000,residential,6,"LINESTRING (-111.9404614 33.4190531, -111.9404880 33.4190526)",walk;bike,1,0,,
West 10th Street,80,5608313,53,52,1,2.47,1,30,1000,residential,6,"LINESTRING (-111.9404880 33.4190526, -111.9404614 33.4190531)",walk;bike,1,0,,
West 10th Street,81,5608313,53,54,1,10.16,1,30,1000,residential,6,"LINESTRING (-111.9404880 33.4190526, -111.9405973 33.4190507)",walk;bike,1,0,,
West 10th Street,82,5608313,54,53,1,10.16,1,30,1000,residential,6,"LINESTRING (-111.9405973 33.4190507, -111.9404880 33.4190526)",walk;bike,1,0,,
West 10th Street,83,5608313,54,55,1,59.52,1,30,1000,residential,6,"LINESTRING (-111.9405973 33.4190507, -111.9412375 33.4190521)",walk;bike,1,0,,
West 10th Street,84,5608313,55,54,1,59.52,1,30,1000,residential,6,"LINESTRING (-111.9412375 33.4190521, -111.9405973 33.4190507)",walk;bike,1,0,,
West 10th Street,85,5608313,55,56,1,50.38,1,30,1000,residential,6,"LINESTRING (-111.9412375 33.4190521, -111.9417794 33.4190532)",walk;bike,1,0,,
West 10th Street,86,5608313,56,55,1,50.38,1,30,1000,residential,6,"LINESTRING (-111.9417794 33.4190532, -111.9412375 33.4190521)",walk;bike,1,0,,
West 10th Street,87,5608313,56,57,1,5.98,1,30,1000,residential,6,"LINESTRING (-111.9417794 33.4190532, -111.9418437 33.4190521)",walk;bike,1,0,,
West 10th Street,88,5608313,57,56,1,5.98,1,30,1000,residential,6,"LINESTRING (-111.9418437 33.4190521, -111.9417794 33.4190532)",walk;bike,1,0,,
West 10th Street,89,5608313,57,34,1,51.21,1,30,1000,residential,6,"LINESTRING (-111.9418437 33.4190521, -111.9423945 33.4190482)",walk;bike,1,0,,
West 10th Street,90,5608313,34,57,1,51.21,1,30,1000,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9418437 33.4190521)",walk;bike,1,0,,
West 10th Street,91,5608313,34,58,1,151.16,1,30,1000,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9432482 33.4190383, -111.9433085 33.4190348, -111.9433719 33.4190264, -111.9434306 33.4190141, -111.9434766 33.4190015, -111.9435652 33.4189718, -111.9436258 33.4189528, -111.9436632 33.4189424, -111.9436854 33.4189363, -111.9437511 33.4189279, -111.9438168 33.4189228, -111.9438840 33.4189205, -111.9440000 33.4189195)",walk;bike,1,0,,
West 10th Street,92,5608313,58,34,1,151.16,1,30,1000,residential,6,"LINESTRING (-111.9440000 33.4189195, -111.9438840 33.4189205, -111.9438168 33.4189228, -111.9437511 33.4189279, -111.9436854 33.4189363, -111.9436632 33.4189424, -111.9436258 33.4189528, -111.9435652 33.4189718, -111.9434766 33.4190015, -111.9434306 33.4190141, -111.9433719 33.4190264, -111.9433085 33.4190348, -111.9432482 33.4190383, -111.9423945 33.4190482)",walk;bike,1,0,,
West Hudson Lane,93,5611840,59,60,1,52.87,1,30,1000,residential,6,"LINESTRING (-111.9398928 33.4136273, -111.9404614 33.4136244)",walk;bike,1,0,,
West Hudson Lane,94,5611840,60,59,1,52.87,1,30,1000,residential,6,"LINESTRING (-111.9404614 33.4136244, -111.9398928 33.4136273)",walk;bike,1,0,,
West Hudson Lane,95,5611840,60,61,1,77.68,1,30,1000,residential,6,"LINESTRING (-111.9404614 33.4136244, -111.9412969 33.4136201)",walk;bike,1,0,,
West Hudson Lane,96,5611840,61,60,1,77.68,1,30,1000,residential,6,"LINESTRING (-111.9412969 33.4136201, -111.9404614 33.4136244)",walk;bike,1,0,,
West Hudson Lane,97,5611840,61,62,1,81.38,1,30,1000,residential,6,"LINESTRING (-111.9412969 33.4136201, -111.9421721 33.4136157)",walk;bike,1,0,,
West Hudson Lane,98,5611840,62,61,1,81.38,1,30,1000,residential,6,"LINESTRING (-111.9421721 33.4136157, -111.9412969 33.4136201)",walk;bike,1,0,,
West Hudson Lane,99,5611840,62,24,1,15.61,1,30,1000,residential,6,"LINESTRING (-111.9421721 33.4136157, -111.9423400 33.4136148)",walk;bike,1,0,,
West Hudson Lane,100,5611840,24,62,1,15.61,1,30,1000,residential,6,"LINESTRING (-111.9423400 33.4136148, -111.9421721 33.4136157)",walk;bike,1,0,,
West Hudson Lane,101,5611840,24,63,1,27.32,1,30,1000,residential,6,"LINESTRING (-111.9423400 33.4136148, -111.9426338 33.4136098)",walk;bike,1,0,,
West Hudson Lane,102,5611840,63,24,1,27.32,1,30,1000,residential,6,"LINESTRING (-111.9426338 33.4136098, -111.9423400 33.4136148)",walk;bike,1,0,,
South Rita Lane,103,5613884,64,65,1,43.73,1,30,1000,residential,6,"LINESTRING (-111.9219906 33.4128945, -111.9219940 33.4125000)",walk;bike,1,0,,
South Rita Lane,104,5613884,65,64,1,43.73,1,30,1000,residential,6,"LINESTRING (-111.9219940 33.4125000, -111.9219906 33.4128945)",walk;bike,1,0,,
East University Drive,105,5614812,2373,67,1,7.97,2,56,1600,secondary,4,"LINESTRING (-111.9381462 33.4218977, -111.9380605 33.4218977)",walk;bike,0,0,,
East University Drive,106,5614812,67,68,1,121.16,2,56,1600,secondary,4,"LINESTRING (-111.9380605 33.4218977, -111.9367573 33.4219048)",walk;bike,0,0,,
East University Drive,107,5614812,68,2374,1,8.81,2,56,1600,secondary,4,"LINESTRING (-111.9367573 33.4219048, -111.9366625 33.4219038)",walk;bike,0,0,,
East University Drive,108,5614812,2374,70,1,9.27,2,56,1600,secondary,4,"LINESTRING (-111.9366625 33.4219038, -111.9365628 33.4219033)",walk;bike,0,0,,
East University Drive,109,5614812,70,71,1,66.57,2,56,1600,secondary,4,"LINESTRING (-111.9365628 33.4219033, -111.9358468 33.4219032)",walk;bike,0,0,,
East University Drive,110,5614812,71,72,1,18.15,2,56,1600,secondary,4,"LINESTRING (-111.9358468 33.4219032, -111.9356516 33.4219032)",walk;bike,0,0,,
East University Drive,111,5614812,72,73,1,54.93,2,56,1600,secondary,4,"LINESTRING (-111.9356516 33.4219032, -111.9352555 33.4219032, -111.9350608 33.4218992)",walk;bike,0,0,,
East University Drive,112,5614812,73,74,1,10.4,2,56,1600,secondary,4,"LINESTRING (-111.9350608 33.4218992, -111.9349659 33.4219488)",walk;bike,0,0,,
East 3rd Street,113,5615753,75,76,1,20.18,1,30,800,unclassified,11,"LINESTRING (-111.9395019 33.4273825, -111.9397190 33.4273828)",walk;bike,1,0,,
East 3rd Street,114,5615753,76,75,1,20.18,1,30,800,unclassified,11,"LINESTRING (-111.9397190 33.4273828, -111.9395019 33.4273825)",walk;bike,1,0,,
East 3rd Street,115,5615753,76,77,1,11.3,1,30,800,unclassified,11,"LINESTRING (-111.9397190 33.4273828, -111.9398405 33.4273840)",walk;bike,1,0,,
East 3rd Street,116,5615753,77,76,1,11.3,1,30,800,unclassified,11,"LINESTRING (-111.9398405 33.4273840, -111.9397190 33.4273828)",walk;bike,1,0,,
East 3rd Street,117,5615753,77,2375,1,11.42,1,30,800,unclassified,11,"LINESTRING (-111.9398405 33.4273840, -111.9398764 33.4273843, -111.9399633 33.4273851)",walk;bike,1,0,,
East 3rd Street,118,5615753,2375,77,1,11.42,1,30,800,unclassified,11,"LINESTRING (-111.9399633 33.4273851, -111.9398764 33.4273843, -111.9398405 33.4273840)",walk;bike,1,0,,
East 5th Street,119,5619424,79,80,1,11.94,1,48,1200,tertiary,5,"LINESTRING (-111.9394161 33.4254973, -111.9392877 33.4254971)",walk;bike,1,0,,
East 5th Street,120,5619424,80,79,1,11.94,1,48,1200,tertiary,5,"LINESTRING (-111.9392877 33.4254971, -111.9394161 33.4254973)",walk;bike,1,0,,
East 5th Street,121,5619424,80,81,1,22.79,1,48,1200,tertiary,5,"LINESTRING (-111.9392877 33.4254971, -111.9390426 33.4254967)",walk;bike,1,0,,
East 5th Street,122,5619424,81,80,1,22.79,1,48,1200,tertiary,5,"LINESTRING (-111.9390426 33.4254967, -111.9392877 33.4254971)",walk;bike,1,0,,
East 5th Street,123,5619424,81,82,1,19.13,1,48,1200,tertiary,5,"LINESTRING (-111.9390426 33.4254967, -111.9388368 33.4254969)",walk;bike,1,0,,
East 5th Street,124,5619424,82,81,1,19.13,1,48,1200,tertiary,5,"LINESTRING (-111.9388368 33.4254969, -111.9390426 33.4254967)",walk;bike,1,0,,
East 5th Street,125,5619424,82,83,1,52.24,1,48,1200,tertiary,5,"LINESTRING (-111.9388368 33.4254969, -111.9382883 33.4254956, -111.9382749 33.4254956)",walk;bike,1,0,,
East 5th Street,126,5619424,83,82,1,52.24,1,48,1200,tertiary,5,"LINESTRING (-111.9382749 33.4254956, -111.9382883 33.4254956, -111.9388368 33.4254969)",walk;bike,1,0,,
East 5th Street,127,5619424,83,84,1,10.59,1,48,1200,tertiary,5,"LINESTRING (-111.9382749 33.4254956, -111.9381610 33.4254954)",walk;bike,1,0,,
East 5th Street,128,5619424,84,83,1,10.59,1,48,1200,tertiary,5,"LINESTRING (-111.9381610 33.4254954, -111.9382749 33.4254956)",walk;bike,1,0,,
East 5th Street,129,5619424,84,85,1,129.21,1,48,1200,tertiary,5,"LINESTRING (-111.9381610 33.4254954, -111.9380281 33.4254952, -111.9367711 33.4254993)",walk;bike,1,0,,
East 5th Street,130,5619424,85,84,1,129.21,1,48,1200,tertiary,5,"LINESTRING (-111.9367711 33.4254993, -111.9380281 33.4254952, -111.9381610 33.4254954)",walk;bike,1,0,,
East 5th Street,131,5619424,85,86,1,9.18,1,48,1200,tertiary,5,"LINESTRING (-111.9367711 33.4254993, -111.9366724 33.4254992)",walk;bike,1,0,,
East 5th Street,132,5619424,86,85,1,9.18,1,48,1200,tertiary,5,"LINESTRING (-111.9366724 33.4254992, -111.9367711 33.4254993)",walk;bike,1,0,,
South McAllister Avenue,133,5624529,87,88,1,169.94,1,40,1200,tertiary,5,"LINESTRING (-111.9288440 33.4180457, -111.9288373 33.4178241, -111.9288318 33.4176416, -111.9288935 33.4173718, -111.9290271 33.4170735, -111.9292471 33.4167849, -111.9294043 33.4166443)",walk;bike,1,0,,
South McAllister Avenue,134,5624529,88,87,1,169.94,1,40,1200,tertiary,5,"LINESTRING (-111.9294043 33.4166443, -111.9292471 33.4167849, -111.9290271 33.4170735, -111.9288935 33.4173718, -111.9288318 33.4176416, -111.9288373 33.4178241, -111.9288440 33.4180457)",walk;bike,1,0,,
East 14th Street,135,5627987,89,90,1,198.8,1,30,1000,residential,6,"LINESTRING (-111.9370709 33.4135303, -111.9350416 33.4135466, -111.9349328 33.4135475)",walk;bike,1,0,,
East 14th Street,136,5627987,90,89,1,198.8,1,30,1000,residential,6,"LINESTRING (-111.9349328 33.4135475, -111.9350416 33.4135466, -111.9370709 33.4135303)",walk;bike,1,0,,
South Packard Drive,137,5630444,2,91,1,10.54,1,30,800,unclassified,11,"LINESTRING (-111.9290798 33.4242989, -111.9291154 33.4243892)",walk;bike,1,0,,
South Packard Drive,138,5630444,91,2,1,10.54,1,30,800,unclassified,11,"LINESTRING (-111.9291154 33.4243892, -111.9290798 33.4242989)",walk;bike,1,0,,
South Packard Drive,139,5630444,91,92,1,48.28,1,30,800,unclassified,11,"LINESTRING (-111.9291154 33.4243892, -111.9292331 33.4246528, -111.9292598 33.4248052)",walk;bike,1,0,,
South Packard Drive,140,5630444,92,91,1,48.28,1,30,800,unclassified,11,"LINESTRING (-111.9292598 33.4248052, -111.9292331 33.4246528, -111.9291154 33.4243892)",walk;bike,1,0,,
South Packard Drive,141,5630444,92,93,1,9.75,1,30,800,unclassified,11,"LINESTRING (-111.9292598 33.4248052, -111.9292600 33.4248931)",walk;bike,1,0,,
South Packard Drive,142,5630444,93,92,1,9.75,1,30,800,unclassified,11,"LINESTRING (-111.9292600 33.4248931, -111.9292598 33.4248052)",walk;bike,1,0,,
South Packard Drive,143,5630444,93,94,1,6.49,1,30,800,unclassified,11,"LINESTRING (-111.9292600 33.4248931, -111.9292601 33.4249516)",walk;bike,1,0,,
South Packard Drive,144,5630444,94,93,1,6.49,1,30,800,unclassified,11,"LINESTRING (-111.9292601 33.4249516, -111.9292600 33.4248931)",walk;bike,1,0,,
South Packard Drive,145,5630444,94,95,1,195.1,1,30,800,unclassified,11,"LINESTRING (-111.9292601 33.4249516, -111.9292820 33.4267113)",walk;bike,1,0,,
South Packard Drive,146,5630444,95,94,1,195.1,1,30,800,unclassified,11,"LINESTRING (-111.9292820 33.4267113, -111.9292601 33.4249516)",walk;bike,1,0,,
South Packard Drive,147,5630444,95,96,1,68.23,1,30,800,unclassified,11,"LINESTRING (-111.9292820 33.4267113, -111.9292920 33.4273267)",walk;bike,1,0,,
South Packard Drive,148,5630444,96,95,1,68.23,1,30,800,unclassified,11,"LINESTRING (-111.9292920 33.4273267, -111.9292820 33.4267113)",walk;bike,1,0,,
