name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
,2996,544822333,1608,1610,1,12.1,1,30,800,service,7,"LINESTRING (-111.9397371 33.4281480, -111.9396070 33.4281463)",walk;bike,1,0,,
,2997,544822333,1610,1608,1,12.1,1,30,800,service,7,"LINESTRING (-111.9396070 33.4281463, -111.9397371 33.4281480)",walk;bike,1,0,,
,2998,544822348,1611,1612,1,39.04,1,5,800,footway,9,"LINESTRING (-111.9390244 33.4274963, -111.9389505 33.4274655, -111.9387264 33.4276388, -111.9386994 33.4276540)",walk,0,0,,
,2999,544822348,1612,1613,1,20.45,1,5,800,footway,9,"LINESTRING (-111.9386994 33.4276540, -111.9385170 33.4277571)",walk,0,0,,
,3000,544822351,1612,1614,1,41.77,1,5,800,footway,9,"LINESTRING (-111.9386994 33.4276540, -111.9387227 33.4277231, -111.9387209 33.4277829, -111.9387448 33.4278503, -111.9387540 33.4279071, -111.9387778 33.4279515, -111.9387551 33.4280176)",walk,0,0,,
,3001,544822353,1613,392,1,83.3,1,5,800,footway,9,"LINESTRING (-111.9385170 33.4277571, -111.9384545 33.4278166, -111.9383847 33.4278687, -111.9383131 33.4279331, -111.9381992 33.4280129, -111.9380981 33.4280696, -111.9379512 33.4281202, -111.9377862 33.4281670)",walk,0,0,,
,3002,544822367,82,1615,1,12.36,1,30,800,service,7,"LINESTRING (-111.9388368 33.4254969, -111.9388374 33.4256084)",walk;bike,1,0,,
,3003,544822367,1615,82,1,12.36,1,30,800,service,7,"LINESTRING (-111.9388374 33.4256084, -111.9388368 33.4254969)",walk;bike,1,0,,
,3004,544822367,1615,1616,1,14.22,1,30,800,service,7,"LINESTRING (-111.9388374 33.4256084, -111.9388380 33.4257367)",walk;bike,1,0,,
,3005,544822367,1616,1615,1,14.22,1,30,800,service,7,"LINESTRING (-111.9388380 33.4257367, -111.9388374 33.4256084)",walk;bike,1,0,,
,3006,544822367,1616,1617,1,0.77,1,30,800,service,7,"LINESTRING (-111.9388380 33.4257367, -111.9388361 33.4257435)",walk;bike,1,0,,
,3007,544822367,1617,1616,1,0.77,1,30,800,service,7,"LINESTRING (-111.9388361 33.4257435, -111.9388380 33.4257367)",walk;bike,1,0,,
,3008,544822369,1618,1617,1,19.85,1,30,800,service,7,"LINESTRING (-111.9389191 33.4258730, -111.9389318 33.4258498, -111.9389356 33.4258245, -111.9389300 33.4257994, -111.9389156 33.4257769, -111.9388937 33.4257590, -111.9388663 33.4257476, -111.9388361 33.4257435)",walk;bike,0,0,,
,3009,544822369,1617,1619,1,25.53,1,30,800,service,7,"LINESTRING (-111.9388361 33.4257435, -111.9388058 33.4257473, -111.9387784 33.4257586, -111.9387563 33.4257762, -111.9387416 33.4257986, -111.9387357 33.4258237, -111.9387392 33.4258491, -111.9387517 33.4258724, -111.9387721 33.4258914, -111.9387984 33.4259044)",walk;bike,0,0,,
,3010,544822369,1619,1620,1,6.99,1,30,800,service,7,"LINESTRING (-111.9387984 33.4259044, -111.9388226 33.4259097, -111.9388477 33.4259098, -111.9388720 33.4259047)",walk;bike,0,0,,
,3011,544822369,1620,1618,1,5.68,1,30,800,service,7,"LINESTRING (-111.9388720 33.4259047, -111.9388985 33.4258919, -111.9389191 33.4258730)",walk;bike,0,0,,
,3012,544822372,1620,1616,1,92.2,1,30,800,service,7,"LINESTRING (-111.9388720 33.4259047, -111.9392468 33.4259080, -111.9392517 33.4257376, -111.9388380 33.4257367)",walk;bike,1,0,,
,3013,544822372,1616,1620,1,92.2,1,30,800,service,7,"LINESTRING (-111.9388380 33.4257367, -111.9392517 33.4257376, -111.9392468 33.4259080, -111.9388720 33.4259047)",walk;bike,1,0,,
,3014,544822372,1616,1619,1,99.62,1,30,800,service,7,"LINESTRING (-111.9388380 33.4257367, -111.9383859 33.4257358, -111.9383802 33.4259045, -111.9387984 33.4259044)",walk;bike,1,0,,
,3015,544822372,1619,1616,1,99.62,1,30,800,service,7,"LINESTRING (-111.9387984 33.4259044, -111.9383802 33.4259045, -111.9383859 33.4257358, -111.9388380 33.4257367)",walk;bike,1,0,,
,3016,544822377,844,1621,1,21.76,1,30,800,service,7,"LINESTRING (-111.9424801 33.4254848, -111.9424801 33.4256811)",walk;bike,1,0,,
,3017,544822377,1621,844,1,21.76,1,30,800,service,7,"LINESTRING (-111.9424801 33.4256811, -111.9424801 33.4254848)",walk;bike,1,0,,
,3018,544822377,1621,1622,1,97.81,1,30,800,service,7,"LINESTRING (-111.9424801 33.4256811, -111.9424801 33.4265633)",walk;bike,1,0,,
,3019,544822377,1622,1621,1,97.81,1,30,800,service,7,"LINESTRING (-111.9424801 33.4265633, -111.9424801 33.4256811)",walk;bike,1,0,,
,3020,544822377,1622,1623,1,19.47,1,30,800,service,7,"LINESTRING (-111.9424801 33.4265633, -111.9426895 33.4265642)",walk;bike,1,0,,
,3021,544822377,1623,1622,1,19.47,1,30,800,service,7,"LINESTRING (-111.9426895 33.4265642, -111.9424801 33.4265633)",walk;bike,1,0,,
,3022,544822377,1623,1624,1,16.62,1,30,800,service,7,"LINESTRING (-111.9426895 33.4265642, -111.9428683 33.4265650)",walk;bike,1,0,,
,3023,544822377,1624,1623,1,16.62,1,30,800,service,7,"LINESTRING (-111.9428683 33.4265650, -111.9426895 33.4265642)",walk;bike,1,0,,
,3024,544822377,1624,1625,1,18.71,1,30,800,service,7,"LINESTRING (-111.9428683 33.4265650, -111.9430696 33.4265659)",walk;bike,1,0,,
,3025,544822377,1625,1624,1,18.71,1,30,800,service,7,"LINESTRING (-111.9430696 33.4265659, -111.9428683 33.4265650)",walk;bike,1,0,,
,3026,544822378,1625,1626,1,29.25,1,30,800,service,7,"LINESTRING (-111.9430696 33.4265659, -111.9430696 33.4263021)",walk;bike,1,0,,
,3027,544822378,1626,1625,1,29.25,1,30,800,service,7,"LINESTRING (-111.9430696 33.4263021, -111.9430696 33.4265659)",walk;bike,1,0,,
,3028,544822379,1624,1627,1,98.18,1,30,800,service,7,"LINESTRING (-111.9428683 33.4265650, -111.9428667 33.4256794)",walk;bike,1,0,,
,3029,544822379,1627,1624,1,98.18,1,30,800,service,7,"LINESTRING (-111.9428667 33.4256794, -111.9428683 33.4265650)",walk;bike,1,0,,
,3030,544822379,1627,846,1,21.71,1,30,800,service,7,"LINESTRING (-111.9428667 33.4256794, -111.9428663 33.4254836)",walk;bike,1,0,,
,3031,544822379,846,1627,1,21.71,1,30,800,service,7,"LINESTRING (-111.9428663 33.4254836, -111.9428667 33.4256794)",walk;bike,1,0,,
,3032,544822380,1623,1628,1,97.91,1,30,800,service,7,"LINESTRING (-111.9426895 33.4265642, -111.9426813 33.4256811)",walk;bike,1,0,,
,3033,544822380,1628,1623,1,97.91,1,30,800,service,7,"LINESTRING (-111.9426813 33.4256811, -111.9426895 33.4265642)",walk;bike,1,0,,
,3034,544822380,1628,1621,1,18.7,1,30,800,service,7,"LINESTRING (-111.9426813 33.4256811, -111.9424801 33.4256811)",walk;bike,1,0,,
,3035,544822380,1621,1628,1,18.7,1,30,800,service,7,"LINESTRING (-111.9424801 33.4256811, -111.9426813 33.4256811)",walk;bike,1,0,,
,3036,544822381,1628,1627,1,17.24,1,30,800,service,7,"LINESTRING (-111.9426813 33.4256811, -111.9428667 33.4256794)",walk;bike,1,0,,
,3037,544822381,1627,1628,1,17.24,1,30,800,service,7,"LINESTRING (-111.9428667 33.4256794, -111.9426813 33.4256811)",walk;bike,1,0,,
,3038,544822382,1621,1629,1,115.58,1,30,800,service,7,"LINESTRING (-111.9424801 33.4256811, -111.9422829 33.4256845, -111.9422900 33.4265616)",walk;bike,1,0,,
,3039,544822382,1629,1621,1,115.58,1,30,800,service,7,"LINESTRING (-111.9422900 33.4265616, -111.9422829 33.4256845, -111.9424801 33.4256811)",walk;bike,1,0,,
,3040,544822382,1629,1630,1,15.05,1,30,800,service,7,"LINESTRING (-111.9422900 33.4265616, -111.9422911 33.4266973)",walk;bike,1,0,,
,3041,544822382,1630,1629,1,15.05,1,30,800,service,7,"LINESTRING (-111.9422911 33.4266973, -111.9422900 33.4265616)",walk;bike,1,0,,
,3042,544822382,1630,1631,1,16.75,1,30,800,service,7,"LINESTRING (-111.9422911 33.4266973, -111.9422923 33.4268484)",walk;bike,1,0,,
,3043,544822382,1631,1630,1,16.75,1,30,800,service,7,"LINESTRING (-111.9422923 33.4268484, -111.9422911 33.4266973)",walk;bike,1,0,,
,3044,544822382,1631,1632,1,19.57,1,30,800,service,7,"LINESTRING (-111.9422923 33.4268484, -111.9422938 33.4270249)",walk;bike,1,0,,
,3045,544822382,1632,1631,1,19.57,1,30,800,service,7,"LINESTRING (-111.9422938 33.4270249, -111.9422923 33.4268484)",walk;bike,1,0,,
,3046,544822382,1632,1633,1,85.23,1,30,800,service,7,"LINESTRING (-111.9422938 33.4270249, -111.9422951 33.4271894, -111.9427891 33.4271894, -111.9428867 33.4270451, -111.9428991 33.4270233)",walk;bike,1,0,,
,3047,544822382,1633,1632,1,85.23,1,30,800,service,7,"LINESTRING (-111.9428991 33.4270233, -111.9428867 33.4270451, -111.9427891 33.4271894, -111.9422951 33.4271894, -111.9422938 33.4270249)",walk;bike,1,0,,
,3048,544822382,1633,1634,1,21.49,1,30,800,service,7,"LINESTRING (-111.9428991 33.4270233, -111.9429985 33.4268483)",walk;bike,1,0,,
,3049,544822382,1634,1633,1,21.49,1,30,800,service,7,"LINESTRING (-111.9429985 33.4268483, -111.9428991 33.4270233)",walk;bike,1,0,,
,3050,544822382,1634,1635,1,17.47,1,30,800,service,7,"LINESTRING (-111.9429985 33.4268483, -111.9430484 33.4266964)",walk;bike,1,0,,
,3051,544822382,1635,1634,1,17.47,1,30,800,service,7,"LINESTRING (-111.9430484 33.4266964, -111.9429985 33.4268483)",walk;bike,1,0,,
,3052,544822382,1635,1625,1,14.66,1,30,800,service,7,"LINESTRING (-111.9430484 33.4266964, -111.9430615 33.4266566, -111.9430696 33.4265659)",walk;bike,1,0,,
,3053,544822382,1625,1635,1,14.66,1,30,800,service,7,"LINESTRING (-111.9430696 33.4265659, -111.9430615 33.4266566, -111.9430484 33.4266964)",walk;bike,1,0,,
,3054,544822383,1633,1632,1,56.27,1,30,800,service,7,"LINESTRING (-111.9428991 33.4270233, -111.9422938 33.4270249)",walk;bike,1,0,,
,3055,544822383,1632,1633,1,56.27,1,30,800,service,7,"LINESTRING (-111.9422938 33.4270249, -111.9428991 33.4270233)",walk;bike,1,0,,
,3056,544822384,1634,1631,1,65.65,1,30,800,service,7,"LINESTRING (-111.9429985 33.4268483, -111.9422923 33.4268484)",walk;bike,1,0,,
,3057,544822384,1631,1634,1,65.65,1,30,800,service,7,"LINESTRING (-111.9422923 33.4268484, -111.9429985 33.4268483)",walk;bike,1,0,,
,3058,544822386,1635,1630,1,70.4,1,30,800,service,7,"LINESTRING (-111.9430484 33.4266964, -111.9422911 33.4266973)",walk;bike,1,0,,
,3059,544822386,1630,1635,1,70.4,1,30,800,service,7,"LINESTRING (-111.9422911 33.4266973, -111.9430484 33.4266964)",walk;bike,1,0,,
,3060,544822387,1622,1629,1,17.67,1,30,800,service,7,"LINESTRING (-111.9424801 33.4265633, -111.9422900 33.4265616)",walk;bike,1,0,,
,3061,544822387,1629,1622,1,17.67,1,30,800,service,7,"LINESTRING (-111.9422900 33.4265616, -111.9424801 33.4265633)",walk;bike,1,0,,
,3062,544822390,46,1636,1,52.19,1,30,800,service,7,"LINESTRING (-111.9407780 33.4264585, -111.9407747 33.4259878)",walk;bike,1,0,,
,3063,544822390,1636,46,1,52.19,1,30,800,service,7,"LINESTRING (-111.9407747 33.4259878, -111.9407780 33.4264585)",walk;bike,1,0,,
,3064,544822390,1636,727,1,46.52,1,30,800,service,7,"LINESTRING (-111.9407747 33.4259878, -111.9412751 33.4259829)",walk;bike,1,0,,
,3065,544822390,727,1636,1,46.52,1,30,800,service,7,"LINESTRING (-111.9412751 33.4259829, -111.9407747 33.4259878)",walk;bike,1,0,,
,3066,544822392,1636,843,1,67.79,1,30,800,service,7,"LINESTRING (-111.9407747 33.4259878, -111.9406348 33.4259861, -111.9406267 33.4254920)",walk;bike,1,0,,
,3067,544822392,843,1636,1,67.79,1,30,800,service,7,"LINESTRING (-111.9406267 33.4254920, -111.9406348 33.4259861, -111.9407747 33.4259878)",walk;bike,1,0,,
South McAllister Avenue,3068,545478719,1071,325,1,8.13,2,40,1200,tertiary,5,"LINESTRING (-111.9306493 33.4147379, -111.9306492 33.4146646)",walk;bike,1,0,,
South McAllister Avenue,3069,545478719,325,1071,1,8.13,2,40,1200,tertiary,5,"LINESTRING (-111.9306492 33.4146646, -111.9306493 33.4147379)",walk;bike,1,0,,
,3070,546126842,808,1637,1,22.03,1,30,800,service,7,"LINESTRING (-111.9208172 33.4223463, -111.9208196 33.4221476)",walk;bike,0,0,,
,3071,546126842,1637,917,1,14.72,1,30,800,service,7,"LINESTRING (-111.9208196 33.4221476, -111.9208212 33.4220148)",walk;bike,0,0,,
,3072,546126845,918,1638,1,14.34,1,30,800,service,7,"LINESTRING (-111.9207233 33.4220150, -111.9207222 33.4221443)",walk;bike,0,0,,
,3073,546126845,1638,809,1,22.37,1,30,800,service,7,"LINESTRING (-111.9207222 33.4221443, -111.9207206 33.4223461)",walk;bike,0,0,,
,3074,546382862,1505,1639,1,11.4,1,5,800,footway,9,"LINESTRING (-111.9264632 33.4204419, -111.9264864 33.4204054, -111.9265088 33.4203708, -111.9265209 33.4203512)",walk,0,0,,
,3075,546382862,1639,657,1,7.97,1,5,800,footway,9,"LINESTRING (-111.9265209 33.4203512, -111.9265214 33.4202793)",walk,0,0,,
,3076,546382862,657,662,1,5.9,1,5,800,footway,9,"LINESTRING (-111.9265214 33.4202793, -111.9265190 33.4202261)",walk,0,0,,
,3077,546382863,478,1639,1,9.19,1,5,800,footway,9,"LINESTRING (-111.9266039 33.4203962, -111.9265209 33.4203512)",walk,0,0,,
,3078,546382864,662,1310,1,109.92,1,5,800,footway,9,"LINESTRING (-111.9265190 33.4202261, -111.9264993 33.4202112, -111.9264652 33.4201874, -111.9264467 33.4201674, -111.9264458 33.4201043, -111.9264604 33.4192608)",walk,0,0,,
,3079,546382865,1310,1640,1,17.23,1,5,800,footway,9,"LINESTRING (-111.9264604 33.4192608, -111.9264669 33.4191991, -111.9264741 33.4191058)",walk,0,0,,
,3080,546382865,1640,1641,1,12.47,1,5,800,footway,9,"LINESTRING (-111.9264741 33.4191058, -111.9264696 33.4189934)",walk,0,0,,
,3081,546382865,1641,1314,1,10.32,1,5,800,footway,9,"LINESTRING (-111.9264696 33.4189934, -111.9264753 33.4189004)",walk,0,0,,
,3082,546382866,1512,656,1,5.25,1,5,800,footway,9,"LINESTRING (-111.9287986 33.4212495, -111.9287972 33.4212022)",walk,0,0,,
,3083,546382866,656,1642,1,23.29,1,5,800,footway,9,"LINESTRING (-111.9287972 33.4212022, -111.9287981 33.4211256, -111.9287412 33.4210636, -111.9287401 33.4210084)",walk,0,0,,
,3084,546382867,651,171,1,8.01,1,5,800,footway,9,"LINESTRING (-111.9288119 33.4203449, -111.9288130 33.4202727)",walk,0,0,,
,3085,546382867,171,566,1,10.41,1,5,800,footway,9,"LINESTRING (-111.9288130 33.4202727, -111.9288116 33.4201788)",walk,0,0,,
,3086,546382867,566,1643,1,86.78,1,5,800,footway,9,"LINESTRING (-111.9288116 33.4201788, -111.9288082 33.4200963, -111.9287974 33.4198849, -111.9287926 33.4197651, -111.9287528 33.4196775, -111.9287455 33.4194429, -111.9287443 33.4194026)",walk,0,0,,
,3087,546382867,1643,1493,1,95.1,1,5,800,footway,9,"LINESTRING (-111.9287443 33.4194026, -111.9287419 33.4193191, -111.9287274 33.4187392, -111.9287299 33.4185900, -111.9287317 33.4185450)",walk,0,0,,
,3088,546382868,1313,1644,1,5.3,1,5,800,footway,9,"LINESTRING (-111.9287292 33.4184932, -111.9287271 33.4184454)",walk,0,0,,
,3089,546382869,1645,1646,1,110.26,1,5,800,footway,9,"LINESTRING (-111.9287233 33.4176910, -111.9287344 33.4175148, -111.9287769 33.4173687, -111.9289455 33.4170515, -111.9291418 33.4167766)",walk,0,0,,
,3090,546382869,1646,1647,1,38.45,1,5,800,footway,9,"LINESTRING (-111.9291418 33.4167766, -111.9291336 33.4167561, -111.9290962 33.4167337, -111.9290367 33.4167229, -111.9287558 33.4167217)",walk,0,0,,
,3091,546382869,1647,558,1,76.09,1,5,800,footway,9,"LINESTRING (-111.9287558 33.4167217, -111.9285776 33.4167210, -111.9282972 33.4167151, -111.9280367 33.4167064, -111.9280133 33.4167142, -111.9279395 33.4167152)",walk,0,0,,
,3092,546382869,558,1648,1,56.6,1,5,800,footway,9,"LINESTRING (-111.9279395 33.4167152, -111.9278743 33.4167142, -111.9278486 33.4167015, -111.9275811 33.4166986, -111.9274760 33.4167034, -111.9274281 33.4167151, -111.9273989 33.4167327, -111.9273478 33.4167499)",walk,0,0,,
,3093,546382869,1648,1649,1,13.01,1,5,800,footway,9,"LINESTRING (-111.9273478 33.4167499, -111.9272715 33.4167756, -111.9272166 33.4167905)",walk,0,0,,
,3094,546382869,1649,1650,1,71.67,1,5,800,footway,9,"LINESTRING (-111.9272166 33.4167905, -111.9271279 33.4168146, -111.9269223 33.4168731, -111.9267669 33.4169092, -111.9266466 33.4169257, -111.9265636 33.4169316, -111.9264889 33.4169316, -111.9264700 33.4169353)",walk,0,0,,
,3095,546382869,1650,1651,1,3.66,1,5,800,footway,9,"LINESTRING (-111.9264700 33.4169353, -111.9264579 33.4169417, -111.9264527 33.4169521, -111.9264531 33.4169618)",walk,0,0,,
,3096,546382869,1651,1022,1,93.97,1,5,800,footway,9,"LINESTRING (-111.9264531 33.4169618, -111.9264573 33.4170730, -111.9264608 33.4172368, -111.9264830 33.4172524, -111.9264889 33.4177419, -111.9264819 33.4178003)",walk,0,0,,
,3097,546382869,1022,1019,1,19.47,1,5,800,footway,9,"LINESTRING (-111.9264819 33.4178003, -111.9264807 33.4178657, -111.9264819 33.4179759)",walk,0,0,,
,3098,546382869,1019,1314,1,104.96,1,5,800,footway,9,"LINESTRING (-111.9264819 33.4179759, -111.9264807 33.4180198, -111.9265052 33.4180500, -111.9265017 33.4183591, -111.9264771 33.4183863, -111.9264698 33.4186823, -111.9264470 33.4187969, -111.9264434 33.4188546, -111.9264753 33.4189004)",walk,0,0,,
,3099,546382870,1556,1652,1,68.16,1,5,800,footway,9,"LINESTRING (-111.9287199 33.4183360, -111.9285763 33.4183345, -111.9282814 33.4183352, -111.9282358 33.4183659, -111.9281280 33.4183652, -111.9281272 33.4183859, -111.9280928 33.4183846, -111.9280944 33.4184426)",walk,0,0,,
,3100,546382870,1652,1653,1,13.1,1,5,800,footway,9,"LINESTRING (-111.9280944 33.4184426, -111.9280131 33.4185391)",walk,0,0,,
,3101,546382871,1644,1556,1,12.15,1,5,800,footway,9,"LINESTRING (-111.9287271 33.4184454, -111.9287199 33.4183360)",walk,0,0,,
,3102,546382871,1556,1645,1,71.51,1,5,800,footway,9,"LINESTRING (-111.9287199 33.4183360, -111.9287233 33.4176910)",walk,0,0,,
,3103,546382871,1645,1654,1,70.41,1,5,800,footway,9,"LINESTRING (-111.9287233 33.4176910, -111.9279660 33.4176900)",walk,0,0,,
East Terrace Road,3104,546382872,1016,1640,1,125.95,1,30,1000,residential,6,"LINESTRING (-111.9277064 33.4186462, -111.9271646 33.4188788, -111.9266753 33.4190722, -111.9264741 33.4191058)",walk;bike,1,0,,
East Terrace Road,3105,546382872,1640,1016,1,125.95,1,30,1000,residential,6,"LINESTRING (-111.9264741 33.4191058, -111.9266753 33.4190722, -111.9271646 33.4188788, -111.9277064 33.4186462)",walk;bike,1,0,,
East Terrace Road,3106,546382872,1640,966,1,17.43,1,30,1000,residential,6,"LINESTRING (-111.9264741 33.4191058, -111.9262905 33.4191375)",walk;bike,1,0,,
East Terrace Road,3107,546382872,966,1640,1,17.43,1,30,1000,residential,6,"LINESTRING (-111.9262905 33.4191375, -111.9264741 33.4191058)",walk;bike,1,0,,
,3108,546382873,1644,1652,1,58.82,1,5,800,footway,9,"LINESTRING (-111.9287271 33.4184454, -111.9280944 33.4184426)",walk,0,0,,
,3109,546382874,1653,1311,1,18.11,1,5,800,footway,9,"LINESTRING (-111.9280131 33.4185391, -111.9278719 33.4185991, -111.9278695 33.4186296)",walk,0,0,,
,3110,546382875,1016,1654,1,119.15,1,30,800,service,7,"LINESTRING (-111.9277064 33.4186462, -111.9278990 33.4185470, -111.9279667 33.4185036, -111.9279721 33.4183388, -111.9279660 33.4176900)",walk;bike,1,0,,
,3111,546382875,1654,1016,1,119.15,1,30,800,service,7,"LINESTRING (-111.9279660 33.4176900, -111.9279721 33.4183388, -111.9279667 33.4185036, -111.9278990 33.4185470, -111.9277064 33.4186462)",walk;bike,1,0,,
,3112,546382875,1654,560,1,11.28,1,30,800,service,7,"LINESTRING (-111.9279660 33.4176900, -111.9279610 33.4175883)",walk;bike,1,0,,
,3113,546382875,560,1654,1,11.28,1,30,800,service,7,"LINESTRING (-111.9279610 33.4175883, -111.9279660 33.4176900)",walk;bike,1,0,,
,3114,546382877,671,1655,1,250.98,1,5,800,footway,9,"LINESTRING (-111.9259069 33.4244988, -111.9257409 33.4245237, -111.9255831 33.4245585, -111.9245290 33.4245524, -111.9241353 33.4245661, -111.9241299 33.4250945, -111.9238414 33.4251157)",walk,0,0,,
,3115,546382877,1655,1656,1,100.7,1,5,800,footway,9,"LINESTRING (-111.9238414 33.4251157, -111.9238558 33.4260239)",walk,0,0,,
,3116,546382877,1656,1657,1,41.36,1,5,800,footway,9,"LINESTRING (-111.9238558 33.4260239, -111.9238560 33.4260348, -111.9235675 33.4263043)",walk,0,0,,
,3117,546382878,1144,1658,1,83.26,1,5,800,footway,9,"LINESTRING (-111.9241892 33.4259540, -111.9242510 33.4259156, -111.9242491 33.4256906, -111.9243217 33.4255455, -111.9245320 33.4254864, -111.9245349 33.4253683)",walk,0,0,,
,3118,546382878,1658,1659,1,7.52,1,5,800,footway,9,"LINESTRING (-111.9245349 33.4253683, -111.9246155 33.4253629)",walk,0,0,,
,3119,546382879,1141,1660,1,27.63,1,5,800,footway,9,"LINESTRING (-111.9259057 33.4254474, -111.9257088 33.4254495, -111.9257075 33.4253654)",walk,0,0,,
,3120,546382879,1660,1661,1,5.49,1,5,800,footway,9,"LINESTRING (-111.9257075 33.4253654, -111.9257665 33.4253629)",walk,0,0,,
,3121,546382880,1660,1658,1,109.01,1,5,800,footway,9,"LINESTRING (-111.9257075 33.4253654, -111.9245349 33.4253683)",walk,0,0,,
,3122,546382881,1138,1662,1,128.87,1,30,800,track,10,"LINESTRING (-111.9227254 33.4238674, -111.9226037 33.4238721, -111.9226009 33.4246670, -111.9226940 33.4249206)",walk;bike,0,0,,
,3123,546382881,1662,1655,1,115.42,1,30,800,track,10,"LINESTRING (-111.9226940 33.4249206, -111.9228883 33.4250508, -111.9237805 33.4250485, -111.9238414 33.4251157)",walk;bike,0,0,,
,3124,546382882,1662,1663,1,133.46,1,30,800,track,10,"LINESTRING (-111.9226940 33.4249206, -111.9226119 33.4249962, -111.9226178 33.4251248, -111.9226504 33.4251570, -111.9226519 33.4254352, -111.9226904 33.4255935, -111.9227719 33.4257357, -111.9228994 33.4258656, -111.9230609 33.4259595)",walk;bike,0,0,,
,3125,546382882,1663,1656,1,75.12,1,30,800,track,10,"LINESTRING (-111.9230609 33.4259595, -111.9231661 33.4259966, -111.9233528 33.4260300, -111.9238558 33.4260239)",walk;bike,0,0,,
,3126,546382883,1663,1146,1,136.0,1,30,800,service,7,"LINESTRING (-111.9230609 33.4259595, -111.9230016 33.4261005, -111.9230134 33.4263738, -111.9233587 33.4263812, -111.9234209 33.4264035, -111.9234624 33.4264629, -111.9234614 33.4268514)",walk;bike,1,0,,
,3127,546382883,1146,1663,1,136.0,1,30,800,service,7,"LINESTRING (-111.9234614 33.4268514, -111.9234624 33.4264629, -111.9234209 33.4264035, -111.9233587 33.4263812, -111.9230134 33.4263738, -111.9230016 33.4261005, -111.9230609 33.4259595)",walk;bike,1,0,,
,3128,546382884,1664,1321,1,410.94,1,5,800,footway,9,"LINESTRING (-111.9264478 33.4283000, -111.9264498 33.4281023, -111.9264894 33.4279563, -111.9264894 33.4276677, -111.9264956 33.4270167, -111.9265029 33.4267499, -111.9265040 33.4263284, -111.9265009 33.4258547, -111.9265050 33.4255287, -111.9265040 33.4250307, -111.9265104 33.4245973)",walk,0,0,,
,3129,546382885,1320,987,1,7.97,1,5,800,footway,9,"LINESTRING (-111.9264663 33.4245982, -111.9263807 33.4245940)",walk,0,0,,
,3130,546382885,987,664,1,14.66,1,5,800,footway,9,"LINESTRING (-111.9263807 33.4245940, -111.9262235 33.4245838)",walk,0,0,,
,3131,546382885,664,1665,1,8.52,1,5,800,footway,9,"LINESTRING (-111.9262235 33.4245838, -111.9261320 33.4245799)",walk,0,0,,
,3132,546382885,1665,672,1,8.7,1,5,800,footway,9,"LINESTRING (-111.9261320 33.4245799, -111.9261320 33.4245014)",walk,0,0,,
,3133,546382885,672,1666,1,9.06,1,5,800,footway,9,"LINESTRING (-111.9261320 33.4245014, -111.9261301 33.4244197)",walk,0,0,,
,3134,546382885,1666,976,1,8.73,1,5,800,footway,9,"LINESTRING (-111.9261301 33.4244197, -111.9262240 33.4244218)",walk,0,0,,
,3135,546382885,976,667,1,14.69,1,5,800,footway,9,"LINESTRING (-111.9262240 33.4244218, -111.9263820 33.4244228)",walk,0,0,,
,3136,546382885,667,1667,1,8.15,1,5,800,footway,9,"LINESTRING (-111.9263820 33.4244228, -111.9264696 33.4244205)",walk,0,0,,
,3137,546382885,1667,1345,1,9.48,1,5,800,footway,9,"LINESTRING (-111.9264696 33.4244205, -111.9264710 33.4245060)",walk,0,0,,
,3138,546382885,1345,1320,1,10.23,1,5,800,footway,9,"LINESTRING (-111.9264710 33.4245060, -111.9264663 33.4245982)",walk,0,0,,
,3139,546382886,1667,1668,1,119.8,1,5,800,footway,9,"LINESTRING (-111.9264696 33.4244205, -111.9264535 33.4243750, -111.9264642 33.4233419)",walk,0,0,,
,3140,546382886,1668,1669,1,132.33,1,5,800,footway,9,"LINESTRING (-111.9264642 33.4233419, -111.9264693 33.4229021, -111.9264771 33.4221887, -111.9264897 33.4221498)",walk,0,0,,
,3141,546382887,1669,1670,1,1.27,1,5,800,footway,9,"LINESTRING (-111.9264897 33.4221498, -111.9264960 33.4221396)",walk,0,0,,
,3142,546382887,1670,929,1,12.57,1,5,800,footway,9,"LINESTRING (-111.9264960 33.4221396, -111.9265015 33.4220263)",walk,0,0,,
,3143,546382887,929,1508,1,14.55,1,5,800,footway,9,"LINESTRING (-111.9265015 33.4220263, -111.9264930 33.4218953)",walk,0,0,,
,3144,546387754,1670,1671,1,98.1,1,5,800,footway,9,"LINESTRING (-111.9264960 33.4221396, -111.9265179 33.4221283, -111.9266716 33.4221505, -111.9268994 33.4221532, -111.9269735 33.4221350, -111.9270717 33.4221169, -111.9273760 33.4221182, -111.9274569 33.4221177, -111.9275396 33.4221164)",walk,0,0,,
,3145,546387754,1671,1454,1,93.23,1,5,800,footway,9,"LINESTRING (-111.9275396 33.4221164, -111.9275877 33.4221156, -111.9283588 33.4221095, -111.9283931 33.4221104, -111.9284630 33.4221152, -111.9285420 33.4221181)",walk,0,0,,
