mvmt_id,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,mvmt_txt_id,geometry,node_id,osm_node_id,name,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,volume,free_speed,allowed_uses,,
96,22,2,2,132,1,1,1,EBR,"LINESTRING (-111.938374 33.414963, -111.938366 33.414880)",18,316870046,,316870186_2625358994,2065989244_2065989239_2065989260_2065989250,right,,,,,,auto;walk;bike,,
97,131,1,1,23,1,1,1,WBL,"LINESTRING (-111.938226 33.414963, -111.938223 33.414893)",18,316870046,,2625358988,41624258,left,,,,,,auto;walk;bike,,
98,131,1,1,132,1,1,1,WBT,"LINESTRING (-111.938226 33.414963, -111.938366 33.414880)",18,316870046,,2625358988,2065989244_2065989239_2065989260_2065989250,thru,,,,,,auto;walk;bike,,
99,23,1,2,24,1,2,2,EBT,"LINESTRING (-111.937451 33.414663, -111.937282 33.414637)",19,41624258,,316870046,4346575408,thru,,,,,,auto;walk;bike,,
100,112,1,1,24,2,2,1,EBT,"LINESTRING (-111.937453 33.414648, -111.937282 33.414637)",19,41624258,,3983483499,4346575408,thru,,,,,,auto;walk;bike,,
101,24,1,2,301,1,2,2,EBT,"LINESTRING (-111.937107 33.414616, -111.936936 33.414606)",20,4346575408,,41624258,330683946_41624261,thru,,,,,,auto;walk;bike,,
102,27,1,1,599,1,1,1,WBT,"LINESTRING (-111.940692 33.426459, -111.940864 33.426457)",23,41630202,,2625359017_41630200,7125038250,thru,,,,,,auto;walk;bike,,
103,600,1,1,28,1,1,1,EBT,"LINESTRING (-111.940864 33.426457, -111.940692 33.426459)",23,41630202,,7125038250,2625359017_41630200,thru,,,,,,auto;walk;bike,,
104,30,1,1,32,1,1,1,WBT,"LINESTRING (-111.941152 33.419052, -111.941323 33.419052)",27,41533538,,1698683826_2625359006,41563464,thru,,,,,,auto;walk;bike,,
105,30,1,1,621,1,1,1,WBR,"LINESTRING (-111.941152 33.419052, -111.941224 33.419123)",27,41533538,,1698683826_2625359006,7265020287,right,,,,,,auto;walk;bike,,
106,30,1,1,622,1,1,1,WBL,"LINESTRING (-111.941152 33.419052, -111.941237 33.418980)",27,41533538,,1698683826_2625359006,41533540,left,,,,,,auto;walk;bike,,
107,33,1,1,31,1,1,1,EBT,"LINESTRING (-111.941323 33.419052, -111.941152 33.419052)",27,41533538,,41563464,1698683826_2625359006,thru,,,,,,auto;walk;bike,,
108,33,1,1,621,1,1,1,EBL,"LINESTRING (-111.941323 33.419052, -111.941224 33.419123)",27,41533538,,41563464,7265020287,left,,,,,,auto;walk;bike,,
109,33,1,1,622,1,1,1,EBR,"LINESTRING (-111.941323 33.419052, -111.941237 33.418980)",27,41533538,,41563464,41533540,right,,,,,,auto;walk;bike,,
110,620,1,1,31,1,1,1,SBL,"LINESTRING (-111.941224 33.419123, -111.941152 33.419052)",27,41533538,,7265020287,1698683826_2625359006,left,,,,,,auto;walk;bike,,
111,620,1,1,32,1,1,1,SBR,"LINESTRING (-111.941224 33.419123, -111.941323 33.419052)",27,41533538,,7265020287,41563464,right,,,,,,auto;walk;bike,,
112,620,1,1,622,1,1,1,SBT,"LINESTRING (-111.941224 33.419123, -111.941237 33.418980)",27,41533538,,7265020287,41533540,thru,,,,,,auto;walk;bike,,
113,623,1,1,31,1,1,1,NBR,"LINESTRING (-111.941237 33.418980, -111.941152 33.419052)",27,41533538,,41533540,1698683826_2625359006,right,,,,,,auto;walk;bike,,
114,623,1,1,32,1,1,1,NBL,"LINESTRING (-111.941237 33.418980, -111.941323 33.419052)",27,41533538,,41533540,41563464,left,,,,,,auto;walk;bike,,
115,623,1,1,621,1,1,1,NBT,"LINESTRING (-111.941237 33.418980, -111.941224 33.419123)",27,41533538,,41533540,7265020287,thru,,,,,,auto;walk;bike,,
116,37,1,1,135,1,1,1,EBL,"LINESTRING (-111.939979 33.413627, -111.939893 33.413699)",29,41662601,,41563455,4346569402,left,,,,,,auto;walk;bike,,
117,37,1,1,476,2,2,1,EBR,"LINESTRING (-111.939979 33.413627, -111.939892 33.413555)",29,41662601,,41563455,41662602,right,,,,,,auto;walk;bike,,
118,134,2,2,36,1,1,1,SBR,"LINESTRING (-111.939893 33.413699, -111.939979 33.413627)",29,41662601,,4346569402,41563455,right,,,,,,auto;walk;bike,,
119,134,1,1,476,1,1,1,SBT,"LINESTRING (-111.939893 33.413699, -111.939892 33.413555)",29,41662601,,4346569402,41662602,thru,,,,,,auto;walk;bike,,
120,477,1,1,36,1,1,1,NBL,"LINESTRING (-111.939892 33.413555, -111.939979 33.413627)",29,41662601,,41662602,41563455,left,,,,,,auto;walk;bike,,
121,477,2,2,135,2,2,1,NBT,"LINESTRING (-111.939892 33.413555, -111.939893 33.413699)",29,41662601,,41662602,4346569402,thru,,,,,,auto;walk;bike,,
122,41,1,1,71,1,1,1,NBL,"LINESTRING (-111.921991 33.412822, -111.922077 33.412895)",31,41708464,,,41855562,left,,,,,,auto;walk;bike,,
123,41,1,1,72,1,1,1,NBR,"LINESTRING (-111.921991 33.412822, -111.921905 33.412895)",31,41708464,,,5665542312,right,,,,,,auto;walk;bike,,
124,70,1,1,40,1,1,1,EBR,"LINESTRING (-111.922077 33.412895, -111.921991 33.412822)",31,41708464,,41855562,,right,,,,,,auto;walk;bike,,
125,70,1,1,72,1,1,1,EBT,"LINESTRING (-111.922077 33.412895, -111.921905 33.412895)",31,41708464,,41855562,5665542312,thru,,,,,,auto;walk;bike,,
126,73,1,1,40,1,1,1,WBL,"LINESTRING (-111.921905 33.412895, -111.921991 33.412822)",31,41708464,,5665542312,,left,,,,,,auto;walk;bike,,
127,73,1,1,71,1,1,1,WBT,"LINESTRING (-111.921905 33.412895, -111.922077 33.412895)",31,41708464,,5665542312,41855562,thru,,,,,,auto;walk;bike,,
128,43,1,1,99,1,1,1,EBL,"LINESTRING (-111.935039 33.421911, -111.934965 33.422021)",35,41714339,,41714336_2860653270,42304472,left,,,,,,auto;walk;bike,,
129,43,2,2,230,2,2,1,EBT,"LINESTRING (-111.935039 33.421911, -111.934880 33.421951)",35,41714339,,41714336_2860653270,5176314770,thru,,,,,,auto;walk;bike,,
130,98,1,1,216,2,2,1,SBR,"LINESTRING (-111.934965 33.422021, -111.935037 33.421989)",35,41714339,,42304472,41714336_2860653270,right,,,,,,auto;walk;bike,,
131,98,1,1,230,1,1,1,SBL,"LINESTRING (-111.934965 33.422021, -111.934880 33.421951)",35,41714339,,42304472,5176314770,left,,,,,,auto;walk;bike,,
132,231,2,2,99,1,1,1,WBR,"LINESTRING (-111.934880 33.421951, -111.934965 33.422021)",35,41714339,,5176314770,42304472,right,,,,,,auto;walk;bike,,
133,231,1,1,216,1,1,1,WBT,"LINESTRING (-111.934880 33.421951, -111.935037 33.421989)",35,41714339,,5176314770,41714336_2860653270,thru,,,,,,auto;walk;bike,,
134,45,1,1,537,1,1,1,WBT,"LINESTRING (-111.939330 33.425497, -111.939502 33.425497)",36,337713512,,3642940510,41662584_2625359016,thru,,,,,,auto;walk;bike,,
135,536,1,1,44,1,1,1,EBT,"LINESTRING (-111.939502 33.425497, -111.939330 33.425497)",36,337713512,,41662584_2625359016,3642940510,thru,,,,,,auto;walk;bike,,
136,44,1,1,46,1,1,1,EBT,"LINESTRING (-111.938247 33.425496, -111.938075 33.425495)",37,3642940510,,337713512,41746580,thru,,,,,,auto;walk;bike,,
137,44,1,1,246,1,1,1,EBL,"LINESTRING (-111.938247 33.425496, -111.938162 33.425568)",37,3642940510,,337713512,2625359019,left,,,,,,auto;walk;bike,,
138,47,1,1,45,1,1,1,WBT,"LINESTRING (-111.938075 33.425495, -111.938247 33.425496)",37,3642940510,,41746580,337713512,thru,,,,,,auto;walk;bike,,
139,47,1,1,246,1,1,1,WBR,"LINESTRING (-111.938075 33.425495, -111.938162 33.425568)",37,3642940510,,41746580,2625359019,right,,,,,,auto;walk;bike,,
140,247,1,1,45,1,1,1,SBR,"LINESTRING (-111.938162 33.425568, -111.938247 33.425496)",37,3642940510,,2625359019,337713512,right,,,,,,auto;walk;bike,,
141,247,1,1,46,1,1,1,SBL,"LINESTRING (-111.938162 33.425568, -111.938075 33.425495)",37,3642940510,,2625359019,41746580,left,,,,,,auto;walk;bike,,
142,46,1,1,190,1,1,1,EBR,"LINESTRING (-111.936758 33.425499, -111.936672 33.425427)",38,41746580,,3642940510,41529813,right,,,,,,auto;walk;bike,,
143,46,1,1,266,1,1,1,EBT,"LINESTRING (-111.936758 33.425499, -111.936586 33.425500)",38,41746580,,3642940510,6786314013,thru,,,,,,auto;walk;bike,,
144,191,1,1,47,1,1,1,NBL,"LINESTRING (-111.936672 33.425427, -111.936758 33.425499)",38,41746580,,41529813,3642940510,left,,,,,,auto;walk;bike,,
145,191,1,1,266,1,1,1,NBR,"LINESTRING (-111.936672 33.425427, -111.936586 33.425500)",38,41746580,,41529813,6786314013,right,,,,,,auto;walk;bike,,
146,267,1,1,47,1,1,1,WBT,"LINESTRING (-111.936586 33.425500, -111.936758 33.425499)",38,41746580,,6786314013,3642940510,thru,,,,,,auto;walk;bike,,
147,267,1,1,190,1,1,1,WBL,"LINESTRING (-111.936586 33.425500, -111.936672 33.425427)",38,41746580,,6786314013,41529813,left,,,,,,auto;walk;bike,,
148,49,1,1,511,1,1,1,NBT,"LINESTRING (-111.928842 33.417974, -111.928846 33.418118)",39,5201685464,,41654675,5280009872,thru,,,,,,auto;walk;bike,,
149,510,1,1,48,1,1,1,SBT,"LINESTRING (-111.928846 33.418118, -111.928842 33.417974)",39,5201685464,,5280009872,41654675,thru,,,,,,auto;walk;bike,,
150,48,1,1,157,1,1,1,SBL,"LINESTRING (-111.929345 33.416697, -111.929318 33.416644)",40,41654675,,5201685464,41573980,left,,,,,,auto;walk;bike,,
151,48,1,1,438,1,1,1,SBR,"LINESTRING (-111.929345 33.416697, -111.929490 33.416640)",40,41654675,,5201685464,4716137951,right,,,,,,auto;walk;bike,,
152,48,1,1,566,2,2,1,SBT,"LINESTRING (-111.929345 33.416697, -111.929478 33.416607)",40,41654675,,5201685464,5806210751,thru,,,,,,auto;walk;bike,,
153,158,1,1,49,1,1,1,WBR,"LINESTRING (-111.929318 33.416644, -111.929345 33.416697)",40,41654675,,41573980,5201685464,right,,,,,,auto;walk;bike,,
154,158,1,1,438,1,1,1,WBR,"LINESTRING (-111.929318 33.416644, -111.929490 33.416640)",40,41654675,,41573980,4716137951,right,,,,,,auto;walk;bike,,
155,158,1,1,566,1,1,1,WBT,"LINESTRING (-111.929318 33.416644, -111.929478 33.416607)",40,41654675,,41573980,5806210751,thru,,,,,,auto;walk;bike,,
156,437,1,1,49,1,1,1,SBL,"LINESTRING (-111.929490 33.416640, -111.929345 33.416697)",40,41654675,,4716137951,5201685464,left,,,,,,auto;walk;bike,,
157,437,1,1,157,1,1,1,SBL,"LINESTRING (-111.929490 33.416640, -111.929318 33.416644)",40,41654675,,4716137951,41573980,left,,,,,,auto;walk;bike,,
158,437,1,1,566,2,2,1,SBR,"LINESTRING (-111.929490 33.416640, -111.929478 33.416607)",40,41654675,,4716137951,5806210751,right,,,,,,auto;walk;bike,,
159,509,2,2,49,1,1,1,NBT,"LINESTRING (-111.929449 33.416582, -111.929345 33.416697)",40,41654675,,317327702,5201685464,thru,,,,,,auto;walk;bike,,
