name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,0,488978600,,yes,,,"POLYGON ((-74.6528016 40.3538277, -74.65277089999999 40.353753, -74.6525645 40.3538023, -74.6525951 40.3538769, -74.6528016 40.3538277))",POINT (-74.6526831 40.353815),160.4,1726.3
,1,491157323,,residential,,,"POLYGON ((-74.655416 40.3527741, -74.6554773 40.3528949, -74.65627120000001 40.3526611, -74.656203 40.3525267, -74.6561315 40.3525477, -74.6561435 40.3525712, -74.65601030000001 40.3526104, -74.65601789999999 40.3526254, -74.6559389 40.3526487, -74.6559312 40.3526335, -74.65579080000001 40.3526748, -74.65579719999999 40.3526876, -74.6557177 40.352711, -74.6557117 40.3526992, -74.6555731 40.35274, -74.6555797 40.3527531, -74.6555001 40.3527765, -74.6554881 40.3527529, -74.655416 40.3527741))",POINT (-74.6558527 40.3527207),941.1,10130.3
,2,489962251,,house,,,"POLYGON ((-74.64420459999999 40.3517841, -74.64403299999999 40.3518331, -74.643989 40.3517437, -74.6441607 40.3516947, -74.64420459999999 40.3517841))",POINT (-74.6440968 40.3517639),165.4,1780.7
,3,489195305,,house,,,"POLYGON ((-74.64063849999999 40.3515538, -74.6404234 40.3516074, -74.6403804 40.3515072, -74.6405956 40.3514537, -74.64063849999999 40.3515538))",POINT (-74.64050949999999 40.3515305),224.5,2416.2
,4,491944804,,house,,,"POLYGON ((-74.6686488 40.3488684, -74.66847180000001 40.3489379, -74.66839179999999 40.3488195, -74.6685688 40.34875, -74.6686488 40.3488684))",POINT (-74.6685203 40.348844),251.7,2709.1
,5,488974377,,retail,,,"POLYGON ((-74.6607898 40.3495398, -74.66072080000001 40.3495548, -74.6607408 40.349608, -74.6608097 40.349593, -74.6607898 40.3495398))",POINT (-74.66076529999999 40.3495739),37.1,399.4
,6,488980881,,yes,,,"POLYGON ((-74.6512506 40.3535709, -74.65121449999999 40.353469, -74.6511149 40.3534895, -74.65115110000001 40.3535914, -74.6512506 40.3535709))",POINT (-74.6511828 40.3535302),103.2,1110.6
,7,489612985,,house,,,"POLYGON ((-74.64952460000001 40.3537294, -74.64955639999999 40.3538098, -74.64936059999999 40.3538548, -74.64932880000001 40.3537744, -74.64952460000001 40.3537294))",POINT (-74.6494426 40.3537921),162.9,1753.4
,8,489195262,,house,,,"POLYGON ((-74.63980840000001 40.3501465, -74.63969760000001 40.3502173, -74.6395716 40.3501028, -74.6396823 40.350032, -74.63980840000001 40.3501465))",POINT (-74.63969 40.3501247),204.9,2205.3
,9,489340736,,house,,,"POLYGON ((-74.6484729 40.351969, -74.6483951 40.3518607, -74.6484787 40.3518258, -74.6485565 40.3519342, -74.6484729 40.351969))",POINT (-74.6484758 40.3518974),110.3,1187.0
,10,494316217,,residential,,,"POLYGON ((-74.6630691 40.3509584, -74.6632424 40.3513617, -74.66318769999999 40.3514744, -74.6625499 40.3516187, -74.6625418 40.3515991, -74.66241719999999 40.3516289, -74.66225919999999 40.3512454, -74.6623919 40.3512137, -74.66250340000001 40.3514844, -74.662566 40.3514694, -74.66242889999999 40.3511365, -74.6625964 40.3510964, -74.66276379999999 40.3515027, -74.6628698 40.3514773, -74.66269870000001 40.3510621, -74.66287730000001 40.3510193, -74.6630358 40.3514039, -74.6630962 40.3513895, -74.66293279999999 40.3509927, -74.6630691 40.3509584))",POINT (-74.66277239999999 40.3513232),3125.1,33638.2
,11,141510504,,,parking,,"POLYGON ((-74.6480737 40.3420677, -74.64784160000001 40.3423577, -74.6477987 40.3423371, -74.6476533 40.3422675, -74.64789140000001 40.3419864, -74.6479514 40.3420127, -74.6479997 40.3420339, -74.6480737 40.3420677))",POINT (-74.6478644 40.342171),689.4,7420.6
,12,491804098,,residential,,,"POLYGON ((-74.6611454 40.3539908, -74.6609603 40.3540665, -74.6608951 40.3539739, -74.6610802 40.3538983, -74.6611454 40.3539908))",POINT (-74.6610202 40.3539824),207.9,2237.9
,13,489332904,,yes,,,"POLYGON ((-74.6497346 40.3530245, -74.64958970000001 40.3530654, -74.6495348 40.3529523, -74.6496796 40.3529114, -74.6497346 40.3530245))",POINT (-74.64963469999999 40.3529884),175.3,1886.9
,14,491804095,,residential,,,"POLYGON ((-74.66142429999999 40.3538355, -74.66128620000001 40.3538764, -74.6612614 40.3538278, -74.6613996 40.3537869, -74.66142429999999 40.3538355))",POINT (-74.66134289999999 40.3538316),72.8,784.0
,15,491157276,,house,,,"POLYGON ((-74.65726549999999 40.3525171, -74.6571347 40.3525568, -74.657106 40.3525018, -74.65723680000001 40.3524621, -74.65726549999999 40.3525171))",POINT (-74.6571857 40.3525094),78.3,842.5
,16,490130234,,house,,,"POLYGON ((-74.6441102 40.3530429, -74.64402699999999 40.3529386, -74.64410839999999 40.3529009, -74.6441916 40.3530052, -74.6441102 40.3530429))",POINT (-74.6441093 40.3529719),110.2,1186.5
Corwin Hall,17,40718022,,university,,,"POLYGON ((-74.65409889999999 40.3490506, -74.6543186 40.3489478, -74.65414629999999 40.3487225, -74.6542616 40.3486667, -74.6543369 40.3487641, -74.65451419999999 40.3489863, -74.65449099999999 40.3489972, -74.65414149999999 40.3491613, -74.6540919 40.3491005, -74.6541264 40.3490837, -74.65409889999999 40.3490506))",POINT (-74.6542942 40.3489307),782.6,8424.2
