name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
6C PDSI,0,32524914,,university,,,"POLYGON ((-71.090638 42.3595387, -71.0907088 42.3595152, -71.0907052 42.3595094, -71.0907364 42.3594991, -71.0907263 42.3594825, -71.0908202 42.3594513, -71.0908341 42.3594742, -71.09089899999999 42.3594526, -71.0911054 42.3597881, -71.09073100000001 42.3599135, -71.0906998 42.3598623, -71.0907359 42.3598502, -71.09056459999999 42.3595693, -71.0906411 42.3595438, -71.090638 42.3595387))",POINT (-71.0908313 42.3596765),1293.6,13924.2
200 Technology Square,1,328256023,,commercial,,,"POLYGON ((-71.0910567 42.3636559, -71.09078 42.3636361, -71.0908689 42.3629577, -71.090874 42.3629184, -71.091223 42.3629433, -71.0911813 42.3632617, -71.09110889999999 42.3632565, -71.0910567 42.3636559))",POINT (-71.0909862 42.3632677),2047.6,22040.5
,2,212292950,,yes,,,"POLYGON ((-71.1030047 42.3569234, -71.1029284 42.3570107, -71.1028347 42.3569657, -71.10291100000001 42.3568784, -71.1030047 42.3569234))",POINT (-71.1029197 42.3569445),106.2,1143.0
,3,29637809,,yes,,,"POLYGON ((-71.1044751 42.3626508, -71.10464399999999 42.3627464, -71.10454540000001 42.3628216, -71.1044649 42.362776, -71.10439 42.3627329, -71.1044751 42.3626508))",POINT (-71.10451430000001 42.3627375),193.9,2087.1
E25 Whitaker College,4,177921759,,university,,,"POLYGON ((-71.0873457 42.3618209, -71.0873479 42.3618013, -71.0863928 42.361726, -71.0864203 42.3615227, -71.0864268 42.3614834, -71.0867184 42.3613833, -71.08675390000001 42.3613707, -71.0867495 42.3614147, -71.0867464 42.3614509, -71.0867102 42.3614645, -71.0866955 42.3615512, -71.0874496 42.361611, -71.08744710000001 42.3616296, -71.0874328 42.3617338, -71.0874227 42.3618073, -71.0874113 42.3618931, -71.0874448 42.3618956, -71.08743680000001 42.3619442, -71.0874489 42.3619561, -71.0874373 42.3620057, -71.08720700000001 42.3619889, -71.0872143 42.3619289, -71.087338 42.3618851, -71.0873457 42.3618209))",POINT (-71.0869283 42.3616728),2435.6,26216.1
Walker Memorial (50),5,24494050,,university,,,"POLYGON ((-71.0886263 42.3595276, -71.0883479 42.3590826, -71.0881751 42.3591385, -71.08793590000001 42.3592158, -71.0882058 42.3596672, -71.0886263 42.3595276))",POINT (-71.0882793 42.3593743),2045.6,22018.2
MIT Police,6,29127346,,university,police,,"POLYGON ((-71.1048942 42.3554006, -71.10485989999999 42.3553562, -71.1044479 42.3555592, -71.1045938 42.3557177, -71.1047311 42.355648, -71.1048255 42.3555338, -71.1048942 42.3554006))",POINT (-71.1046807 42.3555419),669.1,7201.7
E51,7,24494135,,university,,,"POLYGON ((-71.0849675 42.3603118, -71.0848915 42.3601785, -71.0844879 42.3603159, -71.0844694 42.3602903, -71.0844827 42.3602793, -71.0844668 42.3602641, -71.084407 42.3602902, -71.08430300000001 42.3603196, -71.084315 42.3603359, -71.08437910000001 42.3603307, -71.0843838 42.3603464, -71.0841167 42.3604397, -71.0841698 42.3605264, -71.08444919999999 42.3609754, -71.08454140000001 42.360946, -71.0846382 42.3609133, -71.0846476 42.3609284, -71.0847426 42.3610826, -71.0847595 42.3610768, -71.0847795 42.3610698, -71.0846784 42.3608994, -71.08473050000001 42.3608799, -71.0846688 42.3607781, -71.08464360000001 42.3607871, -71.0844586 42.3604817, -71.0849675 42.3603118))",POINT (-71.0845028 42.3605652),2443.8,26304.7
,8,29907177,,yes,,,"POLYGON ((-71.10390289999999 42.3627095, -71.104009 42.3627735, -71.10393879999999 42.3628376, -71.1038326 42.3627736, -71.10390289999999 42.3627095))",POINT (-71.1039208 42.3627736),103.7,1115.8
Christian Mission Holiness Church,9,29803324,,church,place_of_worship,,"POLYGON ((-71.09692219999999 42.3634116, -71.09704069999999 42.3634192, -71.09702179999999 42.3635814, -71.0969034 42.3635739, -71.09692219999999 42.3634116))",POINT (-71.09697199999999 42.3634965),176.7,1902.4
,10,29870503,,university,,,"POLYGON ((-71.0989415 42.3627547, -71.0989137 42.3630147, -71.098888 42.3632555, -71.0987059 42.3632449, -71.0987592 42.3627449, -71.0989415 42.3627547))",POINT (-71.0988237 42.363),838.4,9024.1
26,11,32525936,,university,,,"POLYGON ((-71.0914051 42.3610209, -71.09117759999999 42.3606451, -71.09121519999999 42.3606327, -71.0911085 42.3604565, -71.0909802 42.360499, -71.0909383 42.3604265, -71.0909083 42.3604364, -71.0909496 42.3605113, -71.0905501 42.3606433, -71.0906576 42.3608209, -71.09099260000001 42.3607101, -71.09139140000001 42.3613688, -71.0915806 42.3613062, -71.09149669999999 42.3611676, -71.0916252 42.3611251, -71.0915359 42.3609776, -71.0914051 42.3610209))",POINT (-71.0911373 42.3608587),2680.7,28855.2
100 Landsdowne,12,264253041,,apartments,,,"POLYGON ((-71.1007489 42.3600913, -71.1011927 42.3599219, -71.10135630000001 42.3597792, -71.1011417 42.3596622, -71.10112030000001 42.359686, -71.1010747 42.3596583, -71.100954 42.3597138, -71.1008681 42.3596127, -71.10058770000001 42.3597411, -71.1006546 42.3598234, -71.1005643 42.3598637, -71.1007489 42.3600913))",POINT (-71.1009214 42.3598389),1949.0,20978.9
,13,212292958,,yes,,,"POLYGON ((-71.08682330000001 42.3597489, -71.0868026 42.3597547, -71.0868206 42.3597902, -71.086743 42.3598119, -71.086713 42.3597528, -71.0867677 42.3597376, -71.0867635 42.3597293, -71.0868072 42.3597171, -71.08682330000001 42.3597489))",POINT (-71.08677179999999 42.3597658),56.4,606.9
Westgate Lot,14,249443672,,,parking,,"POLYGON ((-71.1024589 42.3563147, -71.10319680000001 42.3559561, -71.1025696 42.3549141, -71.10177090000001 42.3551779, -71.1024589 42.3563147))",POINT (-71.1024932 42.3555926),9521.0,102482.8
,15,29907740,,yes,,,"POLYGON ((-71.1042973 42.3626697, -71.10435529999999 42.3627047, -71.1042736 42.3627792, -71.1042156 42.3627443, -71.1042973 42.3626697))",POINT (-71.1042855 42.3627245),65.8,707.7
