agent_id,o_zone_id,d_zone_id,path_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,geometry
1274,5,8,0,N/A,N/A,N/A,N/A,N/A,2100.8475,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.2374709 13.0074523, 80.2387016 13.007221, 80.240213 13.0069328, 80.2403241 13.0069116, 80.2406323 13.0068528, 80.2413433 13.0067707, 80.2429431 13.0067136, 80.2441123 13.0067335, 80.2454226 13.0067495, 80.2472834 13.0067745, 80.2474589 13.0067073, 80.2476214 13.0067745, 80.2477253 13.0067588, 80.248075 13.0067609, 80.2483802 13.0067672, 80.2484534 13.0069485, 80.2485708 13.0078984, 80.2502138 13.0078228)"
1742,5,37,0,N/A,N/A,N/A,N/A,N/A,6088.483928571427,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.2374709 13.0074523, 80.2387016 13.007221, 80.240213 13.0069328, 80.2403241 13.0069116, 80.2406323 13.0068528, 80.2413433 13.0067707, 80.2429431 13.0067136, 80.2441123 13.0067335, 80.2454226 13.0067495, 80.2472834 13.0067745, 80.2474589 13.0067073, 80.2474526 13.0064211, 80.2474516 13.0062878, 80.2474505 13.00581, 80.2474878 13.0042823, 80.2497973 12.9943661, 80.2504728 12.9916856, 80.2507287 12.99067, 80.2511922 12.9888237, 80.251317 12.9883249, 80.2513935 12.9878632, 80.251625 12.9872076, 80.251756 12.9863676, 80.2515745 12.9862277, 80.2505239 12.9861924, 80.2498873 12.9861932, 80.2494916 12.9861937, 80.2486521 12.9861946, 80.2473271 12.9861962, 80.2467363 12.9861969, 80.2452672 12.9862171, 80.2451048 12.9862133, 80.2438456 12.9862113, 80.2433032 12.9862105, 80.2411166 12.9862239, 80.2407551 12.9865969, 80.2406712 12.9866076, 80.2393762 12.9866723, 80.2387016 12.9866807, 80.2382944 12.9866685, 80.2379734 12.9866588, 80.2372461 12.9866584)"
1767,5,38,0,N/A,N/A,N/A,N/A,N/A,5281.643928571428,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.2374709 13.0074523, 80.2387016 13.007221, 80.240213 13.0069328, 80.2403241 13.0069116, 80.2406323 13.0068528, 80.2413433 13.0067707, 80.2429431 13.0067136, 80.2441123 13.0067335, 80.2454226 13.0067495, 80.2472834 13.0067745, 80.2474589 13.0067073, 80.2474526 13.0064211, 80.2474516 13.0062878, 80.2474505 13.00581, 80.2474878 13.0042823, 80.2497973 12.9943661, 80.2504728 12.9916856, 80.2507287 12.99067, 80.2511922 12.9888237, 80.251317 12.9883249, 80.2513935 12.9878632, 80.251625 12.9872076, 80.251756 12.9863676, 80.2515745 12.9862277, 80.2505239 12.9861924, 80.2498873 12.9861932, 80.2494916 12.9861937, 80.2486521 12.9861946, 80.2473271 12.9861962, 80.2467363 12.9861969, 80.2452672 12.9862171, 80.2451048 12.9862133, 80.2438456 12.9862113, 80.2433032 12.9862105, 80.2411166 12.9862239, 80.2410705 12.9859894, 80.2409888 12.9857743, 80.2406319 12.9854059)"
1793,5,40,0,N/A,N/A,N/A,N/A,N/A,3566.4774999999995,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.2374709 13.0074523, 80.2387016 13.007221, 80.240213 13.0069328, 80.2403241 13.0069116, 80.2406323 13.0068528, 80.2413433 13.0067707, 80.2429431 13.0067136, 80.2441123 13.0067335, 80.2454226 13.0067495, 80.2472834 13.0067745, 80.2474589 13.0067073, 80.2474526 13.0064211, 80.2474516 13.0062878, 80.2474505 13.00581, 80.2474878 13.0042823, 80.2497973 12.9943661, 80.2504728 12.9916856, 80.2507287 12.99067, 80.2511922 12.9888237, 80.251317 12.9883249, 80.2513935 12.9878632, 80.2516363 12.9879526, 80.251803 12.9879862, 80.252071 12.9880483, 80.2523102 12.9880639, 80.2533327 12.9879629, 80.2533383 12.9879624, 80.2533706 12.9884618, 80.2544741 12.9890814)"
9749,25,44,0,N/A,N/A,N/A,N/A,N/A,2996.0419999999995,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.2195955 12.9914634, 80.219533 12.9915378, 80.2195964 12.9915892, 80.2196615 12.9915116, 80.2200208 12.9909775, 80.2206185 12.9901969, 80.2213262 12.9895414, 80.2214745 12.9894189, 80.2223986 12.9886651, 80.2230558 12.9878444, 80.2230567 12.9870692, 80.2239403 12.9867401, 80.2245841 12.9865442, 80.2253975 12.9863547, 80.2271126 12.9861207, 80.2272467 12.9860959, 80.227654 12.9860201, 80.2281449 12.9858832, 80.2286772 12.9857897, 80.2288598 12.9857723, 80.2296926 12.9857334, 80.2298455 12.9857119, 80.2299023 12.9857031, 80.2303928 12.9856589, 80.2306584 12.9856042, 80.2308471 12.9855409, 80.2310122 12.985182, 80.2309875 12.9849696, 80.2308594 12.9846481, 80.2308021 12.9838348, 80.2313487 12.9835405, 80.231374 12.9834894, 80.2313832 12.9834708, 80.2316406 12.9830221, 80.2318033 12.9827385, 80.2321403 12.9821568, 80.2322124 12.9820354, 80.2329039 12.9818727, 80.2336334 12.9815277, 80.2342022 12.9812879, 80.2342115 12.9812176)"
13690,33,16,0,N/A,N/A,N/A,N/A,N/A,9676.844642857146,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.21875 12.9890198, 80.2186028 12.988578, 80.2194434 12.9882882, 80.220387 12.9881064, 80.221345 12.9876696, 80.2219903 12.9873997, 80.2223559 12.9872501, 80.2230567 12.9870692, 80.2239403 12.9867401, 80.2245841 12.9865442, 80.2253975 12.9863547, 80.2271126 12.9861207, 80.2272467 12.9860959, 80.227654 12.9860201, 80.2281449 12.9858832, 80.2286772 12.9857897, 80.2288598 12.9857723, 80.2296926 12.9857334, 80.2298455 12.9857119, 80.2299023 12.9857031, 80.2303928 12.9856589, 80.2306584 12.9856042, 80.2308471 12.9855409, 80.2310122 12.985182, 80.2309875 12.9849696, 80.2308594 12.9846481, 80.2308021 12.9838348, 80.2313487 12.9835405, 80.231374 12.9834894, 80.2313832 12.9834708, 80.2316406 12.9830221, 80.2318033 12.9827385, 80.2321403 12.9821568, 80.2322124 12.9820354, 80.2329039 12.9818727, 80.2336334 12.9815277, 80.2342022 12.9812879, 80.2348861 12.9812095, 80.2359288 12.9812336, 80.2379188 12.9813011, 80.2388959 12.9813191, 80.2396549 12.9813419, 80.2401132 12.9813454, 80.241401 12.9813659, 80.2420517 12.9813615, 80.2425433 12.9813769, 80.2428792 12.9813746, 80.2432119 12.9813238, 80.2434112 12.981367, 80.2433382 12.9843707, 80.2433032 12.9862105, 80.2432971 12.9863017, 80.2446112 12.9863015, 80.2475035 12.9862977, 80.2498899 12.9862867, 80.250046 12.986286, 80.2513053 12.9862802, 80.251756 12.9863676, 80.2516402 12.9866501, 80.2513935 12.9878632, 80.2503318 12.9919255, 80.2497045 12.9943433, 80.2497973 12.9943661, 80.2499077 12.9943856, 80.2504498 12.9945188, 80.2506783 12.9945742, 80.2509173 12.9946355, 80.2512697 12.9947235, 80.252037 12.9949151, 80.2523992 12.9950055, 80.2523482 12.9951754, 80.2521969 12.9957502, 80.2520605 12.996252, 80.2519214 12.9967641, 80.2517819 12.9972774, 80.2516618 12.9977194, 80.2514058 12.9986617, 80.2517165 12.9990473, 80.2520203 12.9995361, 80.2520234 13.0000771, 80.2520246 13.000301, 80.2520252 13.0004089, 80.2520353 13.0008314, 80.2520206 13.0013222, 80.25201 13.0019371, 80.25354 13.0018699, 80.2534851 13.0021938, 80.2540626 13.0021651)"
13902,33,38,0,N/A,N/A,N/A,N/A,N/A,6015.442857142857,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.2185376 12.9882962, 80.2194434 12.9882882, 80.220387 12.9881064, 80.221345 12.9876696, 80.2219903 12.9873997, 80.2223559 12.9872501, 80.2230567 12.9870692, 80.2239403 12.9867401, 80.2245841 12.9865442, 80.2253975 12.9863547, 80.2271126 12.9861207, 80.2272467 12.9860959, 80.227654 12.9860201, 80.2281449 12.9858832, 80.2286772 12.9857897, 80.2288598 12.9857723, 80.2296926 12.9857334, 80.2298455 12.9857119, 80.2299023 12.9857031, 80.2303928 12.9856589, 80.2306584 12.9856042, 80.2308471 12.9855409, 80.2310122 12.985182, 80.2309875 12.9849696, 80.2308594 12.9846481, 80.2308021 12.9838348, 80.2313487 12.9835405, 80.231374 12.9834894, 80.2313832 12.9834708, 80.2316406 12.9830221, 80.2318033 12.9827385, 80.2321403 12.9821568, 80.2322124 12.9820354, 80.2329039 12.9818727, 80.2336334 12.9815277, 80.2342022 12.9812879, 80.2348861 12.9812095, 80.2359288 12.9812336, 80.2379188 12.9813011, 80.2388959 12.9813191, 80.2396549 12.9813419, 80.2401132 12.9813454, 80.241401 12.9813659, 80.2420517 12.9813615, 80.2425433 12.9813769, 80.2428792 12.9813746, 80.2432119 12.9813238, 80.2434112 12.981367, 80.2433382 12.9843707, 80.2433032 12.9862105, 80.2432971 12.9863017, 80.2446112 12.9863015, 80.2446038 12.98658, 80.2446033 12.98684, 80.2446021 12.9873528, 80.2446008 12.9879446, 80.2436484 12.9879512)"
2329,6,38,0,N/A,N/A,N/A,N/A,N/A,5434.62857142857,748;747;744;776;775;773;778;141;1598;179;180;205;206;1600;1613;1204;1205;1542;140;1546;1745;1219;1929;212;1227;1228;1238;69;1927;102;71;72;73;68;74;75;76;79,1404;3439;3437;3435;3433;3431;3566;3564;3408;306;3410;352;3421;3567;4500;2443;4385;4386;4397;4398;4399;4400;3279;3280;2478;2487;2488;2489;2490;2491;101;103;105;107;109;111;122,"LINESTRING (80.2403241 13.0069116, 80.2406323 13.0068528, 80.2413433 13.0067707, 80.2429431 13.0067136, 80.2441123 13.0067335, 80.2454226 13.0067495, 80.2472834 13.0067745, 80.2474589 13.0067073, 80.2474526 13.0064211, 80.2474516 13.0062878, 80.2474505 13.00581, 80.2474878 13.0042823, 80.2497973 12.9943661, 80.2504728 12.9916856, 80.2507287 12.99067, 80.2511922 12.9888237, 80.251317 12.9883249, 80.2513935 12.9878632, 80.251625 12.9872076, 80.251756 12.9863676, 80.2515745 12.9862277, 80.2505239 12.9861924, 80.2498873 12.9861932, 80.2494916 12.9861937, 80.2486521 12.9861946, 80.2473271 12.9861962, 80.2467363 12.9861969, 80.2452672 12.9862171, 80.2451048 12.9862133, 80.2438456 12.9862113, 80.2433032 12.9862105, 80.2411166 12.9862239, 80.2407551 12.9865969, 80.2406712 12.9866076, 80.2407158 12.9870407, 80.2411382 12.9885959)"
16940,39,27,0,N/A,N/A,N/A,N/A,N/A,5247.554285714285,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.2498873 12.9861932, 80.2494916 12.9861937, 80.2486521 12.9861946, 80.2473271 12.9861962, 80.2467363 12.9861969, 80.2452672 12.9862171, 80.2451048 12.9862133, 80.2438456 12.9862113, 80.2433032 12.9862105, 80.2411166 12.9862239, 80.2407551 12.9865969, 80.2406712 12.9866076, 80.2407158 12.9870407, 80.239436 12.987059, 80.239449 12.9875882, 80.2392018 12.9876078, 80.238712 12.9876131, 80.2380234 12.9874584, 80.2372478 12.9875055, 80.2372387 12.9878581, 80.2359611 12.9877501, 80.2349714 12.9876664, 80.2344587 12.9878778, 80.2336199 12.9881997, 80.2336543 12.9884924, 80.2331604 12.9889387, 80.2332567 12.9892555, 80.2330433 12.9894579, 80.2330954 12.9896576, 80.2328626 12.9896576, 80.232768 12.9905766, 80.2324642 12.9908173, 80.2320974 12.990766, 80.2320698 12.9909948, 80.23192 12.9909738, 80.2318373 12.9912396, 80.2316124 12.9919622, 80.2300516 12.9921307, 80.2299748 12.9921799, 80.2300032 12.9924632, 80.230001 12.9925541)"
16988,39,31,0,N/A,N/A,N/A,N/A,N/A,1489.9592857142854,distance: infinity | path: ,distance: infinity | path: ,"LINESTRING (80.2498873 12.9861932, 80.2498899 12.9862867, 80.250046 12.986286, 80.2513053 12.9862802, 80.251756 12.9863676, 80.2516402 12.9866501, 80.2513935 12.9878632, 80.2511294 12.9877661, 80.2510147 12.987801, 80.2507631 12.9888652, 80.2508409 12.9890366, 80.250677 12.989849, 80.2506257 12.9900473, 80.2496633 12.9900737, 80.2492891 12.9900764, 80.2491483 12.9900725, 80.2490236 12.9900672, 80.2488613 12.990062)"
