name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2,activity_zone_id,production,attraction
,2388,354811008.0,,yes,,,,"POLYGON ((80.2212421 12.9829453, 80.2212347 12.9827932, 80.2211501 12.9827971, 80.2211574 12.9829491, 80.2212421 12.9829453))",POINT (80.2211961 12.9828712),154.7,1665.2,42,1.66517693888,1.66517693888
,2389,354811009.0,,yes,,,,"POLYGON ((80.221155 12.9826802, 80.221217 12.9826802, 80.221217 12.9824149, 80.221155 12.9824149, 80.221155 12.9826802))",POINT (80.221186 12.9825476),197.3,2123.4,42,2.1237195219200005,2.1237195219200005
,2390,354811010.0,,yes,,,,"POLYGON ((80.2210322 12.9852024, 80.2210843 12.9852016, 80.2210829 12.9851091, 80.22103079999999 12.9851098, 80.2210322 12.9852024))",POINT (80.2210575 12.9851557),57.8,622.6,34,0.6221540211200001,0.6221540211200001
,2391,354811011.0,,yes,,,,"POLYGON ((80.2211916 12.9816503, 80.2211447 12.9815643, 80.22096740000001 12.9816562, 80.22101429999999 12.9817421, 80.2211916 12.9816503))",POINT (80.2210795 12.9816532),234.4,2523.3,42,2.5230605977600002,2.5230605977600002
,2392,354811012.0,,yes,,,,"POLYGON ((80.2215243 12.9845637, 80.2217224 12.9845609, 80.22172140000001 12.9844943, 80.2215233 12.9844972, 80.2215243 12.9845637))",POINT (80.2216229 12.984529),158.1,1702.2,42,1.70177423424,1.70177423424
,2393,354813575.0,,yes,,,,"POLYGON ((80.2200885 12.9916188, 80.2201749 12.9915282, 80.2199801 12.9913518, 80.2199778 12.9913543, 80.2199628 12.9913407, 80.21988570000001 12.9914215, 80.2199031 12.9914373, 80.2198961 12.9914446, 80.2200029 12.9915413, 80.2199936 12.9915511, 80.2200378 12.9915912, 80.2200472 12.9915814, 80.2200885 12.9916188))",POINT (80.2200277 12.991481),430.8,4637.2,26,4.63709260032,4.63709260032
,2394,354813576.0,,yes,,,,"POLYGON ((80.2170593 12.9958247, 80.2171682 12.9958644, 80.2172228 12.9957219, 80.217114 12.9956823, 80.2170593 12.9958247))",POINT (80.21714110000001 12.9957733),211.9,2281.2,17,2.28087261376,2.28087261376
,2395,354813577.0,,yes,,,,"POLYGON ((80.2181281 12.9940105, 80.2181798 12.9939374, 80.21804229999999 12.9938451, 80.2179907 12.9939182, 80.2181281 12.9940105))",POINT (80.2180852 12.9939278),177.7,1912.4,25,1.9127468780799999,1.9127468780799999
,2396,354813582.0,,yes,,,,"POLYGON ((80.2197929 12.9885945, 80.2198812 12.9885601, 80.2198195 12.9884099, 80.2197312 12.9884443, 80.2197929 12.9885945))",POINT (80.21980619999999 12.9885022),184.5,1986.0,33,1.9859414688,1.9859414688
,2397,354813584.0,,yes,,,,"POLYGON ((80.2188292 12.9888086, 80.2189765 12.9887585, 80.2189497 12.9886838, 80.2188024 12.9887339, 80.2188292 12.9888086))",POINT (80.2188895 12.9887462),148.1,1593.7,33,1.59413513024,1.59413513024
,2398,354813586.0,,yes,,,,"POLYGON ((80.2187935 12.9930862, 80.21883320000001 12.9930408, 80.21871520000001 12.9929426, 80.2186754 12.992988, 80.2187935 12.9930862))",POINT (80.2187543 12.9930144),111.1,1195.7,25,1.19587044544,1.19587044544
,2399,354813589.0,,yes,,,,"POLYGON ((80.2192093 12.9893436, 80.21934880000001 12.9892892, 80.2192842 12.989132, 80.2191448 12.9891864, 80.2192093 12.9893436))",POINT (80.21924679999999 12.9892378),305.0,3283.1,33,3.2829926720000002,3.2829926720000002
,2400,354813592.0,,yes,,,,"POLYGON ((80.21779429999999 12.9947265, 80.2178457 12.9946537, 80.2175641 12.9944647, 80.2175127 12.9945375, 80.21779429999999 12.9947265))",POINT (80.21767920000001 12.9945956),362.4,3900.3,25,3.90084112896,3.90084112896
,2401,354813597.0,,yes,,,,"POLYGON ((80.2189558 12.9886311, 80.21904120000001 12.988602, 80.218999 12.9884843, 80.21891359999999 12.9885134, 80.2189558 12.9886311))",POINT (80.2189774 12.9885577),135.3,1456.1,33,1.4563570771200003,1.4563570771200003
,2402,354813599.0,,yes,,,,"POLYGON ((80.21713769999999 12.995503, 80.2172636 12.9955489, 80.2172999 12.9954542, 80.217174 12.9954083, 80.21713769999999 12.995503))",POINT (80.2172188 12.9954786),163.0,1754.1,17,1.7545173952,1.7545173952
,2403,354813600.0,,yes,,,,"POLYGON ((80.21924660000001 12.992568, 80.2193429 12.9924907, 80.21926240000001 12.9923956, 80.2191662 12.9924729, 80.21924660000001 12.992568))",POINT (80.21925450000001 12.9924818),184.4,1984.3,25,1.98486507776,1.98486507776
,2404,354813601.0,,yes,,,,"POLYGON ((80.2170041 12.9959493, 80.2171201 12.9959915, 80.21716480000001 12.9958748, 80.21704889999999 12.9958326, 80.2170041 12.9959493))",POINT (80.2170845 12.9959121),184.9,1990.5,17,1.9902470329600002,1.9902470329600002
,2405,354813603.0,,yes,,,,"POLYGON ((80.219846 12.9918643, 80.2200175 12.9916844, 80.2198791 12.9915432, 80.21970109999999 12.9918002, 80.219846 12.9918643))",POINT (80.2198617 12.9917165),586.2,6309.9,25,6.30980427648,6.30980427648
,2406,354813606.0,,yes,,,,"POLYGON ((80.2172841 12.9948819, 80.21737280000001 12.9949422, 80.2174291 12.9948636, 80.2173404 12.9948033, 80.2172841 12.9948819))",POINT (80.2173566 12.9948728),124.3,1338.2,25,1.33795406272,1.33795406272
,2407,354813611.0,,yes,,,,"POLYGON ((80.21849039999999 12.9935959, 80.2185502 12.9935276, 80.2183711 12.9933787, 80.2183113 12.9934469, 80.21849039999999 12.9935959))",POINT (80.21843079999999 12.9934873),253.4,2727.7,25,2.72757489536,2.72757489536
,2408,354813612.0,,yes,,,,"POLYGON ((80.2171311 12.995679, 80.2172681 12.9957289, 80.2173104 12.9956186, 80.21717339999999 12.9955687, 80.2171311 12.995679))",POINT (80.21722080000001 12.9956488),206.5,2223.1,17,2.2227474976,2.2227474976
,2409,354813614.0,,yes,,,,"POLYGON ((80.2194239 12.9890358, 80.2195988 12.9889676, 80.2195384 12.9888207, 80.2193635 12.9888889, 80.2194239 12.9890358))",POINT (80.2194812 12.9889283),357.5,3848.4,33,3.8480979680000003,3.8480979680000003
,2410,354813616.0,,yes,,,,"POLYGON ((80.2186275 12.993396, 80.2186724 12.9933447, 80.218497 12.9931988, 80.21845209999999 12.9932501, 80.2186275 12.993396))",POINT (80.21856219999999 12.9932974),186.5,2007.1,25,2.0074692896,2.0074692896
,2411,354813617.0,,yes,,,,"POLYGON ((80.2203301 12.9893399, 80.2204467 12.9893, 80.2204012 12.9891735, 80.22028450000001 12.9892134, 80.2203301 12.9893399))",POINT (80.22036559999999 12.9892567),198.8,2139.5,34,2.1398653875200004,2.1398653875200004
,2412,354813620.0,,yes,,,,"POLYGON ((80.2196048 12.9891624, 80.2197764 12.9890955, 80.219731 12.9889849, 80.21955939999999 12.9890518, 80.2196048 12.9891624))",POINT (80.2196679 12.9890737),264.0,2842.0,33,2.8416723456,2.8416723456
,2413,354813624.0,,yes,,,,"POLYGON ((80.219891 12.9885496, 80.2199643 12.988521, 80.21991920000001 12.9884111, 80.2198459 12.9884397, 80.219891 12.9885496))",POINT (80.21990510000001 12.9884803),112.1,1206.4,33,1.20663435584,1.20663435584
,2414,354813626.0,,yes,,,,"POLYGON ((80.21798 12.9943726, 80.2180477 12.9942767, 80.2178297 12.9941304, 80.21776199999999 12.9942263, 80.21798 12.9943726))",POINT (80.2179048 12.9942515),369.5,3977.2,25,3.9772648928000005,3.9772648928000005
,2415,354813628.0,,yes,,,,"POLYGON ((80.22036129999999 12.9891364, 80.2204433 12.9891084, 80.2203933 12.9889697, 80.22031130000001 12.9889977, 80.22036129999999 12.9891364))",POINT (80.2203773 12.9890531),153.2,1648.9,34,1.64903107328,1.64903107328
,2416,354813630.0,,yes,,,,"POLYGON ((80.2189755 12.9891719, 80.21915850000001 12.9891005, 80.2190921 12.9889388, 80.2189091 12.9890102, 80.2189755 12.9891719))",POINT (80.21903380000001 12.9890554),411.7,4431.8,33,4.431501911680001,4.431501911680001
,2417,354813632.0,,yes,,,,"POLYGON ((80.2178409 12.9946011, 80.2179106 12.9945025, 80.2176731 12.994343, 80.2176034 12.9944416, 80.2178409 12.9946011))",POINT (80.21775700000001 12.9944721),414.2,4457.9,25,4.45841168768,4.45841168768
,2418,354813638.0,,yes,,,,"POLYGON ((80.21713149999999 12.9954615, 80.21716929999999 12.9953629, 80.2170186 12.995308, 80.21713149999999 12.9954615))",POINT (80.2171065 12.9953775),101.5,1093.0,17,1.0925369056,1.0925369056
,2419,354813639.0,,yes,,,,"POLYGON ((80.2193663 12.9924447, 80.21945049999999 12.9923539, 80.2192725 12.9921971, 80.2191883 12.9922879, 80.2193663 12.9924447))",POINT (80.2193194 12.9923209),352.2,3790.6,25,3.79104924288,3.79104924288
,2420,354813641.0,,yes,,,,"POLYGON ((80.2198788 12.9894291, 80.2199772 12.9893954, 80.21993329999999 12.9892737, 80.219835 12.9893073, 80.2198788 12.9894291))",POINT (80.2199061 12.9893514),161.3,1736.2,33,1.7362187475200002,1.7362187475200002
,2421,354813643.0,,yes,,,,"POLYGON ((80.21707360000001 12.9961358, 80.21712789999999 12.9959943, 80.2170041 12.9959493, 80.21707360000001 12.9961358))",POINT (80.2170685 12.9960265),119.7,1288.3,17,1.28844007488,1.28844007488
,2422,354813644.0,,yes,,,,"POLYGON ((80.2179939 12.9941958, 80.21804849999999 12.9941186, 80.2179118 12.9940268, 80.2178572 12.9941041, 80.2179939 12.9941958))",POINT (80.21795280000001 12.9941113),186.7,2009.8,25,2.00962207168,2.00962207168
,2423,354813649.0,,yes,,,,"POLYGON ((80.21855669999999 12.9935105, 80.2186255 12.9934319, 80.2184522 12.9932879, 80.21838339999999 12.9933664, 80.21855669999999 12.9935105))",POINT (80.21850449999999 12.9933992),282.1,3036.5,25,3.03649912384,3.03649912384
,2424,354813651.0,,yes,,,,"POLYGON ((80.2196422 12.9889701, 80.2198355 12.9888947, 80.2197671 12.9887284, 80.2195739 12.9888038, 80.2196422 12.9889701))",POINT (80.21970469999999 12.9888493),447.2,4813.8,33,4.81362073088,4.81362073088
,2425,354813653.0,,yes,,,,"POLYGON ((80.2195421 12.9895198, 80.2196448 12.9894846, 80.2196002 12.9893607, 80.21949739999999 12.9893959, 80.2195421 12.9895198))",POINT (80.2195711 12.9894402),171.5,1846.3,33,1.8460106336000002,1.8460106336000002
,2426,354813654.0,,yes,,,,"POLYGON ((80.218688 12.9933369, 80.2187521 12.9932637, 80.2185659 12.9931089, 80.2185018 12.9931821, 80.218688 12.9933369))",POINT (80.218627 12.9932229),282.5,3040.3,25,3.040804688,3.040804688
,2427,354813656.0,,yes,,,,"POLYGON ((80.2198248 12.9891018, 80.21995010000001 12.989053, 80.2198921 12.9889118, 80.2197668 12.9889607, 80.2198248 12.9891018))",POINT (80.2198585 12.9890068),246.1,2648.8,33,2.64899834944,2.64899834944
,2428,354813659.0,,yes,,,,"POLYGON ((80.2191443 12.9890032, 80.21921639999999 12.9889751, 80.2191736 12.9888708, 80.2191014 12.9888989, 80.2191443 12.9890032))",POINT (80.2191589 12.988937),104.7,1126.8,33,1.12698141888,1.12698141888
,2429,354813664.0,,yes,,,,"POLYGON ((80.2202125 12.9890438, 80.2202958 12.9890153, 80.22026 12.9889157, 80.2201766 12.9889442, 80.2202125 12.9890438))",POINT (80.2202362 12.9889797),111.8,1203.5,34,1.20340518272,1.20340518272
,2430,354813665.0,,yes,,,,"POLYGON ((80.2195037 12.9892268, 80.219601 12.9891889, 80.21955250000001 12.9890708, 80.2194552 12.9891087, 80.2195037 12.9892268))",POINT (80.21952810000001 12.9891488),159.9,1720.6,33,1.7211492729600002,1.7211492729600002
,2431,354813670.0,,yes,,,,"POLYGON ((80.21783910000001 12.9944303, 80.2179028 12.9943401, 80.2177365 12.9942285, 80.2176728 12.9943187, 80.21783910000001 12.9944303))",POINT (80.2177878 12.9943294),265.1,2854.0,25,2.8535126470400005,2.8535126470400005
,2432,354813673.0,,yes,,,,"POLYGON ((80.2202613 12.989171, 80.2203435 12.9891429, 80.2203061 12.9890391, 80.22022389999999 12.9890672, 80.2202613 12.989171))",POINT (80.2202837 12.989105),114.9,1237.1,34,1.23677330496,1.23677330496
,2433,354813675.0,,yes,,,,"POLYGON ((80.218355 12.9937613, 80.21841980000001 12.9936956, 80.2182457 12.9935324, 80.21818089999999 12.9935981, 80.218355 12.9937613))",POINT (80.2183004 12.9936468),264.0,2841.6,25,2.8416723456,2.8416723456
,2434,354813679.0,,yes,,,,"POLYGON ((80.21873189999999 12.988683, 80.2189217 12.9886184, 80.218884 12.9885133, 80.2186942 12.9885779, 80.21873189999999 12.988683))",POINT (80.2188079 12.9885982),268.4,2889.4,33,2.88903355136,2.88903355136
,2435,354813680.0,,yes,,,,"POLYGON ((80.2200292 12.9893955, 80.2201821 12.9893432, 80.2201286 12.9891947, 80.21997570000001 12.989247, 80.2200292 12.9893955))",POINT (80.2200789 12.9892951),305.9,3292.2,34,3.2926801913599997,3.2926801913599997
,2436,354813681.0,,yes,,,,"POLYGON ((80.218856 12.9930434, 80.2189243 12.9929654, 80.21880280000001 12.9928645, 80.2187345 12.9929425, 80.218856 12.9930434))",POINT (80.2188294 12.992954),196.3,2112.9,25,2.1129556115200003,2.1129556115200003
,2437,354813683.0,,yes,,,,"POLYGON ((80.2181503 12.9941655, 80.218205 12.994088, 80.2179864 12.9939414, 80.2179316 12.9940189, 80.2181503 12.9941655))",POINT (80.2180683 12.9940534),299.5,3223.5,25,3.2237911647999997,3.2237911647999997
,2438,354813688.0,,yes,,,,"POLYGON ((80.21969780000001 12.9886419, 80.2197747 12.9886119, 80.21971430000001 12.9884648, 80.2196374 12.9884948, 80.21969780000001 12.9886419))",POINT (80.219706 12.9885533),157.4,1694.1,33,1.6942394969600003,1.6942394969600003
,2439,354813690.0,,yes,,,,"POLYGON ((80.2196649 12.9894577, 80.21973079999999 12.9894352, 80.21968750000001 12.9893151, 80.2196216 12.9893376, 80.2196649 12.9894577))",POINT (80.21967619999999 12.9893864),106.6,1147.4,33,1.14743284864,1.14743284864
,2440,354813691.0,,yes,,,,"POLYGON ((80.21874219999999 12.9932324, 80.2187996 12.9931668, 80.2186294 12.9930253, 80.2185719 12.9930909, 80.21874219999999 12.9932324))",POINT (80.2186858 12.9931288),231.4,2491.0,25,2.4907688665600003,2.4907688665600003
,2441,354813693.0,,yes,,,,"POLYGON ((80.2204741 12.9888747, 80.2205751 12.9888402, 80.220539 12.9887402, 80.220438 12.9887747, 80.2204741 12.9888747))",POINT (80.2205065 12.9888075),136.1,1464.6,34,1.46496820544,1.46496820544
,2442,354813694.0,,yes,,,,"POLYGON ((80.2190082 12.9893844, 80.2190993 12.9893489, 80.21903829999999 12.9892005, 80.2189473 12.989236, 80.2190082 12.9893844))",POINT (80.2190233 12.9892925),188.0,2023.5,33,2.0236151552,2.0236151552
,2443,354813695.0,,yes,,,,"POLYGON ((80.2200291 12.989064, 80.2201264 12.989026, 80.2200623 12.98887, 80.219965 12.9889079, 80.2200291 12.989064))",POINT (80.2200457 12.988967),211.3,2274.0,34,2.27441426752,2.27441426752
,2444,354813699.0,,yes,,,,"POLYGON ((80.21757239999999 12.9949409, 80.2176687 12.9948349, 80.2174729 12.9946659, 80.21737659999999 12.9947719, 80.21757239999999 12.9949409))",POINT (80.2175226 12.9948034),444.1,4779.9,25,4.780252608640001,4.780252608640001
,2445,354813704.0,,yes,,,,"POLYGON ((80.21901819999999 12.9888342, 80.2191146 12.9888014, 80.2190585 12.9886449, 80.2189621 12.9886777, 80.21901819999999 12.9888342))",POINT (80.2190384 12.9887396),203.0,2185.0,33,2.1850738112,2.1850738112
,2446,354813706.0,,yes,,,,"POLYGON ((80.2171182 12.9956653, 80.21715880000001 12.9955595, 80.21702000000001 12.995509, 80.2171182 12.9956653))",POINT (80.217099 12.9955779),100.3,1080.1,17,1.0796202131200001,1.0796202131200001
,2447,354813714.0,,yes,,,,"POLYGON ((80.2184467 12.9936745, 80.2185004 12.9936133, 80.2183026 12.9934488, 80.21824890000001 12.99351, 80.2184467 12.9936745))",POINT (80.2183747 12.9935617),251.1,2702.9,25,2.7028179014400004,2.7028179014400004
,2448,354813719.0,,yes,,,,"POLYGON ((80.22021119999999 12.989345, 80.2203076 12.9893121, 80.22025720000001 12.9891721, 80.2201608 12.9892051, 80.22021119999999 12.989345))",POINT (80.22023419999999 12.9892586),181.7,1955.9,34,1.95580251968,1.95580251968
,2449,354813720.0,,yes,,,,"POLYGON ((80.2189436 12.9929144, 80.2190385 12.9928061, 80.2189623 12.9927427, 80.21886739999999 12.992851, 80.2189436 12.9929144))",POINT (80.218953 12.9928286),171.1,1841.9,25,1.84170506944,1.84170506944
,2450,354813721.0,,yes,,,,"POLYGON ((80.21908259999999 12.988582, 80.21914750000001 12.9885599, 80.2191418 12.9885439, 80.2191823 12.9885301, 80.21913960000001 12.9884112, 80.2190343 12.988447, 80.21908259999999 12.988582))",POINT (80.2191086 12.9884943),182.6,1965.6,33,1.96549003904,1.96549003904
,2451,354813723.0,,apartments,,,,"POLYGON ((80.219497 12.9922485, 80.2196869 12.9920108, 80.2196163 12.9919573, 80.21955389999999 12.9920354, 80.2195358 12.9920217, 80.2194968 12.9920706, 80.2195148 12.9920843, 80.2194264 12.992195, 80.219497 12.9922485))",POINT (80.21955509999999 12.9921004),340.1,3661.2,25,0.36608059270400006,1.3178901337344
,2452,354817375.0,,yes,,,,"POLYGON ((80.2513427 13.0061931, 80.2514213 13.0061945, 80.2514211 13.0062067, 80.2514623 13.0062075, 80.2514625 13.0061965, 80.251572 13.0061984, 80.25157419999999 13.0060815, 80.251493 13.0060801, 80.2514922 13.0061212, 80.2513441 13.0061186, 80.2513427 13.0061931))",POINT (80.25147 13.0061502),252.8,2720.6,8,2.7211165491200004,2.7211165491200004
,2453,354817379.0,,yes,,,,"POLYGON ((80.2496392 13.0043401, 80.24969160000001 13.0043428, 80.2496905 13.0043639, 80.24969 13.0043739, 80.2498281 13.004381, 80.2498295 13.004355, 80.2498937 13.0043583, 80.24989770000001 13.0042848, 80.24990320000001 13.0041842, 80.2496484 13.004171, 80.2496438 13.0042554, 80.2496392 13.0043401))",POINT (80.24977079999999 13.0042717),573.6,6173.9,15,6.174179005440001,6.174179005440001
,2454,354817383.0,,yes,,,,"POLYGON ((80.2490669 13.0041353, 80.2490636 13.0041947, 80.24908809999999 13.0041959, 80.24908499999999 13.0042536, 80.2490607 13.0042523, 80.2490571 13.0043168, 80.2492898 13.0043288, 80.2492934 13.0042641, 80.2492575 13.0042623, 80.2492603 13.0042104, 80.2492891 13.0042119, 80.2492926 13.0041469, 80.2490669 13.0041353))",POINT (80.2491761 13.0042327),463.3,4986.5,15,4.98691968832,4.98691968832
,2455,354817390.0,,yes,,,,"POLYGON ((80.2503858 13.0045398, 80.2505829 13.0045413, 80.25058370000001 13.0044491, 80.25052839999999 13.0044487, 80.2505288 13.0044011, 80.25058919999999 13.0044016, 80.2505898 13.004334, 80.250393 13.0043325, 80.2503926 13.0043885, 80.2504163 13.0043887, 80.2504157 13.0044531, 80.2503865 13.0044529, 80.2503858 13.0045398))",POINT (80.2504862 13.0044385),436.5,4698.6,16,4.6984468896,4.6984468896
,2456,354817393.0,,yes,,,,"POLYGON ((80.25339529999999 13.0049994, 80.2534223 13.0050002, 80.25342120000001 13.0050388, 80.2534725 13.0050402, 80.25347360000001 13.0050027, 80.2535323 13.0050043, 80.2535364 13.0048673, 80.2534916 13.004866, 80.25349249999999 13.0048344, 80.2533883 13.0048315, 80.2533866 13.0048905, 80.2533985 13.0048908, 80.25339529999999 13.0049994))",POINT (80.2534599 13.0049284),291.7,3139.5,16,3.1398326636799996,3.1398326636799996
,2457,354817401.0,,yes,,,,"POLYGON ((80.2515659 13.0039758, 80.2515638 13.0040779, 80.25163019999999 13.0040792, 80.2516323 13.0039771, 80.2515659 13.0039758))",POINT (80.2515981 13.0040275),81.3,875.4,16,0.8751059155199999,0.8751059155199999
,2458,354817406.0,,apartments,,,,"POLYGON ((80.24997279999999 13.0062144, 80.2499629 13.0064702, 80.25011139999999 13.0064756, 80.2501213 13.0062199, 80.24997279999999 13.0062144))",POINT (80.2500421 13.006345),456.1,4909.2,7,0.49094195334400004,1.7673910320384
,2459,354817419.0,,yes,,,,"POLYGON ((80.25336679999999 13.0037518, 80.2533675 13.0039111, 80.253455 13.0039107, 80.2534543 13.0037514, 80.25336679999999 13.0037518))",POINT (80.25341090000001 13.0038312),167.2,1799.3,16,1.7997258188799998,1.7997258188799998
,2460,354817424.0,,yes,,,,"POLYGON ((80.25376610000001 13.0047361, 80.2537712 13.0050451, 80.2538952 13.0050432, 80.25389010000001 13.0047341, 80.25376610000001 13.0047361))",POINT (80.25383069999999 13.0048896),459.7,4947.9,16,4.94816961088,4.94816961088
,2461,354817428.0,,yes,,,,"POLYGON ((80.2542581 13.0057107, 80.2542536 13.0059803, 80.25436910000001 13.0059821, 80.25437359999999 13.0057126, 80.2542581 13.0057107))",POINT (80.2543136 13.0058464),373.4,4019.7,8,4.01924414336,4.01924414336
,2462,354817436.0,,yes,,,,"POLYGON ((80.2538112 13.0043352, 80.2538143 13.0046363, 80.25390779999999 13.0046354, 80.2539048 13.0043343, 80.2538112 13.0043352))",POINT (80.2538595 13.0044853),337.8,3636.3,16,3.63604893312,3.63604893312
,2463,354817442.0,,yes,,,,"POLYGON ((80.2499546 13.0041363, 80.2500977 13.0041437, 80.2501065 13.0039818, 80.2499634 13.0039744, 80.2499546 13.0041363))",POINT (80.2500306 13.0040591),278.6,2998.9,15,2.9988254374400003,2.9988254374400003
,2464,354817449.0,,yes,,,,"POLYGON ((80.2513766 13.0040119, 80.25152110000001 13.0040148, 80.25152319999999 13.0039142, 80.2513787 13.0039114, 80.2513766 13.0040119))",POINT (80.2514499 13.0039631),174.3,1876.2,16,1.87614958272,1.87614958272
,2465,354817451.0,,yes,,,,"POLYGON ((80.2511445 13.0058802, 80.2511422 13.0060011, 80.2511622 13.0060015, 80.2511616 13.0060329, 80.2511741 13.0060332, 80.2511736 13.0060573, 80.251161 13.0060571, 80.2511605 13.0060843, 80.2511401 13.0060839, 80.2511384 13.0061781, 80.2512883 13.0061808, 80.25129010000001 13.0060844, 80.2512708 13.006084, 80.2512723 13.006003, 80.2512923 13.0060034, 80.2512945 13.0058829, 80.2511445 13.0058802))",POINT (80.2512169 13.0060294),493.3,5309.4,8,5.309837000320001,5.309837000320001
