name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Kasturibai Nagar 3rd Cross Street,59,23110059,47,48,1,46.74,2,40,1200,tertiary,5,"LINESTRING (80.2520537 13.0008310, 80.2520436 13.0004085)",walk;bike;auto,1,0,,
Kasturibai Nagar 3rd Cross Street,60,23110059,48,47,1,46.74,2,40,1200,tertiary,5,"LINESTRING (80.2520068 13.0004093, 80.2520169 13.0008318)",walk;bike;auto,1,0,,
Kasturibai Nagar 3rd Cross Street,61,23110059,48,49,1,11.93,2,40,1200,tertiary,5,"LINESTRING (80.2520436 13.0004088, 80.2520430 13.0003009)",walk;bike;auto,1,0,,
Kasturibai Nagar 3rd Cross Street,62,23110059,49,48,1,11.93,2,40,1200,tertiary,5,"LINESTRING (80.2520062 13.0003011, 80.2520068 13.0004090)",walk;bike;auto,1,0,,
Kasturibai Nagar 3rd Cross Street,63,23110059,49,50,1,24.76,2,40,1200,tertiary,5,"LINESTRING (80.2520430 13.0003009, 80.2520418 13.0000770)",walk;bike;auto,1,0,,
Kasturibai Nagar 3rd Cross Street,64,23110059,50,49,1,24.76,2,40,1200,tertiary,5,"LINESTRING (80.2520050 13.0000772, 80.2520062 13.0003011)",walk;bike;auto,1,0,,
Kasturibai Nagar 3rd Cross Street,65,23110059,50,51,1,59.83,2,40,1200,tertiary,5,"LINESTRING (80.2520418 13.0000770, 80.2520387 12.9995360)",walk;bike;auto,1,0,,
Kasturibai Nagar 3rd Cross Street,66,23110059,51,50,1,59.83,2,40,1200,tertiary,5,"LINESTRING (80.2520019 12.9995362, 80.2520050 13.0000772)",walk;bike;auto,1,0,,
3rd Cross Street,67,23110073,52,53,1,51.5,1,30,1000,residential,6,"LINESTRING (80.2514522 13.0068688, 80.2514733 13.0073340)",walk;bike;auto,1,0,,
3rd Cross Street,68,23110073,53,52,1,51.5,1,30,1000,residential,6,"LINESTRING (80.2515101 13.0073324, 80.2514890 13.0068672)",walk;bike;auto,1,0,,
3rd Cross Street,69,23110073,53,54,1,45.32,1,30,1000,residential,6,"LINESTRING (80.2514733 13.0073340, 80.2514918 13.0077434)",walk;bike;auto,1,0,,
3rd Cross Street,70,23110073,54,53,1,45.32,1,30,1000,residential,6,"LINESTRING (80.2515286 13.0077418, 80.2515101 13.0073324)",walk;bike;auto,1,0,,
3rd Cross Street,71,23110073,54,55,1,56.58,1,30,1000,residential,6,"LINESTRING (80.2514918 13.0077437, 80.2515245 13.0082543)",walk;bike;auto,1,0,,
3rd Cross Street,72,23110073,55,54,1,56.58,1,30,1000,residential,6,"LINESTRING (80.2515613 13.0082521, 80.2515286 13.0077415)",walk;bike;auto,1,0,,
3rd Cross Street,73,23110073,55,56,1,43.88,1,30,1000,residential,6,"LINESTRING (80.2515245 13.0082543, 80.2515499 13.0086503)",walk;bike;auto,1,0,,
3rd Cross Street,74,23110073,56,55,1,43.88,1,30,1000,residential,6,"LINESTRING (80.2515867 13.0086481, 80.2515613 13.0082521)",walk;bike;auto,1,0,,
3rd Cross Street,75,23110073,56,57,1,59.21,1,30,1000,residential,6,"LINESTRING (80.2515499 13.0086502, 80.2515798 13.0091848)",walk;bike;auto,1,0,,
3rd Cross Street,76,23110073,57,56,1,59.21,1,30,1000,residential,6,"LINESTRING (80.2516166 13.0091828, 80.2515867 13.0086482)",walk;bike;auto,1,0,,
3rd Cross Street,77,23110073,57,58,1,47.03,1,30,1000,residential,6,"LINESTRING (80.2515798 13.0091848, 80.2516035 13.0096094)",walk;bike;auto,1,0,,
3rd Cross Street,78,23110073,58,57,1,47.03,1,30,1000,residential,6,"LINESTRING (80.2516403 13.0096074, 80.2516166 13.0091828)",walk;bike;auto,1,0,,
1st Canal Cross Street,79,23110074,59,60,1,172.48,1,30,1000,residential,6,"LINESTRING (80.2486524 13.0085667, 80.2502406 13.0084812)",walk;bike;auto,1,0,,
1st Canal Cross Street,80,23110074,60,59,1,172.48,1,30,1000,residential,6,"LINESTRING (80.2502386 13.0084450, 80.2486504 13.0085305)",walk;bike;auto,1,0,,
2nd Canal Cross Street,81,23110075,61,62,1,167.39,1,30,1000,residential,6,"LINESTRING (80.2487231 13.0091513, 80.2502640 13.0090613)",walk;bike;auto,1,0,,
2nd Canal Cross Street,82,23110075,62,61,1,167.39,1,30,1000,residential,6,"LINESTRING (80.2502618 13.0090251, 80.2487209 13.0091151)",walk;bike;auto,1,0,,
4th Cross Street,83,23110076,63,64,1,56.32,1,30,1000,residential,6,"LINESTRING (80.2501954 13.0078235, 80.2502159 13.0083324)",walk;bike;auto,1,0,,
4th Cross Street,84,23110076,64,63,1,56.32,1,30,1000,residential,6,"LINESTRING (80.2502527 13.0083310, 80.2502322 13.0078221)",walk;bike;auto,1,0,,
4th Cross Street,85,23110076,64,60,1,14.54,1,30,1000,residential,6,"LINESTRING (80.2502159 13.0083324, 80.2502212 13.0084638)",walk;bike;auto,1,0,,
4th Cross Street,86,23110076,60,64,1,14.54,1,30,1000,residential,6,"LINESTRING (80.2502580 13.0084624, 80.2502527 13.0083310)",walk;bike;auto,1,0,,
4th Cross Street,87,23110076,60,65,1,27.65,1,30,1000,residential,6,"LINESTRING (80.2502212 13.0084636, 80.2502288 13.0087135)",walk;bike;auto,1,0,,
4th Cross Street,88,23110076,65,60,1,27.65,1,30,1000,residential,6,"LINESTRING (80.2502656 13.0087125, 80.2502580 13.0084626)",walk;bike;auto,1,0,,
4th Cross Street,89,23110076,65,62,1,36.56,1,30,1000,residential,6,"LINESTRING (80.2502288 13.0087138, 80.2502445 13.0090440)",walk;bike;auto,1,0,,
4th Cross Street,90,23110076,62,65,1,36.56,1,30,1000,residential,6,"LINESTRING (80.2502813 13.0090424, 80.2502656 13.0087122)",walk;bike;auto,1,0,,
4th Cross Street,91,23110076,62,66,1,69.72,1,30,1000,residential,6,"LINESTRING (80.2502445 13.0090439, 80.2502699 13.0096739)",walk;bike;auto,1,0,,
4th Cross Street,92,23110076,66,62,1,69.72,1,30,1000,residential,6,"LINESTRING (80.2503067 13.0096725, 80.2502813 13.0090425)",walk;bike;auto,1,0,,
Gandhi Nagar 2nd Main Road,93,23110077,67,63,1,178.36,1,30,1000,residential,6,"LINESTRING (80.2485717 13.0079165, 80.2502147 13.0078409)",walk;bike;auto,1,0,,
Gandhi Nagar 2nd Main Road,94,23110077,63,67,1,178.36,1,30,1000,residential,6,"LINESTRING (80.2502129 13.0078047, 80.2485699 13.0078803)",walk;bike;auto,1,0,,
Gandhi Nagar 2nd Main Road,95,23110077,63,54,1,140.86,1,30,1000,residential,6,"LINESTRING (80.2502150 13.0078408, 80.2515114 13.0077606)",walk;bike;auto,1,0,,
Gandhi Nagar 2nd Main Road,96,23110077,54,63,1,140.86,1,30,1000,residential,6,"LINESTRING (80.2515090 13.0077246, 80.2502126 13.0078048)",walk;bike;auto,1,0,,
Gandhi Nagar 2nd Main Road,97,23110077,54,68,1,318.69,1,30,1000,residential,6,"LINESTRING (80.2515110 13.0077607, 80.2544471 13.0076351)",walk;bike;auto,1,0,,
Gandhi Nagar 2nd Main Road,98,23110077,68,54,1,318.69,1,30,1000,residential,6,"LINESTRING (80.2544455 13.0075989, 80.2515094 13.0077245)",walk;bike;auto,1,0,,
,99,23110079,69,70,1,19.4,1,30,800,service,8,"LINESTRING (80.2488886 13.0068026, 80.2488971 13.0069778)",walk;bike,1,0,,
,100,23110079,70,69,1,19.4,1,30,800,service,8,"LINESTRING (80.2489339 13.0069760, 80.2489254 13.0068008)",walk;bike,1,0,,
2nd Cross Street,101,23110082,71,72,1,13.85,1,30,1000,residential,6,"LINESTRING (80.2543468 13.0066252, 80.2543940 13.0067416)",walk;bike;auto,1,0,,
2nd Cross Street,102,23110082,72,71,1,13.85,1,30,1000,residential,6,"LINESTRING (80.2544282 13.0067282, 80.2543810 13.0066118)",walk;bike;auto,1,0,,
2nd Cross Street,103,23110082,72,73,1,52.33,1,30,1000,residential,6,"LINESTRING (80.2543927 13.0067356, 80.2544116 13.0072084)",walk;bike;auto,1,0,,
2nd Cross Street,104,23110082,73,72,1,52.33,1,30,1000,residential,6,"LINESTRING (80.2544484 13.0072070, 80.2544295 13.0067342)",walk;bike;auto,1,0,,
2nd Cross Street,105,23110082,73,68,1,45.3,1,30,1000,residential,6,"LINESTRING (80.2544116 13.0072084, 80.2544279 13.0076177)",walk;bike;auto,1,0,,
2nd Cross Street,106,23110082,68,73,1,45.3,1,30,1000,residential,6,"LINESTRING (80.2544647 13.0076163, 80.2544484 13.0072070)",walk;bike;auto,1,0,,
2nd Cross Street,107,23110082,68,74,1,61.77,1,30,1000,residential,6,"LINESTRING (80.2544279 13.0076180, 80.2544586 13.0081758)",walk;bike;auto,1,0,,
2nd Cross Street,108,23110082,74,68,1,61.77,1,30,1000,residential,6,"LINESTRING (80.2544954 13.0081738, 80.2544647 13.0076160)",walk;bike;auto,1,0,,
2nd Cross Street,109,23110082,74,75,1,38.82,1,30,1000,residential,6,"LINESTRING (80.2544586 13.0081758, 80.2544779 13.0085263)",walk;bike;auto,1,0,,
2nd Cross Street,110,23110082,75,74,1,38.82,1,30,1000,residential,6,"LINESTRING (80.2545147 13.0085243, 80.2544954 13.0081738)",walk;bike;auto,1,0,,
2nd Cross Street,111,23110082,75,76,1,107.26,1,30,1000,residential,6,"LINESTRING (80.2544779 13.0085261, 80.2545233 13.0094950)",walk;bike;auto,1,0,,
2nd Cross Street,112,23110082,76,75,1,107.26,1,30,1000,residential,6,"LINESTRING (80.2545601 13.0094934, 80.2545147 13.0085245)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,113,23110083,77,66,1,160.6,1,30,1000,residential,6,"LINESTRING (80.2488109 13.0097757, 80.2502894 13.0096913)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,114,23110083,66,77,1,160.6,1,30,1000,residential,6,"LINESTRING (80.2502872 13.0096551, 80.2488087 13.0097395)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,115,23110083,66,58,1,144.79,1,30,1000,residential,6,"LINESTRING (80.2502892 13.0096913, 80.2516228 13.0096265)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,116,23110083,58,66,1,144.79,1,30,1000,residential,6,"LINESTRING (80.2516210 13.0095903, 80.2502874 13.0096551)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,117,23110083,58,78,1,110.85,1,30,1000,residential,6,"LINESTRING (80.2516227 13.0096265, 80.2526440 13.0095830)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,118,23110083,78,58,1,110.85,1,30,1000,residential,6,"LINESTRING (80.2526424 13.0095468, 80.2516211 13.0095903)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,119,23110083,78,79,1,108.09,1,30,1000,residential,6,"LINESTRING (80.2526439 13.0095830, 80.2536401 13.0095485)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,120,23110083,79,78,1,108.09,1,30,1000,residential,6,"LINESTRING (80.2536387 13.0095123, 80.2526425 13.0095468)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,121,23110083,79,76,1,97.92,1,30,1000,residential,6,"LINESTRING (80.2536402 13.0095485, 80.2545425 13.0095123)",walk;bike;auto,1,0,,
Gandhi Nagar 4th Main Road,122,23110083,76,79,1,97.92,1,30,1000,residential,6,"LINESTRING (80.2545409 13.0094761, 80.2536386 13.0095123)",walk;bike;auto,1,0,,
2nd Main Road,123,23110087,79,80,1,46.88,1,30,1000,residential,6,"LINESTRING (80.2536212 13.0095277, 80.2535571 13.0099469)",walk;bike;auto,1,0,,
2nd Main Road,124,23110087,80,79,1,46.88,1,30,1000,residential,6,"LINESTRING (80.2535935 13.0099523, 80.2536576 13.0095331)",walk;bike;auto,1,0,,
3rd Main Road,125,23110088,81,78,1,39.98,1,30,1000,residential,6,"LINESTRING (80.2525923 13.0099234, 80.2526613 13.0095683)",walk;bike;auto,1,0,,
3rd Main Road,126,23110088,78,81,1,39.98,1,30,1000,residential,6,"LINESTRING (80.2526251 13.0095615, 80.2525561 13.0099166)",walk;bike;auto,1,0,,
Gandhi Nagar 3rd Main Road,127,23110098,75,56,1,317.8,1,30,1000,residential,6,"LINESTRING (80.2544955 13.0085072, 80.2515675 13.0086311)",walk;bike;auto,1,0,,
Gandhi Nagar 3rd Main Road,128,23110098,56,75,1,317.8,1,30,1000,residential,6,"LINESTRING (80.2515691 13.0086673, 80.2544971 13.0085434)",walk;bike;auto,1,0,,
Gandhi Nagar 3rd Main Road,129,23110098,56,65,1,143.43,1,30,1000,residential,6,"LINESTRING (80.2515674 13.0086311, 80.2502463 13.0086949)",walk;bike;auto,1,0,,
Gandhi Nagar 3rd Main Road,130,23110098,65,56,1,143.43,1,30,1000,residential,6,"LINESTRING (80.2502481 13.0087311, 80.2515692 13.0086673)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,131,23761076,82,83,1,48.9,1,40,1200,tertiary,5,"LINESTRING (80.2548259 12.9968079, 80.2544331 12.9965907)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,132,23761076,83,82,1,48.9,1,40,1200,tertiary,5,"LINESTRING (80.2544149 12.9966223, 80.2548077 12.9968395)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,133,23761076,83,84,1,99.11,1,40,1200,tertiary,5,"LINESTRING (80.2544373 12.9965940, 80.2538047 12.9959472)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,134,23761076,84,83,1,99.11,1,40,1200,tertiary,5,"LINESTRING (80.2537781 12.9959722, 80.2544107 12.9966190)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,135,23761076,84,85,1,187.94,1,40,1200,tertiary,5,"LINESTRING (80.2538038 12.9959464, 80.2529750 12.9952027, 80.2524058 12.9949886)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,136,23761076,85,84,1,186.42,1,40,1200,tertiary,5,"LINESTRING (80.2523926 12.9950224, 80.2529552 12.9952341, 80.2537790 12.9959730)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,137,23761076,85,86,1,40.53,1,40,1200,tertiary,5,"LINESTRING (80.2524037 12.9949880, 80.2520415 12.9948976)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,138,23761076,86,85,1,40.53,1,40,1200,tertiary,5,"LINESTRING (80.2520325 12.9949326, 80.2523947 12.9950230)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,139,23761076,86,87,1,85.86,1,40,1200,tertiary,5,"LINESTRING (80.2520416 12.9948976, 80.2512743 12.9947060)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,140,23761076,87,86,1,85.86,1,40,1200,tertiary,5,"LINESTRING (80.2512651 12.9947410, 80.2520324 12.9949326)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,141,23761076,87,88,1,39.44,1,40,1200,tertiary,5,"LINESTRING (80.2512743 12.9947060, 80.2509219 12.9946180)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,142,23761076,88,87,1,39.44,1,40,1200,tertiary,5,"LINESTRING (80.2509127 12.9946530, 80.2512651 12.9947410)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,143,23761076,88,89,1,26.79,1,40,1200,tertiary,5,"LINESTRING (80.2509220 12.9946180, 80.2506830 12.9945567)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,144,23761076,89,88,1,26.79,1,40,1200,tertiary,5,"LINESTRING (80.2506736 12.9945917, 80.2509126 12.9946530)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,145,23761076,89,90,1,25.53,1,40,1200,tertiary,5,"LINESTRING (80.2506827 12.9945566, 80.2504542 12.9945012)",walk;bike;auto,1,0,,
Indira Nagar 2nd Avenue,146,23761076,90,89,1,25.53,1,40,1200,tertiary,5,"LINESTRING (80.2504454 12.9945364, 80.2506739 12.9945918)",walk;bike;auto,1,0,,
Kasturibai Nagar 1st Cross Street,147,23761523,91,92,1,49.77,1,30,1000,residential,6,"LINESTRING (80.2546006 13.0021591, 80.2546013 13.0026092)",walk;bike;auto,1,0,,
Kasturibai Nagar 1st Cross Street,148,23761523,92,91,1,49.77,1,30,1000,residential,6,"LINESTRING (80.2546381 13.0026092, 80.2546374 13.0021591)",walk;bike;auto,1,0,,
Kasturibai Nagar 1st Cross Street,149,23761523,92,93,1,59.81,1,30,1000,residential,6,"LINESTRING (80.2546013 13.0026094, 80.2546088 13.0031502)",walk;bike;auto,1,0,,
Kasturibai Nagar 1st Cross Street,150,23761523,93,92,1,59.81,1,30,1000,residential,6,"LINESTRING (80.2546456 13.0031498, 80.2546381 13.0026090)",walk;bike;auto,1,0,,
Kasturibai Nagar 1st Cross Street,151,23761523,93,94,1,63.9,1,30,1000,residential,6,"LINESTRING (80.2546088 13.0031503, 80.2546181 13.0037281)",walk;bike;auto,1,0,,
