name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_FFTT1,VDF_cap1
,0,16521960,0,1,1,235.651579974752,1,120,,motorway,1,"LINESTRING (-78.92813700000001 36.006699, -78.928263 36.006757, -78.928674 36.006908, -78.92898 36.007037, -78.92922900000001 36.007154, -78.92937499999999 36.007231, -78.929508 36.007312, -78.929638 36.007395, -78.929834 36.00754, -78.93010599999999 36.007768, -78.930251 36.007909)",auto,0,1,,
,1,16522150,118,1480,1,26.090876785686227,1,120,,motorway,1,"LINESTRING (-78.92424099999999 36.0055513, -78.9241324 36.0054503, -78.9240222 36.0054033)",auto,0,1,,
,2,16522827,10,11,1,195.72771051939375,1,120,,motorway,1,"LINESTRING (-78.9135326 35.9994989, -78.9134371 35.9993464, -78.9133324 35.9992352, -78.9132166 35.999092, -78.9130792 35.9988954, -78.9129925 35.9987388, -78.91288779999999 35.998505, -78.9128414 35.9983716, -78.912795 35.998223, -78.912772 35.998077, -78.912764 35.997979, -78.912764 35.997884)",auto,0,1,,
,3,16523184,5284,14,1,71.0533885825197,1,120,,motorway,1,"LINESTRING (-78.9126 35.9990556, -78.9129432 35.9993367, -78.9130622 35.9994305, -78.9131905 35.9994653)",auto,0,1,,
,4,16523296,1072,5233,1,25.79937858879986,1,30,,service,7,"LINESTRING (-78.91368749999999 36.0087953, -78.9136967 36.0085634)",bike;walk,1,0,,
,5,16523296,5233,1072,1,25.79937858879986,1,30,,service,7,"LINESTRING (-78.9136967 36.0085634, -78.91368749999999 36.0087953)",bike;walk,1,0,,
,6,16523296,5233,537,1,152.35823360790226,1,30,,service,7,"LINESTRING (-78.9136967 36.0085634, -78.9137047 36.007858, -78.9136137 36.0077789, -78.9131301 36.0075889, -78.912981 36.0075719)",bike;walk,1,0,,
,7,16523296,537,5233,1,152.35823360790226,1,30,,service,7,"LINESTRING (-78.912981 36.0075719, -78.9131301 36.0075889, -78.9136137 36.0077789, -78.9137047 36.007858, -78.9136967 36.0085634)",bike;walk,1,0,,
,8,16523296,537,5285,1,35.82713216747567,1,30,,service,7,"LINESTRING (-78.912981 36.0075719, -78.9126359 36.0076611, -78.9126 36.0076634)",bike;walk,1,0,,
,9,16523296,5285,537,1,35.82713216747567,1,30,,service,7,"LINESTRING (-78.9126 36.0076634, -78.9126359 36.0076611, -78.912981 36.0075719)",bike;walk,1,0,,
