node_id,zone_id,x_coord,y_coord,meso_link_id,lane_no,is_boundary
0,,80.2286139,13.0092095,0,1,0
1,,80.2286766,13.0091947,0,1,0
2,,80.2287394,13.00918,0,1,0
3,,80.2288022,13.0091653,0,1,0
4,,80.2288649,13.0091505,0,1,0
5,,80.2289277,13.0091358,0,1,0
6,,80.2289905,13.0091211,0,1,0
7,,80.2290533,13.0091068,0,1,0
8,,80.2291166,13.0090941,0,1,0
9,,80.2291799,13.0090815,0,1,0
10,,80.2292431,13.0090689,0,1,0
11,,80.2293064,13.0090563,0,1,0
12,,80.2293696,13.0090437,0,1,0
13,,80.2294329,13.0090311,0,1,0
14,,80.2294961,13.0090185,0,1,0
15,,80.2295594,13.0090059,0,1,0
16,,80.2296226,13.0089933,0,1,0
17,,80.2296859,13.0089807,0,1,0
18,,80.2297491,13.0089681,0,1,0
19,,80.2298124,13.0089555,0,1,0
20,,80.2298756,13.0089429,0,1,0
21,,80.2299389,13.0089303,0,1,0
22,,80.2300021,13.0089177,0,1,0
23,,80.2300654,13.0089051,0,1,0
24,,80.2301286,13.0088925,0,1,0
25,,80.2301919,13.0088799,0,1,0
26,,80.2302551,13.0088673,0,1,0
27,,80.2303184,13.0088547,0,1,0
28,,80.2303816,13.0088421,0,1,0
29,,80.2304449,13.0088295,0,1,0
30,,80.2305082,13.0088169,0,1,0
31,,80.2305714,13.0088043,0,1,0
32,,80.2306347,13.0087917,0,1,0
33,,80.2306979,13.0087791,0,1,0
34,,80.2307612,13.0087665,0,1,0
35,,80.2308244,13.0087539,0,1,0
36,,80.2308877,13.0087413,0,1,0
37,,80.2309509,13.0087287,0,1,0
38,,80.2310142,13.0087161,0,1,0
39,,80.2310774,13.0087035,0,1,0
40,,80.2311407,13.0086912,0,1,0
41,,80.2312041,13.0086791,0,1,0
42,,80.2312675,13.0086671,0,1,0
43,,80.2313308,13.0086551,0,1,0
44,,80.2313942,13.008643,0,1,0
45,,80.2314576,13.008631,0,1,0
46,,80.2315209,13.0086189,0,1,0
47,,80.2315843,13.0086069,0,1,0
48,,80.2316477,13.0085949,0,1,0
49,,80.231711,13.0085828,0,1,0
50,,80.2317744,13.0085708,0,1,0
51,,80.2318378,13.0085587,0,1,0
52,,80.2319011,13.0085467,0,1,0
53,,80.2319645,13.0085347,0,1,0
