node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary
0,,-111.9303716,33.4231908,0,,tertiary,0
100,,-111.9303643,33.4232189,1,,residential,0
101,,-111.9304388,33.4232285,1,,residential,0
1,,-111.9304453,33.4232039,0,,tertiary,0
102,,-111.9303371,33.4233611,1,,residential,0
200,,-111.9291481,33.4242448,2,,residential,0
201,,-111.9291735,33.4243042,2,,residential,0
103,,-111.9304113,33.4233713,1,,residential,0
300,,-111.9411803,33.4243073,3,,residential,0
400,,-111.9407942,33.424309,4,,residential,0
401,,-111.9407945,33.4243721,4,,residential,0
301,,-111.9411806,33.4243704,3,,residential,0
402,,-111.940622,33.4243097,4,,residential,0
236700,,-111.9401645,33.4243117,2367,,residential,0
236701,,-111.9401649,33.4243749,2367,,residential,0
403,,-111.9406224,33.4243729,4,,residential,0
600,,-111.9376111,33.4243255,6,,residential,0
700,,-111.9375717,33.4243262,7,,residential,0
701,,-111.9375732,33.4243893,7,,residential,0
601,,-111.9376126,33.4243886,6,,residential,0
702,,-111.9375293,33.4243266,7,,residential,0
800,,-111.9373796,33.4243267,8,,residential,0
801,,-111.9373797,33.4243898,8,,residential,0
703,,-111.9375294,33.4243897,7,,residential,0
802,,-111.937272,33.4243268,8,,residential,0
900,,-111.9368432,33.4243273,9,,residential,0
901,,-111.9368433,33.4243905,9,,residential,0
803,,-111.9372721,33.42439,8,,residential,0
902,,-111.9367356,33.4243275,9,,residential,0
1000,,-111.9366874,33.4243275,10,,residential,0
1001,,-111.9366876,33.4243906,10,,residential,0
903,,-111.9367358,33.4243906,9,,residential,0
1002,,-111.9366442,33.4243277,10,,residential,0
1100,,-111.9365817,33.424328,11,,residential,0
1101,,-111.9365823,33.4243911,11,,residential,0
1003,,-111.9366448,33.4243908,10,,residential,0
1102,,-111.9364742,33.4243287,11,,residential,0
1200,,-111.9363196,33.4243296,12,,residential,0
1201,,-111.9363201,33.4243927,12,,residential,0
1103,,-111.9364747,33.4243918,11,,residential,0
1202,,-111.9361475,33.4243306,12,,residential,0
1300,,-111.9359419,33.4243318,13,,residential,0
1301,,-111.9359424,33.424395,13,,residential,0
1203,,-111.936148,33.4243938,12,,residential,0
1302,,-111.9357698,33.4243329,13,,residential,0
1400,,-111.9355936,33.4243339,14,,residential,0
1401,,-111.9355941,33.424397,14,,residential,0
1303,,-111.9357703,33.424396,13,,residential,0
1402,,-111.9354964,33.4243309,14,,residential,0
1500,,-111.9354251,33.4243154,15,,residential,0
1501,,-111.9354062,33.4243765,15,,residential,0
1403,,-111.9354775,33.424392,14,,residential,0
1502,,-111.9353141,33.4243011,15,,residential,0
1600,,-111.9351815,33.4243033,16,,residential,0
1601,,-111.9351833,33.4243665,16,,residential,0
1503,,-111.9353047,33.4243641,15,,residential,0
1602,,-111.9350757,33.4243047,16,,residential,0
1700,,-111.9350032,33.4243034,17,,tertiary,0
1701,,-111.9350016,33.4243665,17,,tertiary,0
1603,,-111.9350741,33.4243678,16,,residential,0
1800,,-111.9412963,33.4218576,18,,primary,0
1900,,-111.9412829,33.4213965,19,,residential,0
1901,,-111.9412077,33.421398,19,,residential,0
1801,,-111.9412211,33.4218591,18,,primary,0
1902,,-111.9412803,33.4213096,19,,residential,0
2000,,-111.9412797,33.4212951,20,,residential,0
2001,,-111.9412047,33.4213034,20,,residential,0
1903,,-111.9412053,33.4213179,19,,residential,0
2002,,-111.941279,33.4212692,20,,residential,0
2100,,-111.9412785,33.421247,21,,residential,0
2101,,-111.9412032,33.4212483,21,,residential,0
2003,,-111.9412037,33.4212705,20,,residential,0
2102,,-111.9412778,33.4212153,21,,residential,0
2200,,-111.9412776,33.4212015,22,,residential,0
2201,,-111.9412025,33.4212141,22,,residential,0
2103,,-111.9412027,33.4212279,21,,residential,0
2202,,-111.9412765,33.4211273,22,,residential,0
2300,,-111.9412689,33.420594,23,,residential,0
2301,,-111.9411936,33.4205949,23,,residential,0
2203,,-111.9412012,33.4211281,22,,residential,0
2400,,-111.9423034,33.4136873,24,,residential,0
2500,,-111.9423468,33.4146816,25,,residential,0
2501,,-111.9424129,33.4146475,25,,residential,0
2401,,-111.9423786,33.4136866,24,,residential,0
2502,,-111.942406,33.4148087,25,,residential,0
2600,,-111.9424143,33.415716,26,,residential,0
2601,,-111.9424896,33.4157159,26,,residential,0
2503,,-111.9424786,33.4147858,25,,residential,0
2602,,-111.9424147,33.4158603,26,,residential,0
2700,,-111.9424147,33.4159059,27,,residential,0
2701,,-111.94249,33.4159059,27,,residential,0
2603,,-111.94249,33.4158603,26,,residential,0
2702,,-111.942415,33.4160503,27,,residential,0
2800,,-111.9424151,33.4160911,28,,residential,0
2801,,-111.9424903,33.416091,28,,residential,0
2703,,-111.9424903,33.4160501,27,,residential,0
2802,,-111.9424152,33.4161765,28,,residential,0
2900,,-111.9424152,33.4161898,29,,residential,0
2901,,-111.9424904,33.4161771,29,,residential,0
2803,,-111.9424904,33.4161638,28,,residential,0
2902,,-111.9424148,33.4162624,29,,residential,0
3000,,-111.9424124,33.416831,30,,residential,0
3001,,-111.9424877,33.4168312,30,,residential,0
2903,,-111.9424901,33.4162626,29,,residential,0
3002,,-111.9424117,33.4169752,30,,residential,0
3100,,-111.9424145,33.4175463,31,,residential,0
3101,,-111.9424898,33.417546,31,,residential,0
3003,,-111.942487,33.4169755,30,,residential,0
3102,,-111.9424148,33.4176363,31,,residential,0
3200,,-111.9424148,33.4176823,32,,residential,0
3201,,-111.9424901,33.4176824,32,,residential,0
3103,,-111.9424901,33.4176364,31,,residential,0
3202,,-111.9424147,33.4177725,32,,residential,0
3300,,-111.9424144,33.418331,33,,residential,0
3301,,-111.9424897,33.4183305,33,,residential,0
3203,,-111.94249,33.4177726,32,,residential,0
3302,,-111.9424159,33.4184753,33,,residential,0
3400,,-111.9424131,33.4189692,34,,residential,0
3401,,-111.9424731,33.4190087,34,,residential,0
3303,,-111.9424912,33.4184748,33,,residential,0
3402,,-111.9423286,33.4190995,34,,residential,0
3500,,-111.9423273,33.4195388,35,,residential,0
3501,,-111.9424026,33.4195381,35,,residential,0
3403,,-111.9423992,33.4191299,34,,residential,0
3502,,-111.9423295,33.4196833,35,,residential,0
3600,,-111.9423352,33.4203594,36,,residential,0
3601,,-111.9424105,33.4203589,36,,residential,0
3503,,-111.9424048,33.4196822,35,,residential,0
3700,,-111.9210009,33.4128046,37,,residential,0
3800,,-111.9209922,33.4125001,38,,residential,-1
3801,,-111.9209169,33.4125016,38,,residential,1
3701,,-111.9209256,33.4128061,37,,residential,0
236800,,-111.9395764,33.4159504,2368,,primary,0
4000,,-111.9395482,33.4159153,40,,primary,0
4001,,-111.9394639,33.4158106,40,,primary,0
4100,,-111.9384105,33.4149814,41,,primary,0
4101,,-111.9381844,33.4148775,41,,primary,0
4201,,-111.9373658,33.4146465,42,,primary,0
4300,,-111.9370226,33.4146085,43,,primary,0
236900,,-111.9401639,33.4264935,2369,,primary,0
4600,,-111.9406922,33.4264905,46,,residential,0
4601,,-111.9406917,33.4264274,46,,residential,0
236901,,-111.9401634,33.4264304,2369,,primary,0
237000,,-111.9400864,33.4218027,2370,,primary,0
4800,,-111.9400768,33.4213888,48,,primary,0
4801,,-111.9400684,33.4211364,48,,primary,0
4900,,-111.9400654,33.4210477,49,,primary,0
4901,,-111.940057,33.4207952,49,,primary,0
237100,,-111.9400511,33.4206198,2371,,primary,0
237200,,-111.9401147,33.4190856,2372,,residential,0
5200,,-111.9403761,33.4190861,52,,residential,0
5201,,-111.9403746,33.419023,52,,residential,0
237201,,-111.9401134,33.4190224,2372,,residential,0
5202,,-111.9404752,33.4190844,52,,residential,0
5300,,-111.9404882,33.4190842,53,,residential,0
5301,,-111.9404742,33.4190213,53,,residential,0
5203,,-111.9404612,33.4190215,52,,residential,0
5302,,-111.9405103,33.4190838,53,,residential,0
5400,,-111.9405765,33.4190826,54,,residential,0
5401,,-111.940575,33.4190195,54,,residential,0
5303,,-111.9405088,33.4190207,53,,residential,0
5402,,-111.9406832,33.4190825,54,,residential,0
5500,,-111.9411513,33.4190835,55,,residential,0
5501,,-111.9411516,33.4190203,55,,residential,0
5403,,-111.9406835,33.4190193,54,,residential,0
5502,,-111.9413235,33.4190838,55,,residential,0
5600,,-111.9416932,33.4190846,56,,residential,0
5601,,-111.9416934,33.4190215,56,,residential,0
5503,,-111.9413237,33.4190207,55,,residential,0
5602,,-111.9418016,33.4190844,56,,residential,0
5700,,-111.941823,33.419084,57,,residential,0
5701,,-111.9418215,33.4190209,57,,residential,0
5603,,-111.9418001,33.4190213,56,,residential,0
5702,,-111.9419301,33.4190831,57,,residential,0
3404,,-111.9423088,33.4190804,34,,residential,0
3405,,-111.9423081,33.4190172,34,,residential,0
5703,,-111.9419294,33.4190199,57,,residential,0
