node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary
100,,-96.7972112,43.4812248,1,,motorway,0
300,,-96.7684072,43.4970703,3,,motorway,0
400,,-96.7475475,43.4941569,4,,tertiary,0
500,,-96.7573766,43.4943178,5,,tertiary,0
501,,-96.7573802,43.4942548,5,,tertiary,0
401,,-96.747548,43.4940939,4,,tertiary,0
700,,-96.7702678,43.4928966,7,,motorway,0
182000,,-96.7272498,43.4896495,1820,,secondary,0
1200,,-96.787116,43.4790076,12,,tertiary,1
1300,,-96.787126,43.4843399,13,,tertiary,0
1301,,-96.7872558,43.4843427,13,,tertiary,0
1201,,-96.7872458,43.4790068,12,,tertiary,-1
1400,,-96.7909737,43.5003247,14,,secondary,0
1500,,-96.792441,43.5003276,15,,secondary,0
1501,,-96.7924415,43.500233,15,,secondary,0
1401,,-96.7909741,43.5002301,14,,secondary,0
1600,,-96.7579517,43.5003942,16,,secondary,0
1700,,-96.7657119,43.5003859,17,,secondary,0
1701,,-96.7657116,43.5002914,17,,secondary,0
1601,,-96.7579516,43.5002997,16,,secondary,0
1702,,-96.7660089,43.5003852,17,,secondary,0
1800,,-96.7706402,43.5003893,18,,secondary,0
1801,,-96.7706403,43.5002947,18,,secondary,0
1703,,-96.7660084,43.5002907,17,,secondary,0
1802,,-96.7708134,43.5003893,18,,secondary,0
1900,,-96.7709067,43.5003893,19,,secondary,0
1901,,-96.7709067,43.5002947,19,,secondary,0
1803,,-96.7708134,43.5002947,18,,secondary,0
1902,,-96.7709581,43.5003887,19,,secondary,0
2000,,-96.7711071,43.5003854,20,,secondary,0
2001,,-96.7711032,43.5002909,20,,secondary,0
1903,,-96.7709542,43.5002942,19,,secondary,0
2100,,-96.7312519,43.5003347,21,,secondary,0
2200,,-96.7478597,43.5004112,22,,secondary,0
2201,,-96.7478598,43.5003166,22,,secondary,0
2101,,-96.7312459,43.5002403,21,,secondary,0
2400,,-96.763745,43.4898221,24,,tertiary,0
2401,,-96.7640418,43.4898246,24,,tertiary,0
182100,,-96.7670309,43.4898442,1821,,secondary,0
2700,,-96.8264102,43.4900951,27,,tertiary,0
2800,,-96.8380675,43.4900858,28,,tertiary,-1
2801,,-96.8380674,43.4900228,28,,tertiary,1
2701,,-96.8264097,43.4900321,27,,tertiary,0
2900,,-96.6090332,43.4894723,29,,secondary,0
3000,,-96.6475043,43.4894951,30,,secondary,0
3001,,-96.647504,43.489432,30,,secondary,0
2901,,-96.6090342,43.4894093,29,,secondary,0
2102,,-96.73114,43.5001782,21,,secondary,0
3100,,-96.7295495,43.498127,31,,primary,0
3101,,-96.7294476,43.4981856,31,,primary,0
2103,,-96.7310119,43.5001939,21,,secondary,0
3102,,-96.7294008,43.4979854,31,,primary,0
3200,,-96.729386,43.4979707,32,,primary,0
3201,,-96.729281,43.4980264,32,,primary,0
3103,,-96.7292958,43.4980411,31,,primary,0
3202,,-96.7292355,43.497826,32,,primary,0
3300,,-96.7287761,43.4973985,33,,primary,0
3301,,-96.7286758,43.4974585,33,,primary,0
3203,,-96.7291329,43.4978839,32,,primary,0
201,,-96.7625959,43.4983602,2,,motorway,0
3601,,-96.7842937,43.4925179,36,,motorway,0
601,,-96.7775797,43.4936766,6,,motorway,0
3700,,-96.7695811,43.4954128,37,,motorway,0
3302,,-96.7285801,43.4972437,33,,primary,0
182001,,-96.7275969,43.4897515,1820,,secondary,0
182002,,-96.7275959,43.4894266,1820,,secondary,0
3900,,-96.7275957,43.4862052,39,,primary,0
4000,,-96.7076614,43.4913027,40,,secondary,0
4100,,-96.7076476,43.4959781,41,,secondary,0
4101,,-96.7077342,43.4959799,41,,secondary,0
4001,,-96.7077479,43.4913005,40,,secondary,0
4200,,-96.7076587,43.4799627,42,,secondary,1
4300,,-96.7076544,43.4805997,43,,secondary,0
4301,,-96.707741,43.4806,43,,secondary,0
4201,,-96.7077453,43.4799631,42,,secondary,-1
4400,,-96.6877401,43.4800843,44,,tertiary,1
4500,,-96.6877303,43.4820376,45,,tertiary,0
4501,,-96.6878168,43.4820378,45,,tertiary,0
4401,,-96.6878267,43.4800845,44,,tertiary,-1
502,,-96.7575751,43.4943225,5,,tertiary,0
2402,,-96.7639381,43.4898952,24,,tertiary,0
2403,,-96.7638515,43.4898961,24,,tertiary,0
503,,-96.7575773,43.4942595,5,,tertiary,0
