name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,0,686080283,,yes,,,"POLYGON ((36.7874572 -1.3160064, 36.7875407 -1.3159661, 36.7875506 -1.3159867, 36.7874671 -1.316027, 36.7874572 -1.3160064))",POINT (36.7875039 -1.3159965),26.1,280.5
,1,1060508577,,yes,,,"POLYGON ((36.9207624 -1.2324167, 36.9208889 -1.2324691, 36.9208682 -1.232519, 36.9207417 -1.2324666, 36.9207624 -1.2324167))",POINT (36.9208153 -1.2324679),91.0,979.1
,2,411943798,,yes,,,"POLYGON ((36.7851661 -1.3133385, 36.7852284 -1.3133519, 36.7852204 -1.3133828, 36.7852029 -1.3133774, 36.7851808 -1.3134304, 36.7851547 -1.3133908, 36.7851661 -1.3133385))",POINT (36.7851862 -1.3133752),43.9,472.6
,3,1078759901,,yes,,,"POLYGON ((36.9738368 -1.2670537, 36.9738581 -1.2670704, 36.9738749 -1.267049, 36.9738472 -1.2670273, 36.9738395 -1.2670371, 36.9738459 -1.267042, 36.9738368 -1.2670537))",POINT (36.9738547 -1.2670493),10.3,110.9
,4,931811727,,yes,,,"POLYGON ((36.7591033 -1.2873258, 36.7592548 -1.2873316, 36.7592489 -1.2874815, 36.7590975 -1.2874756, 36.7591033 -1.2873258))",POINT (36.7591761 -1.2874036),279.5,3008.3
,5,654126436,,yes,,,"POLYGON ((36.8735658 -1.2559062, 36.8735779 -1.2559259, 36.8736218 -1.2558991, 36.8736097 -1.2558794, 36.8735658 -1.2559062))",POINT (36.8735938 -1.2559027),14.6,157.4
,6,654095197,,yes,,,"POLYGON ((36.8736732 -1.2547873, 36.8736718 -1.2548331, 36.8737351 -1.2548353, 36.8737354 -1.2548127, 36.8737357 -1.25479, 36.8736732 -1.2547873))",POINT (36.8737039 -1.2548115),35.3,379.5
,7,1075068563,,yes,,,"POLYGON ((36.9977593 -1.2748221, 36.997759 -1.2748754, 36.9977757 -1.2748755, 36.9977754 -1.2749436, 36.9978873 -1.2749441, 36.9978878 -1.2748273, 36.9978613 -1.2748271, 36.9978615 -1.2747854, 36.9978028 -1.2747852, 36.9978027 -1.2748223, 36.9977593 -1.2748221))",POINT (36.9978279 -1.2748713),203.3,2188.1
,8,444281185,,yes,,,"POLYGON ((36.6663797 -1.2361177, 36.6665085 -1.2360587, 36.6665363 -1.2361194, 36.6664076 -1.2361784, 36.6663797 -1.2361177))",POINT (36.666458 -1.2361185),116.3,1251.9
,9,226442025,,yes,,,"POLYGON ((36.8083477 -1.3200299, 36.80842 -1.3199523, 36.8087025 -1.3202155, 36.8086302 -1.3202931, 36.8083477 -1.3200299))",POINT (36.8085251 -1.3201227),503.5,5420.1
,10,1092469217,,yes,,,"POLYGON ((36.8776971 -1.200906, 36.8777797 -1.2009265, 36.8777273 -1.2011373, 36.8776447 -1.2011168, 36.8776971 -1.200906))",POINT (36.8777122 -1.2010217),227.3,2446.8
,11,1068116853,,yes,,,"POLYGON ((37.0117212 -1.2739317, 37.0117379 -1.2739551, 37.0117046 -1.2739789, 37.0116879 -1.2739554, 37.0117212 -1.2739317))",POINT (37.0117129 -1.2739553),14.5,155.9
,12,877849913,,yes,,,"POLYGON ((36.7361408 -1.2888134, 36.7361408 -1.2888443, 36.7361811 -1.2888443, 36.7361797 -1.2888121, 36.7361408 -1.2888134))",POINT (36.7361607 -1.2888286),15.4,165.4
,13,1063201743,,yes,,,"POLYGON ((36.941683 -1.2757307, 36.9416523 -1.2756834, 36.9416745 -1.2756689, 36.9416926 -1.2756967, 36.9417045 -1.275689, 36.9417171 -1.2757085, 36.941683 -1.2757307))",POINT (36.9416835 -1.2757003),22.5,241.7
,14,1062001317,,yes,,,"POLYGON ((36.9333321 -1.2647961, 36.9333209 -1.2648291, 36.9333331 -1.2648333, 36.9333245 -1.2648584, 36.933381 -1.2648777, 36.9334009 -1.2648196, 36.9333321 -1.2647961))",POINT (36.9333594 -1.2648363),50.6,545.1
,15,1063544158,,yes,,,"POLYGON ((36.9174229 -1.2086155, 36.9174542 -1.2085773, 36.9174903 -1.2086068, 36.9174381 -1.2086706, 36.9174277 -1.2086622, 36.9174487 -1.2086366, 36.9174229 -1.2086155))",POINT (36.9174545 -1.208618),33.8,363.3
,16,1066333925,,yes,,,"POLYGON ((36.9179739 -1.2663835, 36.9180302 -1.2664092, 36.9179813 -1.2665168, 36.9179234 -1.2664904, 36.9179362 -1.2664624, 36.9179452 -1.2664665, 36.9179683 -1.2664158, 36.9179608 -1.2664124, 36.9179739 -1.2663835))",POINT (36.9179789 -1.2664511),85.0,914.4
,17,1073812190,,yes,,,"POLYGON ((36.8588496 -1.2277393, 36.8588734 -1.2277555, 36.8589099 -1.2277019, 36.8588861 -1.2276857, 36.8588496 -1.2277393))",POINT (36.8588797 -1.2277206),23.0,247.1
,18,1058483864,,yes,,,"POLYGON ((36.9235843 -1.2443723, 36.9236328 -1.2443881, 36.9236261 -1.2444087, 36.9236393 -1.244413, 36.9236217 -1.2444669, 36.92356 -1.2444467, 36.9235843 -1.2443723))",POINT (36.9236009 -1.2444208),58.8,633.1
,19,492329997,,yes,,,"POLYGON ((36.9113978 -1.2888817, 36.9114264 -1.2888986, 36.911379 -1.2889737, 36.9113528 -1.2889553, 36.9113978 -1.2888817))",POINT (36.9113892 -1.2889271),35.1,377.6
,20,1062001719,,yes,,,"POLYGON ((36.9125122 -1.2364034, 36.9125204 -1.236368, 36.9126201 -1.236391, 36.9126119 -1.2364264, 36.9125122 -1.2364034))",POINT (36.9125662 -1.2363972),45.7,492.1
,21,1075087979,,yes,,,"POLYGON ((36.8831389 -1.2008663, 36.8832577 -1.2008334, 36.8832422 -1.2007778, 36.8831036 -1.2008162, 36.8831191 -1.2008718, 36.8831389 -1.2008663))",POINT (36.8831807 -1.2008248),102.1,1098.6
,22,1069869428,,yes,,,"POLYGON ((36.963253 -1.283083, 36.9633407 -1.2830168, 36.963421 -1.2831232, 36.9633333 -1.2831894, 36.963253 -1.283083))",POINT (36.963337 -1.2831031),180.1,1938.6
,23,1067486555,,yes,,,"POLYGON ((36.894268 -1.2432309, 36.8943162 -1.2432624, 36.8943538 -1.2432047, 36.8943056 -1.2431732, 36.894268 -1.2432309))",POINT (36.8943109 -1.2432178),48.8,524.9
,24,1066329790,,yes,,,"POLYGON ((36.9193418 -1.276302, 36.9194216 -1.2761598, 36.919444 -1.2761712, 36.9193615 -1.2763108, 36.9193418 -1.276302))",POINT (36.9193933 -1.2762341),46.5,501.0
